strategy,entry_time,direction,entry_price,stop_loss,take_profit,exit_price,exit_time,outcome,pnl_pts,reason
SWEEPREV_guard,2026-05-18 04:00:00,BUY,76887.5,76141.93,79815.2,76141.93,2026-05-18 12:00:00,SL,-775.57,SWEEPREV_L
SWEEPREV_guard,2026-05-27 00:00:00,BUY,75828.5,75179.12,76876.82,75179.12,2026-05-27 12:00:00,SL,-679.38,SWEEPREV_L
SWEEPREV_guard,2026-05-27 20:00:00,BUY,74917.0,74142.38,76401.25,74142.38,2026-05-27 20:00:00,SL,-804.62,SWEEPREV_L
SWEEPREV_guard,2026-05-28 08:00:00,BUY,73365.5,72162.43,76009.62,73559.0,2026-05-29 20:00:00,TIME,163.5,SWEEPREV_L
ZREV,2025-01-15 16:00:00,SELL,98992.8,102700.17,94637.24,102700.17,2025-01-17 12:00:00,SL,-3737.37,ZREV_S
ZREV,2025-01-20 08:00:00,SELL,107007.3,111726.26,99100.59,105094.5,2025-01-22 08:00:00,TIME,1882.8,ZREV_S
ZREV,2025-01-27 08:00:00,BUY,99040.8,94355.69,103952.16,102591.2,2025-01-29 08:00:00,TIME,3520.4,ZREV_L
ZREV,2025-02-03 00:00:00,BUY,97663.2,94114.57,102813.09,94114.57,2025-02-03 00:00:00,SL,-3578.63,ZREV_L
ZREV,2025-02-11 20:00:00,BUY,95020.8,92564.07,97373.23,97373.23,2025-02-12 16:00:00,TP,2322.43,ZREV_L
ZREV,2025-02-18 20:00:00,BUY,94043.1,91614.76,96272.86,96272.86,2025-02-19 08:00:00,TP,2199.76,ZREV_L
ZREV,2025-02-20 20:00:00,SELL,98482.0,100885.26,96355.01,96355.01,2025-02-21 16:00:00,TP,2096.99,ZREV_S
ZREV,2025-02-25 00:00:00,BUY,91541.0,88604.61,96157.57,88604.61,2025-02-25 04:00:00,SL,-2966.39,ZREV_L
ZREV,2025-02-26 20:00:00,BUY,83723.4,78761.29,93443.69,78761.29,2025-02-28 04:00:00,SL,-4992.11,ZREV_L
ZREV,2025-03-10 00:00:00,BUY,80732.1,75139.09,87992.6,82112.9,2025-03-12 00:00:00,TIME,1350.8,ZREV_L
ZREV,2025-03-20 00:00:00,SELL,86900.5,89383.43,83242.03,83242.03,2025-03-21 12:00:00,TP,3628.47,ZREV_S
ZREV,2025-03-24 12:00:00,SELL,87703.4,89926.2,84422.34,86758.3,2025-03-26 12:00:00,TIME,915.1,ZREV_S
ZREV,2025-03-28 16:00:00,BUY,84014.8,81936.67,86920.54,81936.67,2025-03-30 20:00:00,SL,-2108.13,ZREV_L
ZREV,2025-04-07 00:00:00,BUY,78321.9,73854.43,83473.29,74962.9,2025-04-09 00:00:00,TIME,-3389.0,ZREV_L
ZREV,2025-04-21 04:00:00,SELL,87205.7,88710.49,84654.52,88710.49,2025-04-22 00:00:00,SL,-1534.79,ZREV_S
ZREV,2025-04-22 16:00:00,SELL,91070.3,93446.01,85650.4,93446.01,2025-04-22 20:00:00,SL,-2405.71,ZREV_S
ZREV,2025-05-01 12:00:00,SELL,96241.2,98279.01,94646.66,94646.66,2025-05-04 20:00:00,TP,1564.54,ZREV_S
ZREV,2025-05-08 04:00:00,SELL,99181.8,101535.04,95910.7,101535.04,2025-05-08 12:00:00,SL,-2383.24,ZREV_S
ZREV,2025-05-19 00:00:00,SELL,106565.0,108905.44,103505.84,103505.84,2025-05-19 04:00:00,TP,3029.16,ZREV_S
ZREV,2025-05-20 20:00:00,SELL,107091.6,110272.8,104115.65,110272.8,2025-05-21 20:00:00,SL,-3211.2,ZREV_S
ZREV,2025-05-28 16:00:00,BUY,107147.8,104763.31,109787.61,104763.31,2025-05-30 00:00:00,SL,-2414.49,ZREV_L
ZREV,2025-05-30 08:00:00,BUY,105107.2,102431.06,108460.32,105241.5,2025-06-03 04:00:00,TIME,104.3,ZREV_L
ZREV,2025-06-05 20:00:00,BUY,101917.2,99683.73,105123.21,105123.21,2025-06-06 12:00:00,TP,3176.01,ZREV_L
ZREV,2025-06-09 12:00:00,SELL,107838.6,110630.77,104924.43,110630.77,2025-06-09 20:00:00,SL,-2822.17,ZREV_S
ZREV,2025-06-23 00:00:00,BUY,100993.4,98376.26,105192.06,105192.06,2025-06-23 20:00:00,TP,4168.66,ZREV_L
ZREV,2025-07-01 16:00:00,BUY,105984.7,104192.97,107297.42,107297.42,2025-07-02 08:00:00,TP,1282.72,ZREV_L
ZREV,2025-07-02 16:00:00,SELL,108811.6,110704.84,107277.8,107506.3,2025-07-04 16:00:00,TIME,1275.3,ZREV_S
ZREV,2025-07-09 20:00:00,SELL,111801.0,113756.2,108858.45,113756.2,2025-07-10 16:00:00,SL,-1985.2,ZREV_S
ZREV,2025-07-11 20:00:00,SELL,118172.7,121450.33,111089.54,121450.33,2025-07-14 00:00:00,SL,-3307.63,ZREV_S
ZREV,2025-07-25 04:00:00,BUY,115383.6,112759.46,118342.8,118342.8,2025-07-27 20:00:00,TP,2929.2,ZREV_L
ZREV,2025-08-01 04:00:00,BUY,115645.6,113217.37,117819.5,113217.37,2025-08-01 16:00:00,SL,-2458.23,ZREV_L
ZREV,2025-08-07 12:00:00,SELL,116550.6,118774.11,114696.65,118774.11,2025-08-10 20:00:00,SL,-2253.51,ZREV_S
ZREV,2025-08-13 20:00:00,SELL,122817.8,125392.73,118619.63,118619.63,2025-08-14 12:00:00,TP,4168.17,ZREV_S
ZREV,2025-08-18 04:00:00,BUY,115387.0,112474.5,119476.94,113496.9,2025-08-20 04:00:00,TIME,-1920.1,ZREV_L
ZREV,2025-08-26 00:00:00,BUY,110139.3,106380.46,113387.36,112019.0,2025-08-28 00:00:00,TIME,1849.7,ZREV_L
ZREV,2025-08-29 20:00:00,BUY,108231.6,105512.84,111252.98,111252.98,2025-09-02 12:00:00,TP,2991.38,ZREV_L
ZREV,2025-09-10 16:00:00,SELL,113897.5,116049.04,111620.6,116049.04,2025-09-12 00:00:00,SL,-2181.54,ZREV_S
ZREV,2025-09-12 20:00:00,SELL,116770.5,118662.67,113181.92,116868.5,2025-09-16 16:00:00,TIME,-128.0,ZREV_S
ZREV,2025-09-17 08:00:00,SELL,117229.5,119015.17,115304.69,115304.69,2025-09-17 16:00:00,TP,1894.81,ZREV_S
ZREV,2025-09-18 04:00:00,SELL,117642.5,119733.79,115702.66,115702.66,2025-09-19 12:00:00,TP,1909.84,ZREV_S
ZREV,2025-09-22 08:00:00,BUY,112585.5,110745.21,116117.04,113052.5,2025-09-24 08:00:00,TIME,437.0,ZREV_L
ZREV,2025-09-25 20:00:00,BUY,109421.5,107030.5,113337.2,113337.2,2025-09-29 12:00:00,TP,3885.7,ZREV_L
ZREV,2025-10-01 12:00:00,SELL,116847.0,118919.0,112264.18,118919.0,2025-10-02 00:00:00,SL,-2102.0,ZREV_S
ZREV,2025-10-10 16:00:00,BUY,119071.3,115742.17,122645.0,115742.17,2025-10-10 20:00:00,SL,-3359.13,ZREV_L
ZREV,2025-10-13 12:00:00,BUY,114280.8,110278.44,120916.09,110278.44,2025-10-14 08:00:00,SL,-4032.36,ZREV_L
ZREV,2025-10-17 08:00:00,BUY,105599.7,101983.86,112470.22,108108.5,2025-10-21 04:00:00,TIME,2478.8,ZREV_L
ZREV,2025-10-27 00:00:00,SELL,114579.8,117590.61,109960.2,112534.8,2025-10-29 00:00:00,TIME,2015.0,ZREV_S
ZREV,2025-10-30 16:00:00,BUY,107670.9,104064.61,112454.01,105711.2,2025-11-03 12:00:00,TIME,-1989.7,ZREV_L
ZREV,2025-11-04 08:00:00,BUY,104430.1,101017.79,109664.33,101017.79,2025-11-04 16:00:00,SL,-3442.31,ZREV_L
