strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,reason
ICT_S4_BREAKER,2025-10-10 14:30:00+00:00,BUY,3983.73,3979.46,3991.67,3991.37,2025-10-10 14:45:00+00:00,TP,7.65,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-12 22:00:00+00:00,BUY,4015.85,4011.34,4026.54,4026.24,2025-10-12 22:15:00+00:00,TP,10.39,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-15 01:45:00+00:00,BUY,4178.24,4173.79,4186.52,4173.49,2025-10-15 02:30:00+00:00,SL,-4.75,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-16 10:30:00+00:00,BUY,4238.09,4232.96,4247.67,4247.37,2025-10-16 11:45:00+00:00,TP,9.28,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-17 04:30:00+00:00,BUY,4358.78,4352.19,4371.54,4371.24,2025-10-17 04:45:00+00:00,TP,12.47,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-17 15:00:00+00:00,SELL,4248.65,4264.02,4218.58,4218.88,2025-10-17 16:15:00+00:00,TP,29.77,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-17 19:15:00+00:00,SELL,4223.97,4235.55,4201.29,4235.85,2025-10-17 20:15:00+00:00,SL,-11.88,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-21 11:45:00+00:00,SELL,4255.76,4261.94,4244.01,4244.31,2025-10-21 12:00:00+00:00,TP,11.46,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-24 18:30:00+00:00,SELL,4106.0,4116.96,4084.49,4117.26,2025-10-24 19:00:00+00:00,SL,-11.26,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-26 23:15:00+00:00,SELL,4082.6,4086.72,4074.94,4075.24,2025-10-26 23:30:00+00:00,TP,7.36,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-29 02:45:00+00:00,BUY,3954.76,3948.1,3967.44,3967.14,2025-10-29 03:15:00+00:00,TP,12.38,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-29 17:00:00+00:00,BUY,3993.09,3984.54,4009.75,3984.24,2025-10-29 18:00:00+00:00,SL,-8.86,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-10-30 04:45:00+00:00,SELL,3978.73,3984.95,3966.82,3967.12,2025-10-30 05:00:00+00:00,TP,11.61,ICT_S4_BREAKER
