variation,entry_time,direction,entry_price,stop_loss,take_profit,exit_price,exit_time,outcome,pnl_points,tp_mode,pool_type,is_equal_pool
VAR2,2026-04-13 10:53:00+00:00,BUY,4722.44,4716.57,4724.06,4724.06,2026-04-13 11:00:00,TP,1.62,DYNAMIC_POOL,SSL,False
VAR2,2026-04-13 10:56:00+00:00,BUY,4720.72,4718.31,4724.06,4724.06,2026-04-13 11:00:00,TP,3.34,DYNAMIC_POOL,SSL,False
VAR2,2026-04-13 11:09:00+00:00,SELL,4723.03,4730.23,4720.86,4720.86,2026-04-13 11:12:00,TP,2.17,DYNAMIC_POOL,BSL,False
VAR2,2026-04-13 11:16:00+00:00,SELL,4721.23,4725.15,4720.86,4720.86,2026-04-13 11:19:00,TP,0.38,DYNAMIC_POOL,BSL,False
VAR2,2026-04-13 11:27:00+00:00,BUY,4719.36,4717.52,4719.39,4719.39,2026-04-13 11:28:00,TP,0.03,DYNAMIC_FVG,SSL,False
VAR2,2026-04-13 11:50:00+00:00,BUY,4708.47,4702.38,4715.34,4715.34,2026-04-13 12:08:00,TP,6.88,DYNAMIC_FVG,SSL,True
VAR2,2026-04-13 12:04:00+00:00,BUY,4709.47,4702.9,4715.34,4715.34,2026-04-13 12:08:00,TP,5.88,DYNAMIC_FVG,SSL,True
VAR2,2026-04-13 12:29:00+00:00,BUY,4710.62,4702.94,4715.34,4715.34,2026-04-13 12:33:00,TP,4.72,DYNAMIC_FVG,SSL,True
VAR2,2026-04-13 12:47:00+00:00,BUY,4720.5,4714.44,4724.06,4724.06,2026-04-13 12:53:00,TP,3.56,DYNAMIC_POOL,SSL,False
VAR2,2026-04-13 12:53:00+00:00,SELL,4723.43,4726.06,4720.86,4720.86,2026-04-13 12:58:00,TP,2.57,DYNAMIC_POOL,BSL,False
VAR2,2026-04-13 13:05:00+00:00,SELL,4728.07,4726.35,4720.86,4726.35,2026-04-13 13:06:00,SL,1.72,DYNAMIC_POOL,BSL,False
VAR2,2026-04-13 13:37:00+00:00,SELL,4729.97,4736.07,4727.15,4727.15,2026-04-13 13:39:00,TP,2.82,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 13:45:00+00:00,SELL,4727.64,4731.76,4727.15,4727.15,2026-04-13 13:46:00,TP,0.49,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 13:53:00+00:00,SELL,4725.3,4745.64,4720.86,4720.86,2026-04-13 14:03:00,TP,4.44,DYNAMIC_POOL,BSL,False
VAR2,2026-04-13 14:07:00+00:00,SELL,4724.72,4732.37,4720.86,4720.86,2026-04-13 14:17:00,TP,3.86,DYNAMIC_POOL,BSL,False
VAR2,2026-04-13 14:16:00+00:00,SELL,4722.83,4729.1,4720.86,4720.86,2026-04-13 14:17:00,TP,1.97,DYNAMIC_POOL,BSL,False
VAR2,2026-04-13 14:41:00+00:00,BUY,4720.39,4716.39,4727.15,4716.39,2026-04-13 14:48:00,SL,-4.0,DYNAMIC_FVG,SSL,False
VAR2,2026-04-13 15:06:00+00:00,BUY,4704.48,4699.56,4727.15,4727.15,2026-04-13 16:18:00,TP,22.66,DYNAMIC_FVG,SSL,False
VAR2,2026-04-13 15:26:00+00:00,BUY,4705.15,4702.19,4727.15,4727.15,2026-04-13 16:18:00,TP,22.0,DYNAMIC_FVG,SSL,False
VAR2,2026-04-13 15:31:00+00:00,BUY,4704.89,4701.3,4727.15,4727.15,2026-04-13 16:18:00,TP,22.26,DYNAMIC_FVG,SSL,False
VAR2,2026-04-13 16:20:00+00:00,SELL,4724.7,4730.94,4717.47,4730.94,2026-04-13 16:28:00,SL,-6.24,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 16:46:00+00:00,SELL,4739.69,4747.27,4724.79,4747.27,2026-04-13 17:22:00,SL,-7.58,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 16:55:00+00:00,SELL,4737.07,4744.75,4724.79,4744.75,2026-04-13 17:19:00,SL,-7.68,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 17:09:00+00:00,SELL,4729.1,4739.65,4724.79,4739.65,2026-04-13 17:18:00,SL,-10.55,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 17:22:00+00:00,SELL,4744.3,4745.81,4724.79,4745.81,2026-04-13 17:23:00,SL,-1.51,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 17:27:00+00:00,SELL,4749.7,4751.2,4724.79,4724.79,2026-04-13 18:20:00,TP,24.91,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 17:31:00+00:00,SELL,4745.61,4748.77,4740.69,4740.69,2026-04-13 17:47:00,TP,4.92,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 17:41:00+00:00,SELL,4743.57,4747.93,4740.69,4740.69,2026-04-13 17:47:00,TP,2.88,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 17:48:00+00:00,SELL,4738.99,4745.27,4724.79,4724.79,2026-04-13 18:20:00,TP,14.2,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 17:54:00+00:00,SELL,4730.47,4741.4,4724.79,4724.79,2026-04-13 18:20:00,TP,5.68,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 18:17:00+00:00,SELL,4726.46,4732.35,4724.79,4724.79,2026-04-13 18:20:00,TP,1.67,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 18:23:00+00:00,SELL,4728.88,4731.32,4724.79,4724.79,2026-04-13 18:27:00,TP,4.09,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 19:35:00+00:00,SELL,4743.52,4748.58,4732.49,4748.58,2026-04-13 22:05:00,SL,-5.06,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 19:52:00+00:00,SELL,4744.06,4746.94,4732.49,4746.94,2026-04-13 22:05:00,SL,-2.88,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 20:04:00+00:00,SELL,4742.51,4746.73,4732.49,4746.73,2026-04-13 22:04:00,SL,-4.22,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 22:10:00+00:00,SELL,4747.9,4751.93,4740.69,4751.93,2026-04-13 22:13:00,SL,-4.03,DYNAMIC_FVG,BSL,False
VAR2,2026-04-13 22:22:00+00:00,SELL,4747.47,4749.6,4743.09,4749.6,2026-04-13 22:30:00,SL,-2.13,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 00:27:00+00:00,SELL,4761.79,4768.55,4754.33,4768.55,2026-04-14 00:36:00,SL,-6.76,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 01:52:00+00:00,SELL,4767.92,4770.06,4761.02,4770.06,2026-04-14 02:05:00,SL,-2.14,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 02:03:00+00:00,SELL,4764.41,4768.36,4761.02,4768.36,2026-04-14 02:05:00,SL,-3.95,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 05:18:00+00:00,BUY,4767.35,4763.9,4770.43,4763.9,2026-04-14 05:25:00,SL,-3.45,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 05:28:00+00:00,BUY,4763.32,4760.71,4770.43,4760.71,2026-04-14 05:34:00,SL,-2.61,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 05:32:00+00:00,BUY,4763.56,4759.7,4770.43,4759.7,2026-04-14 05:35:00,SL,-3.86,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 05:48:00+00:00,BUY,4764.96,4758.38,4770.43,4770.43,2026-04-14 06:40:00,TP,5.47,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 06:08:00+00:00,BUY,4768.58,4759.02,4770.43,4770.43,2026-04-14 06:40:00,TP,1.85,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 06:12:00+00:00,BUY,4765.91,4764.05,4770.43,4764.05,2026-04-14 06:19:00,SL,-1.86,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 06:27:00+00:00,BUY,4766.99,4763.44,4770.43,4770.43,2026-04-14 06:40:00,TP,3.44,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 06:37:00+00:00,BUY,4764.78,4763.34,4770.43,4770.43,2026-04-14 06:40:00,TP,5.65,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 07:32:00+00:00,SELL,4773.4,4788.2,4768.53,4788.2,2026-04-14 08:32:00,SL,-14.8,DYNAMIC_FVG,BSL,True
VAR2,2026-04-14 07:51:00+00:00,SELL,4777.26,4779.53,4775.78,4775.78,2026-04-14 07:52:00,TP,1.48,DYNAMIC_FVG,BSL,True
VAR2,2026-04-14 07:57:00+00:00,SELL,4776.97,4780.74,4775.78,4775.78,2026-04-14 08:00:00,TP,1.19,DYNAMIC_FVG,BSL,True
VAR2,2026-04-14 09:31:00+00:00,SELL,4776.55,4780.19,4775.78,4775.78,2026-04-14 09:32:00,TP,0.77,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 09:53:00+00:00,SELL,4777.11,4780.18,4775.78,4780.18,2026-04-14 09:56:00,SL,-3.07,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 10:36:00+00:00,SELL,4776.09,4785.65,4775.78,4775.78,2026-04-14 10:37:00,TP,0.31,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 10:46:00+00:00,BUY,4768.75,4756.02,4775.78,4775.78,2026-04-14 11:09:00,TP,7.03,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 11:06:00+00:00,BUY,4772.98,4769.49,4776.49,4776.49,2026-04-14 11:09:00,TP,3.51,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 11:51:00+00:00,BUY,4773.58,4769.79,4773.78,4773.78,2026-04-14 11:54:00,TP,0.2,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 12:01:00+00:00,BUY,4775.98,4769.57,4776.49,4776.49,2026-04-14 12:02:00,TP,0.51,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 12:33:00+00:00,BUY,4773.35,4767.51,4773.78,4773.78,2026-04-14 12:34:00,TP,0.43,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 12:38:00+00:00,BUY,4772.43,4768.33,4773.78,4773.78,2026-04-14 12:40:00,TP,1.35,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 12:46:00+00:00,BUY,4768.29,4765.08,4773.78,4773.78,2026-04-14 12:49:00,TP,5.49,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 13:01:00+00:00,BUY,4775.18,4770.19,4776.49,4776.49,2026-04-14 13:03:00,TP,1.31,DYNAMIC_FVG,SSL,False
VAR2,2026-04-14 13:29:00+00:00,SELL,4783.05,4792.63,4777.44,4792.63,2026-04-14 13:34:00,SL,-9.58,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 13:40:00+00:00,SELL,4788.7,4804.79,4777.44,4804.79,2026-04-14 14:19:00,SL,-16.09,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 14:02:00+00:00,SELL,4803.61,4804.65,4777.44,4804.65,2026-04-14 14:19:00,SL,-1.04,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 14:12:00+00:00,SELL,4796.93,4803.67,4777.44,4803.67,2026-04-14 14:19:00,SL,-6.74,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 15:05:00+00:00,SELL,4795.22,4805.06,4777.44,4805.06,2026-04-14 15:21:00,SL,-9.84,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 15:18:00+00:00,SELL,4797.51,4799.05,4777.44,4799.05,2026-04-14 15:19:00,SL,-1.54,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 16:26:00+00:00,SELL,4816.93,4820.34,4806.38,4820.34,2026-04-14 16:31:00,SL,-3.41,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 16:44:00+00:00,SELL,4815.31,4821.34,4806.38,4821.34,2026-04-14 17:05:00,SL,-6.03,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 16:55:00+00:00,SELL,4813.42,4820.02,4806.38,4820.02,2026-04-14 17:05:00,SL,-6.6,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 19:33:00+00:00,SELL,4840.98,4844.73,4837.58,4844.73,2026-04-14 19:56:00,SL,-3.74,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 19:51:00+00:00,SELL,4842.58,4845.16,4837.58,4845.16,2026-04-14 19:56:00,SL,-2.58,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 20:01:00+00:00,SELL,4845.22,4847.37,4837.58,4847.37,2026-04-14 22:04:00,SL,-2.15,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 20:11:00+00:00,SELL,4843.27,4845.02,4837.58,4845.02,2026-04-14 22:04:00,SL,-1.76,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 22:21:00+00:00,SELL,4840.84,4849.05,4837.58,4837.58,2026-04-14 22:50:00,TP,3.26,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 23:10:00+00:00,SELL,4839.32,4845.31,4837.58,4837.58,2026-04-14 23:12:00,TP,1.74,DYNAMIC_FVG,BSL,False
VAR2,2026-04-14 23:46:00+00:00,SELL,4844.16,4845.16,4837.58,4837.58,2026-04-14 23:56:00,TP,6.58,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 00:01:00+00:00,BUY,4834.26,4832.0,4837.58,4837.58,2026-04-15 00:03:00,TP,3.32,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 00:11:00+00:00,BUY,4833.78,4830.67,4837.58,4830.67,2026-04-15 00:15:00,SL,-3.11,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 00:16:00+00:00,BUY,4831.77,4827.81,4837.58,4827.81,2026-04-15 00:38:00,SL,-3.96,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 00:21:00+00:00,BUY,4834.15,4831.59,4837.58,4831.59,2026-04-15 00:25:00,SL,-2.56,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 00:33:00+00:00,BUY,4829.26,4827.62,4837.58,4827.62,2026-04-15 00:39:00,SL,-1.64,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 00:59:00+00:00,BUY,4835.56,4828.17,4837.58,4837.58,2026-04-15 01:00:00,TP,2.02,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 01:04:00+00:00,BUY,4834.43,4827.34,4837.58,4837.58,2026-04-15 01:07:00,TP,3.15,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 01:08:00+00:00,BUY,4836.97,4830.66,4837.58,4837.58,2026-04-15 01:09:00,TP,0.61,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 01:13:00+00:00,SELL,4848.27,4853.77,4837.58,4853.77,2026-04-15 01:16:00,SL,-5.51,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 01:24:00+00:00,SELL,4843.56,4866.38,4839.89,4839.89,2026-04-15 01:48:00,TP,3.67,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 01:31:00+00:00,SELL,4846.02,4852.26,4839.89,4839.89,2026-04-15 01:48:00,TP,6.13,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 01:37:00+00:00,SELL,4845.15,4850.44,4839.89,4850.44,2026-04-15 01:40:00,SL,-5.29,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 01:51:00+00:00,SELL,4845.96,4852.55,4839.89,4852.55,2026-04-15 02:07:00,SL,-6.59,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 02:12:00+00:00,SELL,4847.37,4852.48,4839.89,4839.89,2026-04-15 02:21:00,TP,7.48,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 02:28:00+00:00,BUY,4834.8,4831.44,4839.89,4831.44,2026-04-15 02:30:00,SL,-3.36,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 02:34:00+00:00,BUY,4827.57,4823.53,4840.4,4823.53,2026-04-15 02:35:00,SL,-4.04,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 02:40:00+00:00,BUY,4829.29,4820.62,4840.4,4820.62,2026-04-15 03:02:00,SL,-8.67,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 02:46:00+00:00,BUY,4829.04,4824.26,4831.46,4824.26,2026-04-15 02:52:00,SL,-4.78,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 03:41:00+00:00,BUY,4827.38,4825.11,4831.46,4825.11,2026-04-15 03:59:00,SL,-2.27,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 05:21:00+00:00,BUY,4829.38,4825.35,4829.73,4829.73,2026-04-15 05:22:00,TP,0.35,DYNAMIC_POOL,SSL,False
VAR2,2026-04-15 05:47:00+00:00,BUY,4817.76,4812.74,4825.4,4812.74,2026-04-15 06:32:00,SL,-5.02,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 05:52:00+00:00,BUY,4820.59,4814.38,4824.17,4824.17,2026-04-15 06:00:00,TP,3.59,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 06:02:00+00:00,BUY,4821.43,4818.88,4824.17,4818.88,2026-04-15 06:06:00,SL,-2.55,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 06:08:00+00:00,BUY,4817.68,4815.78,4824.17,4815.78,2026-04-15 06:20:00,SL,-1.9,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 06:11:00+00:00,BUY,4817.64,4815.83,4824.17,4815.83,2026-04-15 06:20:00,SL,-1.81,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 06:37:00+00:00,BUY,4817.81,4810.44,4824.17,4810.44,2026-04-15 07:01:00,SL,-7.37,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 06:54:00+00:00,BUY,4814.76,4814.27,4824.17,4814.27,2026-04-15 06:55:00,SL,-0.48,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 07:12:00+00:00,BUY,4812.94,4807.45,4824.17,4807.45,2026-04-15 07:26:00,SL,-5.49,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 07:26:00+00:00,BUY,4809.41,4804.44,4824.17,4804.44,2026-04-15 09:11:00,SL,-4.97,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 07:36:00+00:00,BUY,4814.37,4810.68,4824.17,4810.68,2026-04-15 07:42:00,SL,-3.69,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 08:58:00+00:00,BUY,4817.54,4809.8,4824.17,4809.8,2026-04-15 09:08:00,SL,-7.74,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 09:16:00+00:00,BUY,4802.89,4811.27,4824.17,4811.27,2026-04-15 09:17:00,SL,8.38,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 09:23:00+00:00,BUY,4805.51,4802.16,4808.66,4802.16,2026-04-15 09:26:00,SL,-3.35,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 11:20:00+00:00,BUY,4804.69,4798.89,4808.66,4808.66,2026-04-15 11:31:00,TP,3.97,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 11:39:00+00:00,BUY,4804.22,4802.14,4808.66,4808.66,2026-04-15 11:46:00,TP,4.44,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 11:41:00+00:00,BUY,4803.34,4801.86,4808.66,4808.66,2026-04-15 11:46:00,TP,5.32,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 11:46:00+00:00,BUY,4806.81,4803.48,4808.66,4808.66,2026-04-15 11:49:00,TP,1.85,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 13:33:00+00:00,SELL,4820.57,4823.35,4808.66,4823.35,2026-04-15 13:38:00,SL,-2.78,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 13:42:00+00:00,SELL,4822.94,4826.11,4808.66,4826.11,2026-04-15 13:50:00,SL,-3.17,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 13:58:00+00:00,SELL,4829.41,4831.31,4808.66,4808.66,2026-04-15 15:05:00,TP,20.75,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 14:03:00+00:00,SELL,4823.86,4831.0,4808.66,4808.66,2026-04-15 15:05:00,TP,15.2,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 14:17:00+00:00,SELL,4828.37,4831.61,4808.66,4808.66,2026-04-15 15:05:00,TP,19.71,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 14:33:00+00:00,SELL,4819.62,4826.79,4808.66,4808.66,2026-04-15 15:05:00,TP,10.96,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 14:44:00+00:00,SELL,4819.32,4823.15,4808.66,4808.66,2026-04-15 15:05:00,TP,10.66,DYNAMIC_FVG,BSL,False
VAR2,2026-04-15 15:17:00+00:00,BUY,4805.52,4799.11,4820.93,4799.11,2026-04-15 15:29:00,SL,-6.41,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 15:26:00+00:00,BUY,4803.22,4801.98,4812.25,4801.98,2026-04-15 15:29:00,SL,-1.24,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 15:51:00+00:00,BUY,4804.16,4801.58,4812.25,4801.58,2026-04-15 15:56:00,SL,-2.59,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 16:06:00+00:00,BUY,4806.98,4799.49,4812.25,4812.25,2026-04-15 16:28:00,TP,5.27,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 16:45:00+00:00,BUY,4805.22,4802.06,4812.25,4802.06,2026-04-15 16:52:00,SL,-3.15,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 17:29:00+00:00,BUY,4801.94,4800.31,4812.25,4800.31,2026-04-15 17:30:00,SL,-1.63,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 20:41:00+00:00,BUY,4791.07,4789.1,4797.09,4789.1,2026-04-15 20:48:00,SL,-1.97,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 20:58:00+00:00,BUY,4791.06,4787.0,4793.29,4793.29,2026-04-15 22:04:00,TP,2.23,DYNAMIC_FVG,SSL,False
VAR2,2026-04-15 23:15:00+00:00,SELL,4812.71,4814.28,4805.59,4814.28,2026-04-15 23:23:00,SL,-1.57,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 00:06:00+00:00,SELL,4830.62,4832.07,4819.02,4832.07,2026-04-16 00:40:00,SL,-1.45,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 00:11:00+00:00,SELL,4830.2,4832.18,4819.02,4832.18,2026-04-16 00:40:00,SL,-1.98,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 00:18:00+00:00,SELL,4829.49,4832.22,4819.02,4832.22,2026-04-16 00:40:00,SL,-2.73,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 01:01:00+00:00,SELL,4832.4,4837.47,4819.02,4819.02,2026-04-16 01:35:00,TP,13.38,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 01:08:00+00:00,SELL,4829.51,4832.91,4819.02,4819.02,2026-04-16 01:35:00,TP,10.49,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 01:21:00+00:00,SELL,4828.57,4833.53,4819.02,4819.02,2026-04-16 01:35:00,TP,9.55,DYNAMIC_FVG,BSL,False
VAR2,2026-04-16 01:56:00+00:00,BUY,4818.56,4817.7,4822.51,4817.7,2026-04-16 02:02:00,SL,-0.86,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 02:03:00+00:00,BUY,4819.98,4816.49,4822.51,4822.51,2026-04-16 02:06:00,TP,2.53,DYNAMIC_FVG,SSL,False
VAR2,2026-04-16 02:09:00+00:00,BUY,4822.61,4819.3,4827.15,4819.3,2026-04-16 02:29:00,SL,-3.31,DYNAMIC_FVG,SSL,False
