strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,pnl_usd,gate_reason
KRONOS_S96_H1_MOMENTUM,2026-04-09T16:14:00+00:00,BUY,4793.35,4768.21,5456.8,4767.96,2026-04-09T18:47:00+00:00,TRAIL,-25.39,-50.78,ungated
SESSION_BREAKOUT,2026-04-10T01:34:00+00:00,BUY,4767.805,4758.07,4781.78,4757.82,2026-04-10T02:04:00+00:00,SL,-9.985,-19.97,ungated
SESSION_BREAKOUT,2026-04-10T12:59:00+00:00,BUY,4771.66,4759.845,4788.76,4788.51,2026-04-10T14:19:00+00:00,TP,16.85,33.7,ungated
SESSION_BREAKOUT,2026-04-10T14:34:00+00:00,BUY,4793.175,4767.35,4831.29,4767.1,2026-04-10T15:36:00+00:00,SL,-26.075,-52.15,ungated
SESSION_BREAKOUT,2026-04-13T14:34:00+00:00,SELL,4709.27,4731.37,4676.75,4731.62,2026-04-13T16:20:00+00:00,SL,-22.35,-44.7,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T04:19:00+00:00,SELL,4773.505,4778.83,4770.94,4775.88,2026-04-14T04:49:00+00:00,TIME,-2.375,-4.75,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T05:49:00+00:00,SELL,4763.87,4768.49,4761.69,4761.94,2026-04-14T05:54:00+00:00,TP,1.93,3.86,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T06:09:00+00:00,SELL,4769.205,4777.98,4764.72,4764.97,2026-04-14T06:15:00+00:00,TP,4.235,8.47,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T06:49:00+00:00,SELL,4772.635,4777.53,4770.31,4777.78,2026-04-14T06:53:00+00:00,SL,-5.145,-10.29,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T06:54:00+00:00,SELL,4778.49,4786.93,4774.19,4787.18,2026-04-14T07:02:00+00:00,SL,-8.69,-17.38,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T07:03:00+00:00,SELL,4781.84,4790.37,4777.49,4790.62,2026-04-14T07:05:00+00:00,SL,-8.78,-17.56,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T07:06:00+00:00,SELL,4786.51,4793.98,4782.75,4794.23,2026-04-14T07:07:00+00:00,SL,-7.72,-15.44,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T07:08:00+00:00,SELL,4786.51,4793.98,4782.75,4794.23,2026-04-14T07:09:00+00:00,SL,-7.72,-15.44,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T07:10:00+00:00,SELL,4793.6,4804.43,4787.97,4788.22,2026-04-14T07:11:00+00:00,TP,5.38,10.76,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T07:12:00+00:00,SELL,4793.6,4804.43,4787.97,4788.22,2026-04-14T07:13:00+00:00,TP,5.38,10.76,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-14T08:29:00+00:00,SELL,4785.775,4791.6,4782.93,4783.18,2026-04-14T08:43:00+00:00,TP,2.595,5.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-14T07:14:00+00:00,BUY,4782.34,4765.464999999999,5310.07,4765.214999999999,2026-04-14T10:38:00+00:00,TRAIL,-17.125,-34.25,ungated
SESSION_BREAKOUT,2026-04-14T13:34:00+00:00,BUY,4792.8,4771.185,4824.6,4815.6,2026-04-14T16:34:00+00:00,TIME,22.8,45.6,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-14T15:14:00+00:00,BUY,4804.06,4841.49,5401.59,4841.24,2026-04-15T01:48:00+00:00,TRAIL,37.18,74.36,ungated
SESSION_BREAKOUT,2026-04-16T13:49:00+00:00,SELL,4813.835,4823.055,4800.63,4800.88,2026-04-16T13:52:00+00:00,TP,12.955,25.91,ungated
SESSION_BREAKOUT,2026-04-16T14:44:00+00:00,SELL,4784.965,4805.62,4754.61,4805.87,2026-04-16T15:06:00+00:00,SL,-20.905,-41.81,ungated
SESSION_BREAKOUT,2026-04-17T01:34:00+00:00,SELL,4767.605,4795.675,4726.12,4795.925,2026-04-17T03:06:00+00:00,SL,-28.32,-56.64,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-04-17T07:29:00+00:00,BUY,4792.005,4784.12,4803.21,4783.87,2026-04-17T07:42:00+00:00,SL,-8.135,-16.27,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-04-17T08:14:00+00:00,SELL,4783.505,4791.45,4772.21,4791.7,2026-04-17T08:41:00+00:00,SL,-8.195,-16.39,ungated
SESSION_BREAKOUT,2026-04-17T07:44:00+00:00,SELL,4783.97,4793.265,4770.65,4793.515,2026-04-17T08:42:00+00:00,SL,-9.545,-19.09,ungated
SESSION_BREAKOUT,2026-04-17T12:34:00+00:00,BUY,4819.855,4797.68,4852.49,4852.24,2026-04-17T13:07:00+00:00,TP,32.385,64.77,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-17T14:14:00+00:00,BUY,4880.65,4851.300000000001,5517.18,4851.050000000001,2026-04-17T20:03:00+00:00,TRAIL,-29.6,-59.2,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-04-20T07:24:00+00:00,BUY,4802.05,4793.88,4813.68,4793.63,2026-04-20T07:30:00+00:00,SL,-8.42,-16.84,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-04-20T08:54:00+00:00,SELL,4793.57,4801.74,4781.94,4801.99,2026-04-20T11:49:00+00:00,SL,-8.42,-16.84,ungated
SESSION_BREAKOUT,2026-04-20T14:34:00+00:00,BUY,4827.245,4807.015,4856.96,4806.765,2026-04-20T14:51:00+00:00,SL,-20.48,-40.96,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T07:14:00+00:00,SELL,4778.17,4793.0650000000005,4410.78,4793.3150000000005,2026-04-21T08:43:00+00:00,TRAIL,-15.145,-30.29,ungated
SESSION_BREAKOUT,2026-04-21T12:34:00+00:00,SELL,4778.955,4796.995,4752.52,4752.77,2026-04-21T14:40:00+00:00,TP,26.185,52.37,ungated
SESSION_BREAKOUT,2026-04-21T14:41:00+00:00,SELL,4769.755,4782.74,4750.9,4751.15,2026-04-21T14:44:00+00:00,TP,18.605,37.21,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T15:14:00+00:00,SELL,4738.77,4698.98,4131.78,4699.23,2026-04-21T20:11:00+00:00,TRAIL,39.54,79.08,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T20:14:00+00:00,SELL,4679.215,4720.1,3861.72,4720.35,2026-04-21T20:58:00+00:00,TRAIL,-41.135,-82.27,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T20:59:00+00:00,SELL,4679.215,4720.35,3861.72,4720.6,2026-04-21T22:04:00+00:00,TRAIL,-41.385,-82.77,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T22:05:00+00:00,SELL,4679.215,4720.35,3861.72,4720.6,2026-04-21T22:06:00+00:00,TRAIL,-41.385,-82.77,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T22:07:00+00:00,SELL,4679.215,4720.35,3861.72,4720.6,2026-04-21T22:08:00+00:00,TRAIL,-41.385,-82.77,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T22:09:00+00:00,SELL,4679.215,4720.35,3861.72,4720.6,2026-04-21T22:10:00+00:00,TRAIL,-41.385,-82.77,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T22:11:00+00:00,SELL,4679.215,4720.35,3861.72,4720.6,2026-04-21T22:12:00+00:00,TRAIL,-41.385,-82.77,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-21T22:13:00+00:00,SELL,4679.215,4720.35,3861.72,4720.6,2026-04-21T22:14:00+00:00,TRAIL,-41.385,-82.77,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T03:00:00+00:00,SELL,4755.595,4759.55,4753.78,4754.03,2026-04-22T03:01:00+00:00,TP,1.565,3.13,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T03:02:00+00:00,SELL,4755.595,4759.55,4753.78,4759.8,2026-04-22T03:07:00+00:00,SL,-4.205,-8.41,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T03:29:00+00:00,SELL,4762.85,4766.99,4760.94,4761.19,2026-04-22T03:34:00+00:00,TP,1.66,3.32,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T04:49:00+00:00,SELL,4757.685,4761.59,4755.9,4756.15,2026-04-22T04:50:00+00:00,TP,1.535,3.07,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T04:51:00+00:00,SELL,4757.685,4761.59,4755.9,4756.15,2026-04-22T04:52:00+00:00,TP,1.535,3.07,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T04:53:00+00:00,SELL,4757.685,4761.59,4755.9,4756.15,2026-04-22T04:54:00+00:00,TP,1.535,3.07,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T05:14:00+00:00,SELL,4756.96,4760.82,4755.2,4761.07,2026-04-22T05:16:00+00:00,SL,-4.11,-8.22,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T05:17:00+00:00,SELL,4756.96,4760.82,4755.2,4761.07,2026-04-22T05:18:00+00:00,SL,-4.11,-8.22,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-22T05:19:00+00:00,SELL,4768.695,4780.76,4762.38,4769.425,2026-04-22T05:49:00+00:00,TIME,-0.73,-1.46,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-04-22T07:34:00+00:00,SELL,4764.265,4772.49,4752.55,4752.8,2026-04-22T08:35:00+00:00,TP,11.465,22.93,ungated
SESSION_BREAKOUT,2026-04-22T14:34:00+00:00,SELL,4742.225,4757.53,4719.89,4737.32,2026-04-22T17:34:00+00:00,TIME,4.905,9.81,ungated
SESSION_BREAKOUT,2026-04-23T01:34:00+00:00,SELL,4727.14,4750.06,4693.39,4706.4,2026-04-23T04:34:00+00:00,TIME,20.74,41.48,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-23T05:49:00+00:00,SELL,4710.29,4717.13,4706.88,4717.38,2026-04-23T06:01:00+00:00,SL,-7.09,-14.18,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-23T07:34:00+00:00,SELL,4710.73,4715.61,4708.41,4708.66,2026-04-23T07:42:00+00:00,TP,2.07,4.14,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-23T07:49:00+00:00,SELL,4720.185,4730.24,4714.99,4720.875,2026-04-23T08:19:00+00:00,TIME,-0.69,-1.38,ungated
SESSION_BREAKOUT,2026-04-24T01:34:00+00:00,SELL,4695.875,4711.23,4673.47,4673.72,2026-04-24T02:57:00+00:00,TP,22.155,44.31,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-04-27T08:19:00+00:00,SELL,4710.39,4718.3,4699.15,4711.23,2026-04-27T12:19:00+00:00,TIME,-0.84,-1.68,ungated
SESSION_BREAKOUT,2026-04-27T12:39:00+00:00,SELL,4701.65,4712.655,4685.77,4686.02,2026-04-27T14:31:00+00:00,TP,15.63,31.26,ungated
SESSION_BREAKOUT,2026-04-27T14:34:00+00:00,SELL,4686.125,4696.79,4670.75,4697.04,2026-04-27T14:36:00+00:00,SL,-10.915,-21.83,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-27T16:14:00+00:00,SELL,4669.985,4688.285,4273.36,4688.535,2026-04-27T22:06:00+00:00,TRAIL,-18.55,-37.1,ungated
SESSION_BREAKOUT,2026-04-28T01:34:00+00:00,SELL,4684.57,4691.225,4675.21,4691.475,2026-04-28T01:40:00+00:00,SL,-6.905,-13.81,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T06:14:00+00:00,SELL,4632.14,4634.32,4240.99,4634.57,2026-04-28T08:32:00+00:00,TRAIL,-2.43,-4.86,ungated
SESSION_BREAKOUT,2026-04-28T07:34:00+00:00,SELL,4626.975,4639.5,4608.81,4609.06,2026-04-28T09:40:00+00:00,TP,17.915,35.83,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T10:14:00+00:00,SELL,4604.505,4578.2,4143.47,4578.45,2026-04-28T12:12:00+00:00,TRAIL,26.055,52.11,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T12:13:00+00:00,SELL,4603.17,4594.735,4126.3,4594.985,2026-04-28T12:47:00+00:00,TRAIL,8.185,16.37,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T12:48:00+00:00,SELL,4562.545,4591.89,3980.87,4592.14,2026-04-28T12:49:00+00:00,TRAIL,-29.595,-59.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T12:50:00+00:00,SELL,4562.545,4591.89,3980.87,4592.14,2026-04-28T12:51:00+00:00,TRAIL,-29.595,-59.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T12:52:00+00:00,SELL,4562.545,4591.89,3980.87,4592.14,2026-04-28T12:53:00+00:00,TRAIL,-29.595,-59.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T12:54:00+00:00,SELL,4562.545,4591.89,3980.87,4592.14,2026-04-28T12:55:00+00:00,TRAIL,-29.595,-59.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T12:56:00+00:00,SELL,4562.545,4591.89,3980.87,4592.14,2026-04-28T12:57:00+00:00,TRAIL,-29.595,-59.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T12:58:00+00:00,SELL,4562.545,4591.89,3980.87,4592.14,2026-04-28T12:59:00+00:00,TRAIL,-29.595,-59.19,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-28T13:00:00+00:00,SELL,4562.545,4591.64,3980.87,4591.89,2026-04-28T13:43:00+00:00,TRAIL,-29.345,-58.69,ungated
SESSION_BREAKOUT,2026-04-28T14:39:00+00:00,SELL,4563.51,4580.88,4538.08,4581.13,2026-04-28T15:01:00+00:00,SL,-17.62,-35.24,ungated
SESSION_BREAKOUT,2026-04-29T07:44:00+00:00,SELL,4569.27,4589.005,4540.29,4566.675,2026-04-29T10:44:00+00:00,TIME,2.595,5.19,ungated
SESSION_BREAKOUT,2026-04-29T12:34:00+00:00,SELL,4559.065,4569.155,4544.55,4544.8,2026-04-29T12:55:00+00:00,TP,14.265,28.53,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-29T13:14:00+00:00,SELL,4544.695,4537.580000000001,3995.24,4537.830000000001,2026-04-29T14:27:00+00:00,TRAIL,6.865,13.73,ungated
KRONOS_S96_H1_MOMENTUM,2026-04-29T14:28:00+00:00,SELL,4521.405,4552.68,3896.13,4552.93,2026-04-29T15:37:00+00:00,TRAIL,-31.525,-63.05,ungated
SESSION_BREAKOUT,2026-04-30T01:54:00+00:00,BUY,4581.385,4564.76,4605.7,4564.51,2026-04-30T02:38:00+00:00,SL,-16.875,-33.75,ungated
KRONOS_S97_SNAP_SCALPER,2026-04-30T05:09:00+00:00,SELL,4552.49,4562.36,4547.4,4562.61,2026-04-30T05:35:00+00:00,SL,-10.12,-20.24,ungated
SESSION_BREAKOUT,2026-04-30T12:59:00+00:00,BUY,4638.06,4628.66,4651.54,4628.41,2026-04-30T13:34:00+00:00,SL,-9.65,-19.3,ungated
SESSION_BREAKOUT,2026-05-01T01:39:00+00:00,BUY,4621.47,4614.15,4631.83,4631.58,2026-05-01T02:11:00+00:00,TP,10.11,20.22,ungated
SESSION_BREAKOUT,2026-05-01T07:34:00+00:00,SELL,4585.145,4598.165,4566.24,4566.49,2026-05-01T08:52:00+00:00,TP,18.655,37.31,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-01T10:14:00+00:00,SELL,4562.785,4583.410000000001,4145.2,4583.660000000001,2026-05-01T12:14:00+00:00,TRAIL,-20.875,-41.75,ungated
SESSION_BREAKOUT,2026-05-01T13:34:00+00:00,SELL,4586.645,4597.495,4571.0,4597.745,2026-05-01T13:35:00+00:00,SL,-11.1,-22.2,ungated
SESSION_BREAKOUT,2026-05-04T01:34:00+00:00,SELL,4594.02,4614.165,4564.43,4614.415,2026-05-04T02:00:00+00:00,SL,-20.395,-40.79,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-04T03:39:00+00:00,BUY,4601.68,4594.0,4605.56,4605.31,2026-05-04T03:45:00+00:00,TP,3.63,7.26,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-04T05:29:00+00:00,BUY,4596.92,4583.71,4603.87,4598.67,2026-05-04T05:59:00+00:00,TIME,1.75,3.5,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-04T06:39:00+00:00,BUY,4587.245,4580.62,4590.54,4590.29,2026-05-04T06:50:00+00:00,TP,3.045,6.09,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-04T07:54:00+00:00,BUY,4582.49,4576.8,4585.26,4576.55,2026-05-04T08:04:00+00:00,SL,-5.94,-11.88,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-04T08:05:00+00:00,BUY,4575.875,4569.67,4578.93,4578.68,2026-05-04T08:10:00+00:00,TP,2.805,5.61,ungated
SESSION_BREAKOUT,2026-05-04T07:34:00+00:00,SELL,4583.32,4593.565,4568.58,4568.83,2026-05-04T10:02:00+00:00,TP,14.49,28.98,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-04T16:14:00+00:00,SELL,4521.58,4542.1,3829.79,4542.35,2026-05-05T01:37:00+00:00,TRAIL,-20.77,-41.54,ungated
SESSION_BREAKOUT,2026-05-05T12:34:00+00:00,BUY,4574.565,4554.195,4604.49,4577.52,2026-05-05T15:34:00+00:00,TIME,2.955,5.91,ungated
SESSION_BREAKOUT,2026-05-06T01:34:00+00:00,BUY,4626.075,4609.63,4650.12,4649.87,2026-05-06T03:14:00+00:00,TP,23.795,47.59,ungated
SESSION_BREAKOUT,2026-05-06T07:44:00+00:00,BUY,4670.8,4657.47,4690.17,4689.92,2026-05-06T08:50:00+00:00,TP,19.12,38.24,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T01:14:00+00:00,BUY,4619.05,4695.58,5169.96,4695.33,2026-05-06T11:56:00+00:00,TRAIL,76.28,152.56,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T11:57:00+00:00,BUY,4718.255,4687.23,5338.42,4686.98,2026-05-06T12:01:00+00:00,TRAIL,-31.275,-62.55,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T12:02:00+00:00,BUY,4718.255,4686.98,5338.42,4686.73,2026-05-06T12:03:00+00:00,TRAIL,-31.525,-63.05,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T12:04:00+00:00,BUY,4718.255,4686.98,5338.42,4686.73,2026-05-06T12:05:00+00:00,TRAIL,-31.525,-63.05,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T12:06:00+00:00,BUY,4718.255,4686.98,5338.42,4686.73,2026-05-06T12:07:00+00:00,TRAIL,-31.525,-63.05,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T12:08:00+00:00,BUY,4718.255,4686.98,5338.42,4686.73,2026-05-06T12:09:00+00:00,TRAIL,-31.525,-63.05,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T12:10:00+00:00,BUY,4718.255,4686.98,5338.42,4686.73,2026-05-06T12:11:00+00:00,TRAIL,-31.525,-63.05,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-06T12:12:00+00:00,BUY,4718.255,4686.98,5338.42,4686.73,2026-05-06T12:13:00+00:00,TRAIL,-31.525,-63.05,ungated
SESSION_BREAKOUT,2026-05-07T01:44:00+00:00,BUY,4716.69,4685.275,4763.19,4697.855,2026-05-07T04:44:00+00:00,TIME,-18.835,-37.67,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T07:14:00+00:00,BUY,4739.605,4728.990000000001,5228.21,4728.740000000001,2026-05-07T09:00:00+00:00,TRAIL,-10.865,-21.73,ungated
SESSION_BREAKOUT,2026-05-07T12:34:00+00:00,BUY,4747.51,4733.185,4768.37,4732.935,2026-05-07T13:13:00+00:00,SL,-14.575,-29.15,ungated
SESSION_BREAKOUT,2026-05-07T14:54:00+00:00,BUY,4759.845,4741.28,4787.07,4741.03,2026-05-07T15:26:00+00:00,SL,-18.815,-37.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T15:14:00+00:00,BUY,4763.135,4731.82,5389.26,4731.57,2026-05-07T15:52:00+00:00,TRAIL,-31.565,-63.13,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T15:53:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T15:54:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T15:55:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T15:56:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T15:57:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T15:58:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T15:59:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:00:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T16:01:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:02:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T16:03:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:04:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T16:05:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:06:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T16:07:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:08:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T16:09:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:10:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T16:11:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:12:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-07T16:13:00+00:00,BUY,4763.135,4731.57,5389.26,4731.32,2026-05-07T16:14:00+00:00,TRAIL,-31.815,-63.63,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-11T06:14:00+00:00,SELL,4652.28,4679.21,4113.96,4679.46,2026-05-11T06:53:00+00:00,TRAIL,-27.18,-54.36,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-11T06:54:00+00:00,SELL,4652.28,4679.46,4113.96,4679.71,2026-05-11T06:55:00+00:00,TRAIL,-27.43,-54.86,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-11T06:56:00+00:00,SELL,4652.28,4679.21,4113.96,4679.46,2026-05-11T07:00:00+00:00,TRAIL,-27.18,-54.36,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-11T07:01:00+00:00,SELL,4652.28,4679.46,4113.96,4679.71,2026-05-11T07:02:00+00:00,TRAIL,-27.43,-54.86,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-05-11T07:19:00+00:00,SELL,4673.215,4680.49,4662.93,4663.18,2026-05-11T09:23:00+00:00,TP,10.035,20.07,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-11T07:03:00+00:00,SELL,4652.28,4677.725,4113.96,4677.975,2026-05-11T12:21:00+00:00,TRAIL,-25.695,-51.39,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-11T23:14:00+00:00,BUY,4751.34,4745.025,5322.18,4744.775,2026-05-12T01:04:00+00:00,TRAIL,-6.565,-13.13,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-12T01:05:00+00:00,BUY,4767.92,4738.41,5357.86,4738.16,2026-05-12T01:26:00+00:00,TRAIL,-29.76,-59.52,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-12T07:14:00+00:00,SELL,4695.74,4700.2,4693.65,4700.45,2026-05-12T07:37:00+00:00,SL,-4.71,-9.42,ungated
SESSION_BREAKOUT,2026-05-12T12:34:00+00:00,SELL,4694.94,4708.415,4675.35,4708.665,2026-05-12T12:43:00+00:00,SL,-13.725,-27.45,ungated
SESSION_BREAKOUT,2026-05-12T14:34:00+00:00,SELL,4675.965,4695.235,4647.69,4647.94,2026-05-12T15:22:00+00:00,TP,28.025,56.05,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-12T15:14:00+00:00,SELL,4672.75,4668.224999999999,4075.83,4668.474999999999,2026-05-12T15:45:00+00:00,TRAIL,4.275,8.55,ungated
KRONOS_S96_H1_MOMENTUM,2026-05-12T15:46:00+00:00,SELL,4672.75,4694.125,4075.83,4694.375,2026-05-12T18:42:00+00:00,TRAIL,-21.625,-43.25,ungated
SESSION_BREAKOUT,2026-05-13T12:34:00+00:00,SELL,4683.065,4701.62,4655.86,4695.595,2026-05-13T15:34:00+00:00,TIME,-12.53,-25.06,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-14T03:29:00+00:00,SELL,4691.1,4698.63,4687.31,4687.56,2026-05-14T03:32:00+00:00,TP,3.54,7.08,ungated
KRONOS_S97_SNAP_SCALPER,2026-05-14T03:33:00+00:00,SELL,4691.1,4698.63,4687.31,4687.56,2026-05-14T03:34:00+00:00,TP,3.54,7.08,ungated
