strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,pnl_usd,gate_reason
KRONOS_S96_H1_MOMENTUM,2026-06-23T03:14:00+00:00,SELL,4146.74,4118.130000000001,3604.92,4118.380000000001,2026-06-23T09:35:00+00:00,TRAIL,28.36,56.72,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T03:14:00+00:00,SELL,4061.025,4081.8149999999996,3434.41,4082.0649999999996,2026-06-24T05:32:00+00:00,TRAIL,-21.04,-42.08,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-24T07:24:00+00:00,SELL,4085.015,4090.94,4076.75,4077.0,2026-06-24T07:37:00+00:00,TP,8.015,16.03,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T12:14:00+00:00,SELL,4046.53,3996.615,3407.37,3996.865,2026-06-24T13:38:00+00:00,TRAIL,49.665,99.33,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T13:39:00+00:00,SELL,3987.68,4024.26,3256.42,4024.51,2026-06-24T13:50:00+00:00,TRAIL,-36.83,-73.66,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T13:51:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T13:52:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T13:53:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T13:54:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T13:55:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T13:56:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T13:57:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T13:58:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T13:59:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T14:00:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T14:01:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T14:02:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T14:03:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T14:04:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T14:05:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T14:06:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T14:07:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T14:08:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T14:09:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T14:10:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T14:11:00+00:00,SELL,3987.68,4024.51,3256.42,4024.76,2026-06-24T14:12:00+00:00,TRAIL,-37.08,-74.16,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-24T14:13:00+00:00,SELL,3987.68,4024.26,3256.42,4024.51,2026-06-24T14:23:00+00:00,TRAIL,-36.83,-73.66,ungated
SESSION_BREAKOUT,2026-06-24T12:49:00+00:00,SELL,4006.265,4048.86,3943.0,4013.62,2026-06-24T15:49:00+00:00,TIME,-7.355,-14.71,ungated
SESSION_BREAKOUT,2026-06-25T01:39:00+00:00,SELL,3981.935,4005.825,3946.73,3987.965,2026-06-25T04:39:00+00:00,TIME,-6.03,-12.06,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-26T08:04:00+00:00,SELL,4026.305,4034.03,4015.34,4034.28,2026-06-26T08:18:00+00:00,SL,-7.975,-15.95,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-26T08:34:00+00:00,BUY,4034.75,4026.71,4046.18,4045.93,2026-06-26T09:19:00+00:00,TP,11.18,22.36,ungated
SESSION_BREAKOUT,2026-06-26T12:59:00+00:00,BUY,4051.91,4042.185,4065.87,4065.62,2026-06-26T13:00:00+00:00,TP,13.71,27.42,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-26T15:14:00+00:00,BUY,4080.835,4064.25,4715.3,4075.585,2026-06-28T22:04:00+00:00,TIME,-5.25,-10.5,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-29T07:34:00+00:00,BUY,4063.47,4056.09,4073.91,4055.84,2026-06-29T08:44:00+00:00,SL,-7.63,-15.26,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-29T08:45:00+00:00,SELL,4055.515,4062.94,4045.0,4045.25,2026-06-29T08:58:00+00:00,TP,10.265,20.53,ungated
SESSION_BREAKOUT,2026-06-29T12:34:00+00:00,SELL,4037.515,4052.61,4015.5,4015.75,2026-06-29T14:06:00+00:00,TP,21.765,43.53,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-30T01:14:00+00:00,SELL,3987.09,3974.5999999999995,3499.67,3974.8499999999995,2026-06-30T01:20:00+00:00,TRAIL,12.24,24.48,ungated
KRONOS_S96_H1_MOMENTUM,2026-06-30T01:21:00+00:00,SELL,3987.09,3976.515,3499.67,3976.765,2026-06-30T04:21:00+00:00,TRAIL,10.325,20.65,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-30T07:24:00+00:00,BUY,4031.2,4023.68,4041.85,4023.43,2026-06-30T08:12:00+00:00,SL,-7.77,-15.54,ungated
KRONOS_S95_SESSION_BREAKOUT,2026-06-30T08:34:00+00:00,SELL,4023.195,4030.16,4013.37,4013.62,2026-06-30T09:31:00+00:00,TP,9.575,19.15,ungated
SESSION_BREAKOUT,2026-07-01T01:39:00+00:00,SELL,3975.525,3999.9,3939.59,3974.875,2026-07-01T04:39:00+00:00,TIME,0.65,1.3,ungated
