label,strategy,status,cost,n,pf,pts,train_n,train_pf,train_pts,test_n,test_pf,test_pts,test_months,test_pos_month_share,test_max_month_share,gold_corr,up_months_pts,dn_months_pts,n_up,n_dn,bar1_n,bar2_base,bar3_train,bar4_monthly,bar5_regime,test_pf_stress,bar2_stress,bars_passed,verdict
s14_ob_mit_bias_below_c0.45,s14_ob_mit_bias,ok,0.45,1289,1.545,1056.3,686,1.452,441.1,603,1.639,615.2,10,0.8,0.3,-0.3,435.1,621.2,16.0,8.0,True,True,True,True,True,1.38,True,6,PASS
s14_ob_mit_bias_below_c0.80,s14_ob_mit_bias,ok,0.8,1289,1.28,605.2,686,1.183,201.0,603,1.38,404.2,10,0.8,0.38,-0.15,232.1,373.1,16.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s14_ob_mit_bias_buy_c0.45,s14_ob_mit_bias,ok,0.45,2201,1.554,1781.2,1411,1.526,1042.9,790,1.6,738.3,10,0.9,0.25,0.37,1370.4,410.8,17.0,8.0,True,True,True,True,True,1.338,True,6,PASS
s14_ob_mit_bias_buy_c0.80,s14_ob_mit_bias,ok,0.8,2201,1.281,1010.8,1411,1.246,549.0,790,1.338,461.8,10,0.9,0.34,0.31,789.0,221.8,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s14_ob_mit_bias_noasia_c0.45,s14_ob_mit_bias,ok,0.45,3970,1.59,3383.1,2549,1.54,1920.8,1421,1.672,1462.2,10,1.0,0.15,0.48,2511.8,871.3,17.0,8.0,True,True,True,True,True,1.4,True,6,PASS
s14_ob_mit_bias_noasia_c0.80,s14_ob_mit_bias,ok,0.8,3970,1.311,1993.6,2549,1.257,1028.7,1421,1.4,964.9,10,0.9,0.17,0.42,1496.1,497.5,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s14_ob_mit_bias_nolondon_c0.45,s14_ob_mit_bias,ok,0.45,1920,1.744,2028.9,1359,1.679,1287.8,561,1.894,741.0,10,0.9,0.22,0.38,1516.2,512.6,17.0,8.0,True,True,True,True,True,1.594,True,6,PASS
s14_ob_mit_bias_nolondon_c0.80,s14_ob_mit_bias,ok,0.8,1920,1.446,1356.9,1359,1.383,812.2,561,1.594,544.7,10,0.9,0.26,0.31,1005.9,350.9,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s14_ob_mit_bias_nony_c0.45,s14_ob_mit_bias,ok,0.45,2136,1.438,1372.8,1257,1.377,659.3,879,1.515,713.5,10,0.9,0.19,0.31,1021.9,350.9,17.0,8.0,True,True,True,True,True,1.264,True,6,PASS
s14_ob_mit_bias_nony_c0.80,s14_ob_mit_bias,ok,0.8,2136,1.178,625.2,1257,1.111,219.3,879,1.264,405.9,10,0.9,0.26,0.3,493.7,131.5,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s14_ob_mit_bias_sell_c0.45,s14_ob_mit_bias,ok,0.45,1953,1.79,2081.6,1264,1.713,1179.0,689,1.919,902.6,10,1.0,0.17,0.34,1483.7,598.0,17.0,8.0,True,True,True,True,True,1.608,True,6,PASS
s14_ob_mit_bias_sell_c0.80,s14_ob_mit_bias,ok,0.8,1953,1.474,1398.1,1264,1.396,736.7,689,1.608,661.4,10,1.0,0.19,0.34,997.1,400.9,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s93_fvg_scalp_above_c0.45,s93_fvg_scalp,ok,0.45,306,1.347,280.5,204,1.217,94.6,102,1.5,185.9,8,0.5,0.68,-0.21,109.9,170.6,17.0,6.0,True,True,True,False,True,1.384,True,5,NEAR
s93_fvg_scalp_above_c0.80,s93_fvg_scalp,ok,0.8,306,1.201,173.4,204,1.049,23.1,102,1.384,150.2,8,0.5,0.82,-0.24,21.7,151.7,17.0,6.0,True,True,True,False,True,,False,4,(stress arm)
s93_fvg_scalp_below_c0.45,s93_fvg_scalp,ok,0.45,180,1.127,75.7,82,0.988,-2.3,98,1.193,78.0,10,0.7,0.59,-0.24,28.0,47.7,14.0,8.0,True,True,True,False,True,1.103,True,5,NEAR
s93_fvg_scalp_below_c0.80,s93_fvg_scalp,ok,0.8,180,1.02,12.7,82,0.849,-31.0,98,1.103,43.7,10,0.5,0.95,-0.17,-0.7,13.4,14.0,8.0,True,True,False,False,True,,False,3,(stress arm)
s93_fvg_scalp_buy_c0.45,s93_fvg_scalp,ok,0.45,241,1.253,160.1,146,1.218,60.8,95,1.279,99.2,10,0.7,0.63,0.18,124.0,36.0,17.0,8.0,True,True,True,False,True,1.177,True,5,NEAR
s93_fvg_scalp_buy_c0.80,s93_fvg_scalp,ok,0.8,241,1.112,75.7,146,1.032,9.7,95,1.177,66.0,10,0.7,0.88,0.16,63.5,12.2,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s93_fvg_scalp_noasia_c0.45,s93_fvg_scalp,ok,0.45,493,1.256,361.7,293,1.153,97.8,200,1.34,264.0,10,0.7,0.48,-0.23,143.4,218.3,17.0,8.0,True,True,True,True,True,1.238,True,6,PASS
s93_fvg_scalp_noasia_c0.80,s93_fvg_scalp,ok,0.8,493,1.126,189.2,293,0.993,-4.8,200,1.238,194.0,10,0.7,0.62,-0.24,24.1,165.1,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s93_fvg_scalp_nolondon_c0.45,s93_fvg_scalp,ok,0.45,493,1.256,361.7,293,1.153,97.8,200,1.34,264.0,10,0.7,0.48,-0.23,143.4,218.3,17.0,8.0,True,True,True,True,True,1.238,True,6,PASS
s93_fvg_scalp_nolondon_c0.80,s93_fvg_scalp,ok,0.8,493,1.126,189.2,293,0.993,-4.8,200,1.238,194.0,10,0.7,0.62,-0.24,24.1,165.1,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s93_fvg_scalp_nony_c0.45,s93_fvg_scalp,ok,0.45,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,False,False,False,False,False,0.0,False,0,FAIL
s93_fvg_scalp_nony_c0.80,s93_fvg_scalp,ok,0.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,False,False,False,False,False,,False,0,(stress arm)
s93_fvg_scalp_sell_c0.45,s93_fvg_scalp,ok,0.45,255,1.237,188.1,149,1.079,29.0,106,1.372,159.2,10,0.8,0.7,-0.41,11.4,176.7,17.0,8.0,True,True,True,False,True,1.274,True,5,NEAR
s93_fvg_scalp_sell_c0.80,s93_fvg_scalp,ok,0.8,255,1.117,98.9,149,0.942,-23.2,106,1.274,122.1,10,0.6,0.88,-0.41,-48.1,147.0,17.0,8.0,True,True,True,False,False,,False,3,(stress arm)
s93_fvg_scalp_tpr1.0_c0.45,s93_fvg_scalp,ok,0.45,500,1.135,166.4,295,1.128,67.4,205,1.14,99.1,10,0.5,1.05,-0.24,42.5,124.0,17.0,8.0,True,True,True,False,True,1.037,True,5,NEAR
s93_fvg_scalp_tpr1.0_c0.80,s93_fvg_scalp,ok,0.8,500,0.993,-8.6,295,0.937,-35.9,205,1.037,27.3,10,0.4,3.55,-0.24,-77.9,69.4,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s93_fvg_scalp_tpr2.0_c0.45,s93_fvg_scalp,ok,0.45,486,1.176,281.4,288,1.113,81.5,198,1.227,199.9,10,0.6,0.48,0.04,180.6,100.8,17.0,8.0,True,True,True,True,True,1.142,True,6,PASS
s93_fvg_scalp_tpr2.0_c0.80,s93_fvg_scalp,ok,0.8,486,1.065,111.3,288,0.975,-19.3,198,1.142,130.6,10,0.6,0.67,0.04,62.7,48.6,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s95_session_breakout_above_c0.45,s95_session_breakout,ok,0.45,634,1.359,917.9,446,1.515,644.8,188,1.209,273.1,8,0.38,1.38,0.42,939.4,-21.5,17.0,6.0,True,True,True,False,False,1.156,True,4,FAIL
s95_session_breakout_above_c0.80,s95_session_breakout,ok,0.8,634,1.265,696.0,446,1.377,488.7,188,1.156,207.3,8,0.38,1.76,0.4,748.7,-52.7,17.0,6.0,True,True,True,False,True,,False,4,(stress arm)
s95_session_breakout_below_c0.45,s95_session_breakout,ok,0.45,355,1.466,784.5,159,1.202,109.3,196,1.591,675.2,9,0.89,0.39,-0.19,222.8,561.7,15.0,8.0,True,True,True,True,True,1.522,True,6,PASS
s95_session_breakout_below_c0.80,s95_session_breakout,ok,0.8,355,1.384,660.3,159,1.096,53.7,196,1.522,606.6,9,0.89,0.41,-0.15,173.5,486.8,15.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s95_session_breakout_buy_c0.45,s95_session_breakout,ok,0.45,575,1.246,616.9,368,1.297,312.5,207,1.208,304.3,10,0.7,0.71,0.5,524.1,92.7,17.0,8.0,True,True,True,False,True,1.156,True,5,NEAR
s95_session_breakout_buy_c0.80,s95_session_breakout,ok,0.8,575,1.161,415.6,368,1.168,183.7,207,1.156,231.9,10,0.6,0.89,0.49,372.2,43.4,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s95_session_breakout_noasia_c0.45,s95_session_breakout,ok,0.45,780,1.428,1433.9,479,1.429,626.6,301,1.427,807.3,10,0.8,0.29,0.04,813.9,620.0,17.0,8.0,True,True,True,True,True,1.366,True,6,PASS
s95_session_breakout_noasia_c0.80,s95_session_breakout,ok,0.8,780,1.339,1160.9,479,1.304,459.0,301,1.366,701.9,10,0.7,0.32,0.04,625.6,535.3,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s95_session_breakout_nolondon_c0.45,s95_session_breakout,ok,0.45,761,1.372,1329.9,471,1.414,622.5,290,1.341,707.5,10,0.7,0.44,0.31,1006.5,323.4,17.0,8.0,True,True,True,True,True,1.288,True,6,PASS
s95_session_breakout_nolondon_c0.80,s95_session_breakout,ok,0.8,761,1.29,1063.6,471,1.295,457.6,290,1.288,606.0,10,0.7,0.5,0.3,818.5,245.0,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s95_session_breakout_nony_c0.45,s95_session_breakout,ok,0.45,457,1.388,628.0,280,1.357,246.1,177,1.412,381.9,10,0.8,0.67,0.22,491.2,136.9,17.0,8.0,True,True,True,False,True,1.338,True,5,NEAR
s95_session_breakout_nony_c0.80,s95_session_breakout,ok,0.8,457,1.281,468.1,280,1.206,148.1,177,1.338,319.9,10,0.8,0.77,0.22,380.2,87.9,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s95_session_breakout_sell_c0.45,s95_session_breakout,ok,0.45,424,1.613,1079.1,247,1.561,435.1,177,1.654,644.0,10,0.8,0.29,-0.18,631.6,447.4,17.0,8.0,True,True,True,True,True,1.58,True,6,PASS
s95_session_breakout_sell_c0.80,s95_session_breakout,ok,0.8,424,1.516,930.7,247,1.435,348.6,177,1.58,582.0,10,0.8,0.3,-0.16,540.0,390.7,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s95_session_breakout_tpmult0.6_c0.45,s95_session_breakout,ok,0.45,1021,1.295,1146.1,629,1.321,527.4,392,1.276,618.7,10,0.7,0.51,0.25,854.0,292.0,17.0,8.0,True,True,True,False,True,1.212,True,5,NEAR
s95_session_breakout_tpmult0.6_c0.80,s95_session_breakout,ok,0.8,1021,1.199,788.7,629,1.181,307.2,392,1.212,481.5,10,0.6,0.63,0.25,604.8,183.9,17.0,8.0,True,True,True,False,True,,False,4,(stress arm)
s95_session_breakout_tpmult1.0_c0.45,s95_session_breakout,ok,0.45,990,1.409,1889.8,610,1.354,729.3,380,1.454,1160.5,10,0.9,0.34,0.18,1238.3,651.5,17.0,8.0,True,True,True,True,True,1.395,True,6,PASS
s95_session_breakout_tpmult1.0_c0.80,s95_session_breakout,ok,0.8,990,1.325,1543.3,610,1.241,515.8,380,1.395,1027.5,10,0.7,0.36,0.18,996.8,546.5,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_above_c0.45,s97_snap_scalper_m5,ok,0.45,476,2.004,381.2,352,2.3,239.7,124,1.725,141.5,8,0.75,0.5,0.15,355.3,25.9,17.0,6.0,True,True,True,True,True,1.481,True,6,PASS
s97_snap_scalper_m5_above_c0.80,s97_snap_scalper_m5,ok,0.8,476,1.522,214.6,352,1.563,116.5,124,1.481,98.1,8,0.75,0.65,0.12,222.3,-7.7,17.0,6.0,True,True,True,False,True,,False,4,(stress arm)
s97_snap_scalper_m5_below_c0.45,s97_snap_scalper_m5,ok,0.45,240,3.918,430.5,132,3.155,117.3,108,4.364,313.2,9,1.0,0.28,-0.46,173.8,256.7,12.0,8.0,True,True,True,True,True,3.827,True,6,PASS
s97_snap_scalper_m5_below_c0.80,s97_snap_scalper_m5,ok,0.8,240,3.186,346.5,132,2.164,71.1,108,3.827,275.4,9,1.0,0.3,-0.44,133.2,213.3,12.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_buy_c0.45,s97_snap_scalper_m5,ok,0.45,380,2.281,379.2,273,2.783,216.9,107,1.931,162.2,8,0.88,0.43,0.11,327.3,51.9,17.0,5.0,True,True,True,True,True,1.688,True,6,PASS
s97_snap_scalper_m5_buy_c0.80,s97_snap_scalper_m5,ok,0.8,380,1.775,246.2,273,1.89,121.4,107,1.688,124.8,8,0.88,0.52,0.09,221.3,24.9,17.0,5.0,True,True,True,False,True,,False,4,(stress arm)
s97_snap_scalper_m5_noasia_c0.45,s97_snap_scalper_m5,ok,0.45,313,2.557,333.7,226,1.835,112.9,87,3.794,220.8,10,0.9,0.23,-0.35,187.2,146.5,17.0,8.0,True,True,True,True,True,3.305,True,6,PASS
s97_snap_scalper_m5_noasia_c0.80,s97_snap_scalper_m5,ok,0.8,313,1.957,224.2,226,1.223,33.8,87,3.305,190.3,10,0.9,0.24,-0.32,113.0,111.2,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_nolondon_c0.45,s97_snap_scalper_m5,ok,0.45,421,2.439,479.0,273,3.096,242.8,148,2.088,236.1,10,0.8,0.28,-0.1,346.3,132.7,17.0,8.0,True,True,True,True,True,1.812,True,6,PASS
s97_snap_scalper_m5_nolondon_c0.80,s97_snap_scalper_m5,ok,0.8,421,1.93,331.6,273,2.134,147.3,148,1.812,184.3,10,0.8,0.32,-0.11,241.3,90.3,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_nony_c0.45,s97_snap_scalper_m5,ok,0.45,730,2.491,805.9,498,2.394,351.2,232,2.577,454.7,10,0.9,0.24,-0.24,523.3,282.6,17.0,8.0,True,True,True,True,True,2.239,True,6,PASS
s97_snap_scalper_m5_nony_c0.80,s97_snap_scalper_m5,ok,0.8,730,1.942,550.4,498,1.625,176.9,232,2.239,373.5,10,0.9,0.26,-0.24,344.8,205.6,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_sell_c0.45,s97_snap_scalper_m5,ok,0.45,350,2.746,426.7,225,2.03,134.2,125,3.564,292.5,10,0.8,0.34,-0.48,195.9,230.8,15.0,8.0,True,True,True,True,True,3.07,True,6,PASS
s97_snap_scalper_m5_sell_c0.80,s97_snap_scalper_m5,ok,0.8,350,2.141,304.2,225,1.379,55.5,125,3.07,248.7,10,0.8,0.36,-0.45,123.5,180.7,15.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_tpfrac0.35_c0.45,s97_snap_scalper_m5,ok,0.45,741,5.58,880.1,503,4.294,356.3,238,7.236,523.8,10,1.0,0.31,-0.38,538.6,341.5,17.0,8.0,True,True,True,True,True,6.055,True,6,PASS
s97_snap_scalper_m5_tpfrac0.35_c0.80,s97_snap_scalper_m5,ok,0.8,741,3.961,620.7,503,2.472,180.3,238,6.055,440.5,10,1.0,0.34,-0.38,357.3,263.5,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_tpfrac0.7_c0.45,s97_snap_scalper_m5,ok,0.45,714,1.48,453.7,486,1.255,121.7,228,1.712,332.0,10,0.9,0.32,-0.46,194.7,259.0,17.0,8.0,True,True,True,True,True,1.514,True,6,PASS
s97_snap_scalper_m5_tpfrac0.7_c0.80,s97_snap_scalper_m5,ok,0.8,714,1.198,203.8,486,0.91,-48.4,228,1.514,252.2,10,0.9,0.37,-0.45,20.8,183.0,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_w15m300_c0.45,s97_snap_scalper_m5,ok,0.45,298,2.403,280.6,213,2.338,128.8,85,2.463,151.8,8,1.0,0.25,-0.39,173.8,106.8,17.0,6.0,True,True,True,True,True,2.124,True,6,PASS
s97_snap_scalper_m5_w15m300_c0.80,s97_snap_scalper_m5,ok,0.8,298,1.811,176.3,213,1.499,54.2,85,2.124,122.1,8,1.0,0.28,-0.37,98.5,77.8,17.0,6.0,True,True,True,True,True,,False,5,(stress arm)
s97_snap_scalper_m5_w15m600_c0.45,s97_snap_scalper_m5,ok,0.45,1131,2.5,1340.8,750,2.335,557.9,381,2.644,782.9,10,1.0,0.27,0.08,970.5,370.3,17.0,8.0,True,True,True,True,True,2.298,True,6,PASS
s97_snap_scalper_m5_w15m600_c0.80,s97_snap_scalper_m5,ok,0.8,1131,1.98,944.9,750,1.637,295.4,381,2.298,649.5,10,0.9,0.31,0.06,680.7,264.2,17.0,8.0,True,True,True,True,True,,False,5,(stress arm)
