day,s93_fvg_scalp,s94_sweep_reversal,s99_mss_fvg,s100_m3_combo,c03_fvg_fill,s14_ob_mit_bias
2025-04-25 00:00:00+00:00,0.0,3.1437,-4.0497,2.5789000000000004,-1.6942,-1.1942
2025-04-28 00:00:00+00:00,2.609,-1.5212,2.4584,-4.1729,6.5413,5.222
2025-04-29 00:00:00+00:00,1.3249,-2.7656,-2.6954000000000002,-1.6197999999999997,-7.4134,1.6505000000000005
2025-04-30 00:00:00+00:00,0.13139999999999996,-1.2783,-1.5452,-7.2204,0.14569999999999994,2.426
2025-05-01 00:00:00+00:00,1.3024,6.3028,-2.9138,-4.6399,0.48670000000000013,-7.3501
2025-05-02 00:00:00+00:00,-1.1187,0.0,-3.7526,-7.7442,2.0467999999999997,2.2394999999999996
2025-05-05 00:00:00+00:00,0.0,-2.8097,0.8245,-7.2509,2.8920000000000003,-1.9253
2025-05-06 00:00:00+00:00,1.3618999999999999,0.0,-1.3482,-0.40449999999999986,1.4944,-1.9191
2025-05-07 00:00:00+00:00,0.0,-0.8532000000000002,-2.5936000000000003,-6.2005,-1.7008,3.9589
2025-05-08 00:00:00+00:00,-2.3537,0.0,0.2777999999999998,-3.2714,-0.12030000000000007,3.6589
2025-05-09 00:00:00+00:00,-0.00749999999999984,-1.3645,-1.401,-0.21740000000000048,-0.1452,3.3575
2025-05-11 00:00:00+00:00,0.0,-1.2041,0.0,0.0,0.0,0.0
2025-05-12 00:00:00+00:00,0.0,0.0,-3.6734,-6.5214,2.5436,1.102
2025-05-13 00:00:00+00:00,2.5117,0.0,-1.19,-4.1419999999999995,-1.8552000000000002,-1.8593000000000002
2025-05-14 00:00:00+00:00,1.3613,-2.433,2.5312,1.1952000000000003,6.4448,-2.4341
2025-05-15 00:00:00+00:00,1.3544,0.0,0.9615,4.609299999999999,4.7254000000000005,7.6307
2025-05-16 00:00:00+00:00,-1.2257,-3.8642000000000003,-3.6419000000000006,-5.472999999999999,-2.2348999999999997,2.3583
2025-05-19 00:00:00+00:00,-1.292,-1.185,-0.1471,-5.8161,1.7353999999999998,2.7607
2025-05-20 00:00:00+00:00,1.2077,-1.2299,2.4096,2.6153,6.2299,3.5694999999999997
2025-05-21 00:00:00+00:00,0.0,5.0136,-1.4459,-5.6467,-1.4642,0.4656
2025-05-22 00:00:00+00:00,-1.1204,2.9718999999999998,1.167,-3.0328000000000004,-2.076,1.7775
2025-05-23 00:00:00+00:00,0.0,0.0,-2.7911,-3.6487,4.9874,4.0718
2025-05-26 00:00:00+00:00,0.0,-1.237,-2.699,-0.7465999999999999,1.9536,0.5096
2025-05-27 00:00:00+00:00,0.0,-3.6782000000000004,1.1932,-0.5938000000000003,0.6958000000000002,-1.4463
2025-05-28 00:00:00+00:00,0.0,-2.4334,1.3589999999999998,2.7487999999999992,0.4575,1.6355000000000002
2025-05-29 00:00:00+00:00,-0.022699999999999942,0.0,-0.30279999999999996,-0.6678999999999999,0.8232999999999997,2.3476
2025-05-30 00:00:00+00:00,-2.402,-0.42520000000000024,-1.973,-1.4355000000000004,5.3439,3.5371
2025-06-02 00:00:00+00:00,0.0,0.0,1.1825,12.1286,-0.8682000000000001,-0.1399999999999999
2025-06-03 00:00:00+00:00,-1.1774,-2.4675000000000002,-3.8072,-5.992900000000001,-2.2575,-1.2367
2025-06-04 00:00:00+00:00,-1.2744,3.7191,-0.06010000000000004,-2.6507,-3.7178,-2.3915
2025-06-05 00:00:00+00:00,0.0,0.08179999999999943,3.6425,-1.1039000000000003,3.5277000000000003,1.186
2025-06-06 00:00:00+00:00,-2.3623,-1.2189,-1.3165,-5.1899999999999995,-0.6535,1.7353
2025-06-09 00:00:00+00:00,1.0743,0.5592000000000001,0.8559000000000001,-4.596,-0.3719,-0.7274
2025-06-10 00:00:00+00:00,0.0,-0.7461,-3.039,1.6736000000000002,0.06869999999999976,5.2423
