created_at,action,reason,strategy_name
2026-08-13 18:28:22.167258+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=NY closed=False,S93 FVG Scalp
2026-08-13 18:28:22.183662+00:00,START,copy: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=NY closed=False,Neymar Telegram Copy
2026-08-13 18:28:22.196669+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=NY closed=False,S99 MSS FVG Reversal
2026-08-13 18:28:22.227024+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=NY closed=False,S94 Sweep Reversal
2026-08-13 18:28:22.240630+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=HIGH trend=MIXED session=NY closed=False,S100 M3 Combo Scalper
2026-08-13 21:00:18.143738+00:00,PAUSE,reversal: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-13 21:00:18.148670+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-13 21:00:18.154164+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-13 21:00:18.158832+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-13 21:00:18.162644+00:00,PAUSE,copy: market closed | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-13 22:00:19.412653+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-13 22:00:19.417826+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-13 22:00:19.422277+00:00,START,copy: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-13 22:00:19.426672+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-13 22:00:19.431100+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-14 21:00:18.122082+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-14 21:00:18.127082+00:00,PAUSE,copy: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-14 21:00:18.132165+00:00,PAUSE,reversal: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-14 21:00:18.137144+00:00,PAUSE,trend: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-14 21:00:18.141137+00:00,PAUSE,scalping: market closed | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-16 22:00:20.980159+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-16 22:00:20.988462+00:00,START,copy: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-16 22:00:20.992629+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-16 22:00:20.996927+00:00,START,trend: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-16 22:00:21.000585+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=neutral vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-17 21:00:18.308728+00:00,PAUSE,copy: market closed | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-17 21:00:18.313103+00:00,PAUSE,reversal: market closed | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-17 21:00:18.317080+00:00,PAUSE,trend: market closed | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-17 21:00:18.321525+00:00,PAUSE,scalping: market closed | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-17 21:00:18.325220+00:00,PAUSE,scalping: market closed | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-17 22:00:20.469184+00:00,START,copy: always_on: regime-independent | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-17 22:00:20.474576+00:00,START,reversal: always_on: regime-independent | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-17 22:00:20.479276+00:00,START,trend: always_on: regime-independent | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-17 22:00:20.484063+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-17 22:00:20.488630+00:00,START,scalping: always_on: regime-independent | d1=ranging h4=short vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-18 09:24:19.056353+00:00,KILL_SWITCH,daily realized P&L -233.00 USD <= -150.00 — pausing all armed strategies until next UTC day,
2026-08-18 09:24:19.067083+00:00,PAUSE,trend: kill-switch active (daily P&L -233.00 USD) | d1=bullish h4=short vol=NORMAL trend=MIXED session=LONDON closed=False,S94 Sweep Reversal
2026-08-18 09:24:19.073707+00:00,PAUSE,scalping: kill-switch active (daily P&L -233.00 USD) | d1=bullish h4=short vol=NORMAL trend=MIXED session=LONDON closed=False,S100 M3 Combo Scalper
2026-08-18 09:24:19.078714+00:00,PAUSE,scalping: kill-switch active (daily P&L -233.00 USD) | d1=bullish h4=short vol=NORMAL trend=MIXED session=LONDON closed=False,S93 FVG Scalp
2026-08-18 09:24:19.083313+00:00,PAUSE,copy: kill-switch active (daily P&L -233.00 USD) | d1=bullish h4=short vol=NORMAL trend=MIXED session=LONDON closed=False,Neymar Telegram Copy
2026-08-18 09:24:19.087201+00:00,PAUSE,reversal: kill-switch active (daily P&L -233.00 USD) | d1=bullish h4=short vol=NORMAL trend=MIXED session=LONDON closed=False,S99 MSS FVG Reversal
2026-08-19 00:00:20.785017+00:00,INFO,kill-switch auto-reset (tripped 2026-08-18),
2026-08-19 00:00:20.798262+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ASIA closed=False,S99 MSS FVG Reversal
2026-08-19 00:00:20.804944+00:00,START,trend: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ASIA closed=False,S94 Sweep Reversal
2026-08-19 00:00:20.810970+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ASIA closed=False,S100 M3 Combo Scalper
2026-08-19 00:00:20.815637+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ASIA closed=False,S93 FVG Scalp
2026-08-19 00:00:20.819920+00:00,START,copy: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ASIA closed=False,Neymar Telegram Copy
2026-08-19 21:00:21.063015+00:00,PAUSE,reversal: market closed | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-19 21:00:21.068616+00:00,PAUSE,trend: market closed | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-19 21:00:21.074276+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-19 21:00:21.079134+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-19 21:00:21.084100+00:00,PAUSE,copy: market closed | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-19 22:00:19.964124+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-19 22:00:19.970405+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-19 22:00:19.974919+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-19 22:00:19.979308+00:00,START,trend: always_on: regime-independent | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-19 22:00:19.982851+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-20 21:00:22.972465+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-20 21:00:22.980688+00:00,PAUSE,copy: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-20 21:00:22.985167+00:00,PAUSE,reversal: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-20 21:00:22.990798+00:00,PAUSE,trend: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-20 21:00:22.994936+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-20 22:00:19.228919+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-20 22:00:19.233818+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-20 22:00:19.238560+00:00,START,trend: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-20 22:00:19.246308+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-20 22:00:19.250180+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-21 21:00:19.327121+00:00,PAUSE,trend: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-21 21:00:19.332783+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-21 21:00:19.337695+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-21 21:00:19.342481+00:00,PAUSE,copy: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-21 21:00:19.346589+00:00,PAUSE,reversal: market closed | d1=bullish h4=long vol=HIGH trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-23 22:00:19.163672+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-23 22:00:19.170570+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-23 22:00:19.175589+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-23 22:00:19.179779+00:00,START,trend: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-23 22:00:19.184141+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar VIP
2026-08-23 22:00:19.187774+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-24 21:00:20.129114+00:00,PAUSE,trend: market closed | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-24 21:00:20.134259+00:00,PAUSE,copy: market closed | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=True,Neymar VIP
2026-08-24 21:00:20.139484+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-24 21:00:20.143777+00:00,PAUSE,scalping: market closed | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-24 21:00:20.148440+00:00,PAUSE,copy: market closed | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-24 21:00:20.152057+00:00,PAUSE,reversal: market closed | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-24 22:00:19.669738+00:00,START,trend: always_on: regime-independent | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-24 22:00:19.674579+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=False,Neymar VIP
2026-08-24 22:00:19.679702+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-24 22:00:19.684391+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-24 22:00:19.691590+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-24 22:00:19.695721+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=long vol=HIGH trend=RANGING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-25 13:23:18.856972+00:00,KILL_SWITCH,daily realized P&L -178.00 USD <= -150.00 — pausing all armed strategies until next UTC day,
2026-08-25 13:23:18.868369+00:00,PAUSE,scalping: kill-switch active (daily P&L -178.00 USD) | d1=bullish h4=long vol=NORMAL trend=RANGING session=OVERLAP closed=False,S100 M3 Combo Scalper
2026-08-25 13:23:18.873181+00:00,PAUSE,scalping: kill-switch active (daily P&L -178.00 USD) | d1=bullish h4=long vol=NORMAL trend=RANGING session=OVERLAP closed=False,S93 FVG Scalp
2026-08-25 13:23:18.877642+00:00,PAUSE,copy: kill-switch active (daily P&L -178.00 USD) | d1=bullish h4=long vol=NORMAL trend=RANGING session=OVERLAP closed=False,Neymar Telegram Copy
2026-08-25 13:23:18.883743+00:00,PAUSE,reversal: kill-switch active (daily P&L -178.00 USD) | d1=bullish h4=long vol=NORMAL trend=RANGING session=OVERLAP closed=False,S99 MSS FVG Reversal
2026-08-25 13:23:18.888458+00:00,PAUSE,trend: kill-switch active (daily P&L -178.00 USD) | d1=bullish h4=long vol=NORMAL trend=RANGING session=OVERLAP closed=False,S94 Sweep Reversal
2026-08-25 13:23:18.892207+00:00,PAUSE,copy: kill-switch active (daily P&L -178.00 USD) | d1=bullish h4=long vol=NORMAL trend=RANGING session=OVERLAP closed=False,Neymar VIP
2026-08-26 00:00:19.929378+00:00,INFO,kill-switch auto-reset (tripped 2026-08-25),
2026-08-26 00:00:19.938373+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,Neymar Telegram Copy
2026-08-26 00:00:19.944413+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S99 MSS FVG Reversal
2026-08-26 00:00:19.948883+00:00,START,trend: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S94 Sweep Reversal
2026-08-26 00:00:19.953265+00:00,START,copy: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,Neymar VIP
2026-08-26 00:00:19.957886+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S100 M3 Combo Scalper
2026-08-26 00:00:19.961989+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=long vol=NORMAL trend=RANGING session=ASIA closed=False,S93 FVG Scalp
2026-08-26 21:00:21.260581+00:00,PAUSE,reversal: market closed | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-26 21:00:21.265205+00:00,PAUSE,trend: market closed | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-26 21:00:21.269446+00:00,PAUSE,copy: market closed | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar VIP
2026-08-26 21:00:21.274261+00:00,PAUSE,scalping: market closed | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-26 21:00:21.279014+00:00,PAUSE,scalping: market closed | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-26 21:00:21.282557+00:00,PAUSE,copy: market closed | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-26 22:00:20.796272+00:00,START,copy: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-26 22:00:20.801217+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-26 22:00:20.805951+00:00,START,trend: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-26 22:00:20.810434+00:00,START,copy: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,Neymar VIP
2026-08-26 22:00:20.815334+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-26 22:00:20.819327+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=neutral vol=NORMAL trend=MIXED session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-27 21:00:20.228202+00:00,PAUSE,trend: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-27 21:00:20.236889+00:00,PAUSE,copy: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,Neymar VIP
2026-08-27 21:00:20.242207+00:00,PAUSE,scalping: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-27 21:00:20.247284+00:00,PAUSE,scalping: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-27 21:00:20.251547+00:00,PAUSE,copy: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-27 21:00:20.255108+00:00,PAUSE,reversal: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-27 22:00:21.379723+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-27 22:00:21.384588+00:00,START,copy: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-27 22:00:21.390350+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-27 22:00:21.395082+00:00,START,trend: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-27 22:00:21.399429+00:00,START,copy: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,Neymar VIP
2026-08-27 22:00:21.403612+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-28 12:27:19.445785+00:00,KILL_SWITCH,daily realized P&L -369.00 USD <= -250.00 — pausing all armed strategies until next UTC day,
2026-08-28 12:27:19.456453+00:00,PAUSE,copy: kill-switch active (daily P&L -369.00 USD) | d1=bullish h4=short vol=NORMAL trend=RANGING session=LONDON closed=False,Neymar VIP
2026-08-28 12:27:19.461489+00:00,PAUSE,scalping: kill-switch active (daily P&L -369.00 USD) | d1=bullish h4=short vol=NORMAL trend=RANGING session=LONDON closed=False,S100 M3 Combo Scalper
2026-08-28 12:27:19.465969+00:00,PAUSE,scalping: kill-switch active (daily P&L -369.00 USD) | d1=bullish h4=short vol=NORMAL trend=RANGING session=LONDON closed=False,S93 FVG Scalp
2026-08-28 12:27:19.473199+00:00,PAUSE,copy: kill-switch active (daily P&L -369.00 USD) | d1=bullish h4=short vol=NORMAL trend=RANGING session=LONDON closed=False,Neymar Telegram Copy
2026-08-28 12:27:19.477460+00:00,PAUSE,reversal: kill-switch active (daily P&L -369.00 USD) | d1=bullish h4=short vol=NORMAL trend=RANGING session=LONDON closed=False,S99 MSS FVG Reversal
2026-08-28 12:27:19.481139+00:00,PAUSE,trend: kill-switch active (daily P&L -369.00 USD) | d1=bullish h4=short vol=NORMAL trend=RANGING session=LONDON closed=False,S94 Sweep Reversal
2026-08-29 00:00:21.081922+00:00,INFO,kill-switch auto-reset (tripped 2026-08-28),
2026-08-30 22:00:20.799496+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=neutral vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-30 22:00:20.806011+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=neutral vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-30 22:00:20.811843+00:00,START,copy: always_on: regime-independent | d1=bullish h4=neutral vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-30 22:00:20.817051+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=neutral vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-08-30 22:00:20.821707+00:00,START,trend: always_on: regime-independent | d1=bullish h4=neutral vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-30 22:00:20.825875+00:00,START,copy: always_on: regime-independent | d1=bullish h4=neutral vol=EXTREME trend=TRENDING session=ROLLOVER closed=False,Neymar VIP
2026-08-31 21:00:22.638345+00:00,PAUSE,reversal: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-08-31 21:00:22.644225+00:00,PAUSE,trend: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S94 Sweep Reversal
2026-08-31 21:00:22.648365+00:00,PAUSE,copy: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,Neymar VIP
2026-08-31 21:00:22.653217+00:00,PAUSE,scalping: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-08-31 21:00:22.657938+00:00,PAUSE,scalping: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,S93 FVG Scalp
2026-08-31 21:00:22.662804+00:00,PAUSE,copy: market closed | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=True,Neymar Telegram Copy
2026-08-31 22:00:21.228754+00:00,START,trend: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S94 Sweep Reversal
2026-08-31 22:00:21.234463+00:00,START,copy: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,Neymar VIP
2026-08-31 22:00:21.239794+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S100 M3 Combo Scalper
2026-08-31 22:00:21.247344+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S93 FVG Scalp
2026-08-31 22:00:21.252355+00:00,START,copy: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,Neymar Telegram Copy
2026-08-31 22:00:21.256290+00:00,START,reversal: always_on: regime-independent | d1=bullish h4=short vol=NORMAL trend=RANGING session=ROLLOVER closed=False,S99 MSS FVG Reversal
2026-09-01 21:00:21.419474+00:00,PAUSE,scalping: market closed | d1=bullish h4=short vol=HIGH trend=MIXED session=ROLLOVER closed=True,S100 M3 Combo Scalper
2026-09-01 21:00:21.424894+00:00,PAUSE,scalping: market closed | d1=bullish h4=short vol=HIGH trend=MIXED session=ROLLOVER closed=True,S93 FVG Scalp
2026-09-01 21:00:21.429327+00:00,PAUSE,copy: market closed | d1=bullish h4=short vol=HIGH trend=MIXED session=ROLLOVER closed=True,Neymar Telegram Copy
2026-09-01 21:00:21.433769+00:00,PAUSE,reversal: market closed | d1=bullish h4=short vol=HIGH trend=MIXED session=ROLLOVER closed=True,S99 MSS FVG Reversal
2026-09-01 21:00:21.438425+00:00,PAUSE,trend: market closed | d1=bullish h4=short vol=HIGH trend=MIXED session=ROLLOVER closed=True,S94 Sweep Reversal
2026-09-01 21:00:21.442634+00:00,PAUSE,copy: market closed | d1=bullish h4=short vol=HIGH trend=MIXED session=ROLLOVER closed=True,Neymar VIP
2026-09-01 22:00:21.265571+00:00,START,scalping: always_on: regime-independent | d1=bullish h4=short vol=HIGH trend=MIXED session=ROLLOVER closed=False,S100 M3 Combo Scalper
