strategy,position_id,created_at,symbol,quantity,total_buy_quantity,avg_buy_price,avg_sell_price,realized_profit_loss,user_broker_id,exit_at,exit_kind,entry_lots,entry_side
S99 MSS FVG Reversal,c4bd3bd0-2406-4551-ab81-6c4d7c2d693c,2026-07-10 12:21:18.569391+00:00,XAU_USD,0.0,0.07,4110.76,0.0,-0.53,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-10 12:33:56.867035+00:00,STOPLOSS,0.07,BUY
S99 MSS FVG Reversal,347d5202-5498-454a-af5c-b550f3824d45,2026-07-13 06:22:09.852140+00:00,XAU_USD,0.0,0.0,0.0,4056.19,-0.32,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-13 06:26:24.739369+00:00,STOPLOSS,0.1,SELL
S99 MSS FVG Reversal,f71a56f1-f1d3-4b9f-9938-25bd42738aba,2026-07-13 10:51:07.910748+00:00,XAU_USD,0.0,0.0,0.0,4055.05,-0.36,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-13 11:06:01.923485+00:00,STOPLOSS,0.03,SELL
S99 MSS FVG Reversal,4f852ff0-e313-4d85-a22c-b2a2e1c59763,2026-07-13 12:01:06.812184+00:00,XAU_USD,0.0,0.0,0.0,4058.77,-0.29,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-13 12:24:33.339212+00:00,STOPLOSS,0.1,SELL
S99 MSS FVG Reversal,bc04fb88-8dc0-428a-b0f6-f2e3be34dc62,2026-07-14 12:51:17.755528+00:00,XAU_USD,0.0,0.01,4080.4,0.0,-0.52,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-14 20:51:24.231324+00:00,TIME_EXIT,0.01,BUY
S99 MSS FVG Reversal,90d35304-ff45-407a-bedd-e50850b460ec,2026-07-15 13:27:16.920552+00:00,XAU_USD,0.0,0.1,4055.97,0.0,0.7,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-15 13:42:13.926165+00:00,TARGET,0.1,BUY
S99 MSS FVG Reversal,ec6adfc0-704c-4d28-bc8f-8277cd92a757,2026-07-15 15:26:10.968609+00:00,XAU_USD,0.0,0.0,0.0,4046.63,0.5,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-15 16:19:48.094804+00:00,TARGET,0.04,SELL
S99 MSS FVG Reversal,8cd26436-6fad-42bb-b328-3221f2875bc2,2026-07-16 15:57:17.954276+00:00,XAU_USD,0.0,0.04,4006.93,0.0,-0.37,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-16 16:08:05.917991+00:00,STOPLOSS,0.04,BUY
S99 MSS FVG Reversal,41413f5a-b93b-4311-b3cc-a1f152e740da,2026-07-17 08:26:05.554805+00:00,XAU_USD,0.0,0.0,0.0,3994.52,0.34,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-17 08:28:13.178547+00:00,TARGET,0.1,SELL
S99 MSS FVG Reversal,84bd061f-3825-45fb-8032-fe2388599c3b,2026-07-17 11:02:21.945569+00:00,XAU_USD,0.0,0.0,0.0,3993.69,0.26,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-17 11:06:49.581978+00:00,TARGET,0.1,SELL
S99 MSS FVG Reversal,e055fff8-67c9-455a-8cd7-434579ab237c,2026-07-17 12:11:10.188407+00:00,XAU_USD,0.0,0.0,0.0,3992.8,0.49,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-17 12:20:31.671747+00:00,TARGET,0.1,SELL
S99 MSS FVG Reversal,e744a1d2-d24d-473d-8ee8-982196573844,2026-07-20 06:41:03.884364+00:00,XAU_USD,0.0,0.0,0.0,4005.34,0.26,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-20 06:47:23.215579+00:00,STOPLOSS,0.1,SELL
S99 MSS FVG Reversal,aa55881b-31bd-44e0-b868-f50240aaf21e,2026-07-21 07:06:20.961992+00:00,XAU_USD,0.0,0.1,4077.42,0.0,-0.34,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-21 07:09:49.506099+00:00,STOPLOSS,0.1,BUY
S99 MSS FVG Reversal,dec23985-9788-4113-8641-8b11c0424980,2026-07-21 08:33:07.734177+00:00,XAU_USD,0.0,0.0,0.0,4064.47,0.27,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-21 08:36:35.663652+00:00,TARGET,0.1,SELL
S99 MSS FVG Reversal,d3b9d0f1-a0e8-4fd8-b555-8aee50b27287,2026-07-21 11:13:20.909096+00:00,XAU_USD,0.0,0.0,0.0,4058.63,-0.53,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-21 12:24:42.441351+00:00,STOPLOSS,0.08,SELL
S99 MSS FVG Reversal,27e46302-f490-4e2b-bdd4-a081fe6da4b8,2026-07-22 07:55:12.728530+00:00,XAU_USD,0.0,0.0,0.0,4113.95,0.34,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-22 07:58:27.077301+00:00,TARGET,0.1,SELL
S99 MSS FVG Reversal,42459629-372b-4d88-a8a0-d73170b8d924,2026-07-23 13:20:09.834056+00:00,XAU_USD,0.0,0.0,0.0,4049.79,-0.25,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-23 13:28:11.762300+00:00,STOPLOSS,0.04,SELL
S100 M3 Combo Scalper,1a09cfb9-af6e-4851-a488-b09bc30b3e97,2026-07-23 13:43:23.110891+00:00,XAU_USD,0.0,0.0,0.0,4060.2,1.02,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-23 13:57:21.285518+00:00,TARGET,0.09,SELL
S100 M3 Combo Scalper,44a96bc9-72f1-4f7e-b083-9b4b84996c69,2026-07-23 15:37:17.921142+00:00,XAU_USD,0.0,0.0,0.0,4048.9,-0.41,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-23 15:37:24.258844+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,00e9210f-a843-4f5b-946e-9e4514ed3ab0,2026-07-24 05:24:09.367279+00:00,XAU_USD,0.0,0.0,0.0,4029.22,-0.2,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-24 05:34:34.345818+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,2cd1fb5a-c481-427f-84be-4e0c006906e8,2026-07-24 07:16:15.008000+00:00,XAU_USD,0.0,0.1,4044.53,0.0,0.5,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-24 07:25:55.688321+00:00,TARGET,0.1,BUY
S99 MSS FVG Reversal,75bb0b9e-dc82-4f89-b957-ec22c7554282,2026-07-24 07:16:16.694745+00:00,XAU_USD,0.0,0.07,4044.65,0.0,0.55,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-24 07:34:11.847687+00:00,TARGET,0.07,BUY
S100 M3 Combo Scalper,065efac7-86fb-40b6-8889-1d6ece99c22c,2026-07-24 07:36:15.806023+00:00,XAU_USD,0.0,0.1,4051.64,0.0,-0.39,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-24 07:39:20.171501+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,9df76164-c1e0-4987-b6a4-a62a41e60be9,2026-07-24 08:35:22.326911+00:00,XAU_USD,0.0,0.1,4050.22,0.0,0.48,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-24 08:43:49.647489+00:00,TARGET,0.1,BUY
S100 M3 Combo Scalper,ac9a1881-b6eb-4151-8d8e-ad94e00b7ec0,2026-07-24 13:01:09.210565+00:00,XAU_USD,0.0,0.1,4055.69,0.0,-0.42,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-24 13:05:43.671445+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,d377f9d8-e878-40dc-b7fc-cf6f1b0c29ae,2026-07-24 14:05:09.685893+00:00,XAU_USD,0.0,0.09,4063.61,0.0,-0.31,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-24 14:07:05.184355+00:00,STOPLOSS,0.09,BUY
S100 M3 Combo Scalper,02d52f90-572a-4a03-be79-fb6822191bf2,2026-07-27 06:29:05.322605+00:00,XAU_USD,0.0,0.1,4094.97,0.0,0.71,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-27 07:16:25.609568+00:00,TARGET,0.1,BUY
S99 MSS FVG Reversal,b31cc16f-2702-49d9-ad4e-433c136ceb94,2026-07-27 07:28:05.560327+00:00,XAU_USD,0.0,0.1,4103.78,0.0,-0.36,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-27 07:36:32.368203+00:00,STOPLOSS,0.1,BUY
S99 MSS FVG Reversal,867b5ed8-4faa-4b9a-8da9-07823ac737b6,2026-07-27 10:00:14.341998+00:00,XAU_USD,0.0,0.1,4096.33,0.0,-0.31,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-27 10:01:01.721759+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,25f00dcc-7ab0-4e24-976a-6b83aa9933c7,2026-07-28 05:43:05.320753+00:00,XAU_USD,0.0,0.0,0.0,4041.31,-0.16,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-28 05:45:02.348423+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,0caedbf2-e567-46ff-88e5-61d2c52b62e5,2026-07-28 06:49:07.901772+00:00,XAU_USD,0.0,0.0,0.0,4049.43,-0.28,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-28 07:18:09.435745+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,02361ac9-7704-4be5-a388-fd0d77cccd8c,2026-07-28 08:45:13.480960+00:00,XAU_USD,0.0,0.0,0.0,4043.61,0.87,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-28 09:35:25.675565+00:00,TARGET,0.1,SELL
S99 MSS FVG Reversal,0b2b389a-a6a8-43af-93e9-f23b82e696b7,2026-07-28 10:08:11.151437+00:00,XAU_USD,0.0,0.0,0.0,4026.74,0.64,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-28 10:21:23.495766+00:00,TARGET,0.09,SELL
S100 M3 Combo Scalper,fd944713-9887-42bb-a719-5aede34ae038,2026-07-28 13:21:18.120911+00:00,XAU_USD,0.0,0.0,0.0,4033.44,-0.13,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-28 13:21:52.622677+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,0af31a6a-213c-4ba6-b1f0-5f36b7503d8d,2026-07-29 02:02:18.043007+00:00,XAU_USD,0.0,0.0,0.0,4027.64,-0.25,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 02:03:48.853502+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,50059d9e-1923-4fd2-922c-fabd4ac4a4dc,2026-07-29 02:28:11.544020+00:00,XAU_USD,0.0,0.08,4031.56,0.0,-0.34,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 03:16:01.319908+00:00,STOPLOSS,0.08,BUY
S100 M3 Combo Scalper,0a0ae82c-4463-4ea7-88de-a2dc78e2107a,2026-07-29 05:28:17.811657+00:00,XAU_USD,0.0,0.1,4030.49,0.0,0.41,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 05:43:02.310344+00:00,TARGET,0.1,BUY
S100 M3 Combo Scalper,498e4077-0897-478c-ab34-4849e1ed7fc3,2026-07-29 05:49:18.269476+00:00,XAU_USD,0.0,0.1,4035.18,0.0,-0.33,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 05:56:03.585153+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,fa90b063-05db-43fc-b693-809f199216a1,2026-07-29 06:21:16.708458+00:00,XAU_USD,0.0,0.1,4037.04,0.0,0.7,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 06:35:09.915793+00:00,TARGET,0.1,BUY
S100 M3 Combo Scalper,731942f3-7e06-43e8-b89b-b7e172e4308e,2026-07-29 07:24:12.024883+00:00,XAU_USD,0.0,0.1,4046.48,0.0,-0.31,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 07:49:44.470937+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,505ec275-53fb-4d58-a410-53e0505d845f,2026-07-29 14:17:18.568551+00:00,XAU_USD,0.0,0.0,0.0,4003.13,-0.31,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 14:18:26.115808+00:00,STOPLOSS,0.1,SELL
S99 MSS FVG Reversal,6ff5ac1d-f40a-43ab-9eb8-09827c7f6d23,2026-07-29 14:23:07.393529+00:00,XAU_USD,0.0,0.0,0.0,4008.75,0.4,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-29 14:27:11.027429+00:00,TARGET,0.1,SELL
S100 M3 Combo Scalper,f059e999-d928-4014-a36f-5c2b7e4de152,2026-07-30 01:10:11.531817+00:00,XAU_USD,0.0,0.07,4086.4,0.0,-0.23,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-30 01:12:07.888558+00:00,STOPLOSS,0.07,BUY
S100 M3 Combo Scalper,9249029c-18d7-46b7-87f3-eb6c83c8e8dc,2026-07-30 01:42:20.894828+00:00,XAU_USD,0.0,0.06,4089.7,0.0,-0.4,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-30 02:14:26.207596+00:00,STOPLOSS,0.06,BUY
S99 MSS FVG Reversal,95ef01a8-917c-4f31-95d5-94092690142c,2026-07-30 07:21:16.724535+00:00,XAU_USD,0.0,0.1,4045.17,0.0,-0.16,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-30 07:28:09.489894+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,e830b9b7-a4aa-427c-a7e5-be22e833bf43,2026-07-30 08:05:21.425972+00:00,XAU_USD,0.0,0.0,0.0,4045.27,-0.1,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-30 08:05:27.630497+00:00,STOPLOSS,0.09,SELL
S100 M3 Combo Scalper,7168c227-51c8-42cb-9368-65e769faf99f,2026-07-31 02:04:14.855844+00:00,XAU_USD,0.0,0.0,0.0,4085.84,-0.2,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 02:06:11.290949+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,5c586b33-c4ff-49ec-bf90-7ab71275cdf7,2026-07-31 03:06:19.329068+00:00,XAU_USD,0.0,0.0,0.0,4075.45,-0.19,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 03:38:11.933471+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,0f57144b-7280-48c1-af02-f81ac0c4338e,2026-07-31 05:18:06.275881+00:00,XAU_USD,0.0,0.0,0.0,4082.11,-0.1,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 05:44:18.462945+00:00,TARGET,0.1,SELL
S100 M3 Combo Scalper,f6eb9a36-0d73-4ded-aa78-fa97d4b0dcaf,2026-07-31 06:47:06.650890+00:00,XAU_USD,0.0,0.0,0.0,4080.69,0.7,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 07:29:47.298489+00:00,TARGET,0.1,SELL
S100 M3 Combo Scalper,70f0360f-845e-4710-928d-70f0c5c22c0c,2026-07-31 07:41:05.939920+00:00,XAU_USD,0.0,0.0,0.0,4072.83,0.42,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 07:59:51.186323+00:00,TARGET,0.1,SELL
S99 MSS FVG Reversal,44bafd23-5ff9-43ff-9336-c8ccc5bec116,2026-07-31 07:41:07.295954+00:00,XAU_USD,0.0,0.0,0.0,4072.83,0.32,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 07:59:31.973552+00:00,TARGET,0.1,SELL
S100 M3 Combo Scalper,da1eb652-2ba7-41e0-83b8-7a467a80972d,2026-07-31 08:15:07.401466+00:00,XAU_USD,0.0,0.0,0.0,4062.36,-0.34,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 08:19:26.545938+00:00,STOPLOSS,0.1,SELL
S99 MSS FVG Reversal,88a94a6a-29d8-4e6d-aabf-2d6f0f5d37b2,2026-07-31 08:20:04.400605+00:00,XAU_USD,0.0,0.0,0.0,4066.54,0.53,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 08:23:57.080525+00:00,TARGET,0.1,SELL
S100 M3 Combo Scalper,f9ae1c96-a158-4ae6-bdcc-bf4551d46b47,2026-07-31 08:33:06.798625+00:00,XAU_USD,0.0,0.0,0.0,4057.24,-0.31,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 08:40:24.705278+00:00,STOPLOSS,0.1,SELL
S99 MSS FVG Reversal,b2a11bcd-7100-4c3a-a6bf-4e81d1ca5f22,2026-07-31 09:31:06.554628+00:00,XAU_USD,0.0,0.0,0.0,4053.47,0.3,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 09:38:34.361366+00:00,TARGET,0.1,SELL
S100 M3 Combo Scalper,fb6b8431-dc34-45c6-87c7-bcb67f4d5a38,2026-07-31 13:03:06.573612+00:00,XAU_USD,0.0,0.0,0.0,4042.57,0.94,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 13:39:39.915352+00:00,TARGET,0.07,SELL
S99 MSS FVG Reversal,6dc5c34c-c35f-4d9c-ae25-b13268b58a3b,2026-07-31 13:57:07.408892+00:00,XAU_USD,0.0,0.0,0.0,4031.25,0.59,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 14:08:54.763420+00:00,TARGET,0.06,SELL
S100 M3 Combo Scalper,85f59c5d-0b34-4025-839f-05efffb93ba2,2026-07-31 14:10:07.059908+00:00,XAU_USD,0.0,0.0,0.0,4027.52,-0.28,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 14:16:58.864969+00:00,STOPLOSS,0.05,SELL
S100 M3 Combo Scalper,137ae76c-d18a-4996-aa4f-c6913487e4a5,2026-07-31 15:14:04.722083+00:00,XAU_USD,0.0,0.0,0.0,4045.72,-0.23,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-07-31 15:15:19.068515+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,dc2a577f-f1fc-4b64-8354-a8e24f3ed455,2026-08-03 01:39:08.235788+00:00,XAU_USD,0.0,0.1,4052.93,0.0,-0.26,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 01:42:06.925386+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,12365e01-c57b-4465-bd41-6832f0c9b93d,2026-08-03 01:54:05.396805+00:00,XAU_USD,0.0,0.1,4051.68,0.0,-0.08,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 01:54:18.789243+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,b3c8de46-d9cc-4e7c-808f-02b1082708f9,2026-08-03 02:08:05.895579+00:00,XAU_USD,0.0,0.1,4058.92,0.0,-0.24,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 02:08:44.345342+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,83bb359a-3bba-4ffb-8cc4-8db71fa287aa,2026-08-03 04:00:06.388387+00:00,XAU_USD,0.0,0.1,4065.42,0.0,0.62,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 04:49:03.203670+00:00,TARGET,0.1,BUY
S100 M3 Combo Scalper,9c75b4c9-a94d-429f-831b-edc44eab0999,2026-08-03 05:31:06.503704+00:00,XAU_USD,0.0,0.1,4058.68,0.0,-0.1,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 05:34:37.026994+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,58ae8703-ec71-4f95-b061-ac9c320097bc,2026-08-03 05:50:05.767585+00:00,XAU_USD,0.0,0.1,4060.09,0.0,0.82,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 05:58:13.540027+00:00,TARGET,0.1,BUY
S100 M3 Combo Scalper,d91a221c-4675-44a6-89c8-01563bb8e8d4,2026-08-03 06:05:08.122713+00:00,XAU_USD,0.0,0.1,4068.54,0.0,-0.31,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 06:33:39.266243+00:00,STOPLOSS,0.1,BUY
S99 MSS FVG Reversal,3f56083c-7274-4e20-b6ef-ee7d7d181f15,2026-08-03 09:50:06.011636+00:00,XAU_USD,0.0,0.0,0.0,4056.32,0.41,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 10:25:42.364736+00:00,TARGET,0.1,SELL
S100 M3 Combo Scalper,aafc87b7-7464-477b-ad83-d5c085abf543,2026-08-03 13:18:04.732657+00:00,XAU_USD,0.0,0.0,0.0,4037.94,0.86,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 13:36:15.562329+00:00,TARGET,0.08,SELL
S100 M3 Combo Scalper,daddc54c-9027-492c-a8f9-8ed796994e51,2026-08-03 15:09:05.770740+00:00,XAU_USD,0.0,0.0,0.0,4036.17,-0.26,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-03 15:44:05.250677+00:00,STOPLOSS,0.1,SELL
S100 M3 Combo Scalper,78ccfddf-7f09-4a4f-b7b6-7767069dd32a,2026-08-04 01:36:06.320726+00:00,XAU_USD,0.0,0.1,4051.98,0.0,0.8,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-04 01:44:06.596447+00:00,TARGET,0.1,BUY
S100 M3 Combo Scalper,c23c0d74-e2ad-48e5-8327-a188a4af7257,2026-08-04 01:57:04.782153+00:00,XAU_USD,0.0,0.1,4059.35,0.0,-0.29,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-04 02:06:25.371488+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,e9d7017c-8793-4795-8ffb-96faa5992590,2026-08-04 02:43:04.061055+00:00,XAU_USD,0.0,0.1,4060.99,0.0,-0.1,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-04 02:54:36.876026+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,6adbcd6d-f362-4804-974e-c0131d87e3bd,2026-08-04 03:24:02.457714+00:00,XAU_USD,0.0,0.1,4059.07,0.0,-0.14,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-04 03:27:39.748506+00:00,STOPLOSS,0.1,BUY
S100 M3 Combo Scalper,8a0a9540-1381-4a2d-aebc-4cab675bca37,2026-08-04 04:20:07.286649+00:00,XAU_USD,0.0,0.1,4056.99,0.0,0.66,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-04 04:32:46.054554+00:00,TARGET,0.1,BUY
S100 M3 Combo Scalper,ada40058-919c-4120-b14d-3371bd838e60,2026-08-04 04:52:06.298962+00:00,XAU_USD,0.0,0.1,4064.62,0.0,-0.18,43e48e58-aec5-468e-9fb7-db36a6c846a1,2026-08-04 05:04:12.829268+00:00,STOPLOSS,0.1,BUY
