split,reopen_excluded,kind,set,window,n_events,clock_share,share,share_dayavg,ratio,null_mean,null_sd,z,p_one_sided,primary,ci_lo,ci_hi
ALL,False,H,killzones,KZ_Asia,522,0.1739,0.1628,0.1628,0.936,,,,,,,
ALL,False,H,killzones,KZ_London,522,0.1304,0.0709,0.0709,0.543,,,,,,,
ALL,False,H,killzones,KZ_NYAM,522,0.1304,0.1341,0.1341,1.028,,,,,,,
ALL,False,H,killzones,KZ_LondonClose,522,0.087,0.1667,0.1667,1.917,,,,,,,
ALL,False,H,killzones,UNION,522,0.5217,0.5345,0.5345,1.024,,,,,,,
ALL,False,H,macros,M_0950,522,0.0145,0.0421,0.0421,2.908,,,,,,,
ALL,False,H,macros,M_1050,522,0.0145,0.0192,0.0192,1.322,,,,,,,
ALL,False,H,macros,M_1310,522,0.0217,0.0153,0.0153,0.705,,,,,,,
ALL,False,H,macros,M_1515,522,0.0217,0.0153,0.0153,0.705,,,,,,,
ALL,False,H,macros,UNION,522,0.0725,0.092,0.092,1.269,,,,,,,
ALL,False,H,silver_bullet,SB_03,522,0.0435,0.0153,0.0153,0.352,,,,,,,
ALL,False,H,silver_bullet,SB_10,522,0.0435,0.0958,0.0958,2.203,,,,,,,
ALL,False,H,silver_bullet,SB_14,522,0.0435,0.0249,0.0249,0.573,,,,,,,
ALL,False,H,silver_bullet,UNION,522,0.1304,0.136,0.136,1.043,,,,,,,
ALL,False,H,calib_0800_1159,CAL_08_12,522,0.1739,0.2759,0.2759,1.586,,,,,,,
ALL,False,H,reopen_15,REOPEN15,522,0.0109,0.0421,0.0421,3.877,,,,,,,
ALL,False,H,reopen_30,REOPEN30,522,0.0217,0.0709,0.0709,3.261,,,,,,,
ALL,False,L,killzones,KZ_Asia,522,0.1739,0.1992,0.1992,1.146,,,,,,,
ALL,False,L,killzones,KZ_London,522,0.1304,0.0747,0.0747,0.573,,,,,,,
ALL,False,L,killzones,KZ_NYAM,522,0.1304,0.1398,0.1398,1.072,,,,,,,
ALL,False,L,killzones,KZ_LondonClose,522,0.087,0.1264,0.1264,1.454,,,,,,,
ALL,False,L,killzones,UNION,522,0.5217,0.5402,0.5402,1.035,,,,,,,
ALL,False,L,macros,M_0950,522,0.0145,0.0402,0.0402,2.776,,,,,,,
ALL,False,L,macros,M_1050,522,0.0145,0.0134,0.0134,0.925,,,,,,,
ALL,False,L,macros,M_1310,522,0.0217,0.023,0.023,1.057,,,,,,,
ALL,False,L,macros,M_1515,522,0.0217,0.0268,0.0268,1.234,,,,,,,
ALL,False,L,macros,UNION,522,0.0725,0.1034,0.1034,1.428,,,,,,,
ALL,False,L,silver_bullet,SB_03,522,0.0435,0.0326,0.0326,0.749,,,,,,,
ALL,False,L,silver_bullet,SB_10,522,0.0435,0.0805,0.0805,1.851,,,,,,,
ALL,False,L,silver_bullet,SB_14,522,0.0435,0.0268,0.0268,0.617,,,,,,,
ALL,False,L,silver_bullet,UNION,522,0.1304,0.1398,0.1398,1.072,,,,,,,
ALL,False,L,calib_0800_1159,CAL_08_12,522,0.1739,0.249,0.249,1.432,,,,,,,
ALL,False,L,reopen_15,REOPEN15,522,0.0109,0.0766,0.0766,7.05,,,,,,,
ALL,False,L,reopen_30,REOPEN30,522,0.0217,0.1073,0.1073,4.935,,,,,,,
ALL,False,HL,killzones,KZ_Asia,1044,0.1739,0.181,0.181,1.041,1.017,0.455,0.05,0.47,False,,
ALL,False,HL,killzones,KZ_London,1044,0.1304,0.0728,0.0728,0.558,0.991,0.512,-0.85,0.68,False,,
ALL,False,HL,killzones,KZ_NYAM,1044,0.1304,0.137,0.137,1.05,0.961,0.49,0.18,0.384,False,,
ALL,False,HL,killzones,KZ_LondonClose,1044,0.087,0.1466,0.1466,1.685,0.991,0.534,1.3,0.156,False,,
ALL,False,HL,killzones,UNION,1044,0.5217,0.5374,0.5374,1.03,1.001,0.227,0.13,0.4375,True,0.974,1.085
ALL,False,HL,macros,M_0950,1044,0.0145,0.0412,0.0412,2.842,1.008,0.819,2.24,0.038,False,,
ALL,False,HL,macros,M_1050,1044,0.0145,0.0163,0.0163,1.124,1.049,0.93,0.08,0.282,False,,
ALL,False,HL,macros,M_1310,1044,0.0217,0.0192,0.0192,0.881,1.049,0.748,-0.22,0.492,False,,
ALL,False,HL,macros,M_1515,1044,0.0217,0.0211,0.0211,0.969,0.963,0.661,0.01,0.398,False,,
ALL,False,HL,macros,UNION,1044,0.0725,0.0977,0.0977,1.348,1.005,0.383,0.9,0.158,True,1.124,1.58
ALL,False,HL,silver_bullet,SB_03,1044,0.0435,0.0239,0.0239,0.551,0.998,0.634,-0.71,0.746,False,,
ALL,False,HL,silver_bullet,SB_10,1044,0.0435,0.0881,0.0881,2.027,1.055,0.678,1.43,0.098,False,,
ALL,False,HL,silver_bullet,SB_14,1044,0.0435,0.0259,0.0259,0.595,1.056,0.675,-0.68,0.688,False,,
ALL,False,HL,silver_bullet,UNION,1044,0.1304,0.1379,0.1379,1.057,0.998,0.369,0.16,0.378,True,0.899,1.223
ALL,False,HL,calib_0800_1159,CAL_08_12,1044,0.1739,0.2625,0.2625,1.509,,,,,,,
ALL,False,HL,reopen_15,REOPEN15,1044,0.0109,0.0594,0.0594,5.464,,,,,,,
ALL,False,HL,reopen_30,REOPEN30,1044,0.0217,0.0891,0.0891,4.098,,,,,,,
ALL,False,X60,killzones,KZ_Asia,522,0.1739,0.1552,0.1552,0.892,0.961,0.768,-0.09,0.372,False,,
ALL,False,X60,killzones,KZ_London,522,0.1304,0.0441,0.0441,0.338,0.99,0.874,-0.75,0.898,False,,
ALL,False,X60,killzones,KZ_NYAM,522,0.1304,0.3659,0.3659,2.805,0.944,0.864,2.15,0.056,False,,
ALL,False,X60,killzones,KZ_LondonClose,522,0.087,0.1954,0.1954,2.247,1.022,1.039,1.18,0.154,False,,
ALL,False,X60,killzones,UNION,522,0.5217,0.7605,0.7605,1.458,0.994,0.405,1.14,0.156,True,1.388,1.52
ALL,False,X60,macros,M_0950,522,0.0145,0.0824,0.0824,5.684,1.171,1.841,2.45,0.034,False,,
ALL,False,X60,macros,M_1050,522,0.0145,0.0441,0.0441,3.04,0.966,1.629,1.27,0.056,False,,
ALL,False,X60,macros,M_1310,522,0.0217,0.0134,0.0134,0.617,0.993,1.282,-0.29,0.508,False,,
ALL,False,X60,macros,M_1515,522,0.0217,0.0019,0.0019,0.088,0.965,1.262,-0.7,0.946,False,,
ALL,False,X60,macros,UNION,522,0.0725,0.1418,0.1418,1.956,0.994,0.701,1.37,0.1125,True,1.586,2.34
ALL,False,X60,silver_bullet,SB_03,522,0.0435,0.0134,0.0134,0.308,1.017,1.156,-0.61,0.818,False,,
ALL,False,X60,silver_bullet,SB_10,522,0.0435,0.1437,0.1437,3.305,1.055,1.17,1.92,0.098,False,,
ALL,False,X60,silver_bullet,SB_14,522,0.0435,0.0364,0.0364,0.837,0.987,1.135,-0.13,0.334,False,,
ALL,False,X60,silver_bullet,UNION,522,0.1304,0.1935,0.1935,1.483,1.008,0.658,0.72,0.2575,True,1.234,1.748
ALL,False,X60,calib_0800_1159,CAL_08_12,522,0.1739,0.5326,0.5326,3.062,,,,,,,
ALL,False,X60,reopen_15,REOPEN15,522,0.0109,0.0038,0.0038,0.352,,,,,,,
ALL,False,X60,reopen_30,REOPEN30,522,0.0217,0.0211,0.0211,0.969,,,,,,,
ALL,False,X300,killzones,KZ_Asia,522,0.1739,0.1571,0.1571,0.903,1.021,0.798,-0.15,0.406,False,,
ALL,False,X300,killzones,KZ_London,522,0.1304,0.0517,0.0517,0.397,0.979,0.88,-0.66,0.862,False,,
ALL,False,X300,killzones,KZ_NYAM,522,0.1304,0.3851,0.3851,2.952,1.044,0.962,1.98,0.088,False,,
ALL,False,X300,killzones,KZ_LondonClose,522,0.087,0.1648,0.1648,1.895,1.012,1.049,0.84,0.14,False,,
ALL,False,X300,killzones,UNION,522,0.5217,0.7586,0.7586,1.454,1.0,0.398,1.14,0.1615,True,1.381,1.526
ALL,False,X300,macros,M_0950,522,0.0145,0.092,0.092,6.345,0.939,1.313,4.12,0.018,False,,
ALL,False,X300,macros,M_1050,522,0.0145,0.0307,0.0307,2.115,0.979,1.489,0.76,0.112,False,,
ALL,False,X300,macros,M_1310,522,0.0217,0.0115,0.0115,0.529,1.031,1.357,-0.37,0.56,False,,
ALL,False,X300,macros,M_1515,522,0.0217,0.0057,0.0057,0.264,1.064,1.413,-0.57,0.84,False,,
ALL,False,X300,macros,UNION,522,0.0725,0.1398,0.1398,1.93,1.006,0.688,1.34,0.1335,True,1.519,2.353
ALL,False,X300,silver_bullet,SB_03,522,0.0435,0.0211,0.0211,0.485,1.045,1.205,-0.47,0.584,False,,
ALL,False,X300,silver_bullet,SB_10,522,0.0435,0.1149,0.1149,2.644,0.982,1.122,1.48,0.106,False,,
ALL,False,X300,silver_bullet,SB_14,522,0.0435,0.0249,0.0249,0.573,1.002,1.194,-0.36,0.518,False,,
ALL,False,X300,silver_bullet,UNION,522,0.1304,0.1609,0.1609,1.234,1.025,0.668,0.31,0.3105,True,1.013,1.483
ALL,False,X300,calib_0800_1159,CAL_08_12,522,0.1739,0.5307,0.5307,3.051,,,,,,,
ALL,False,X300,reopen_15,REOPEN15,522,0.0109,0.0115,0.0115,1.057,,,,,,,
ALL,False,X300,reopen_30,REOPEN30,522,0.0217,0.023,0.023,1.057,,,,,,,
ALL,False,BURST,killzones,KZ_Asia,236542,0.1739,0.1848,0.1605,1.063,0.999,0.203,0.31,0.352,False,,
ALL,False,BURST,killzones,KZ_London,236542,0.1304,0.1435,0.1219,1.1,0.991,0.23,0.47,0.304,False,,
ALL,False,BURST,killzones,KZ_NYAM,236542,0.1304,0.171,0.2446,1.311,0.997,0.219,1.44,0.1,False,,
ALL,False,BURST,killzones,KZ_LondonClose,236542,0.087,0.1183,0.1676,1.36,1.014,0.253,1.37,0.126,False,,
ALL,False,BURST,killzones,UNION,236542,0.5217,0.6176,0.6947,1.184,0.999,0.102,1.8,0.03,True,1.166,1.202
ALL,False,BURST,macros,M_0950,236542,0.0145,0.0205,0.0438,1.415,1.001,0.276,1.5,0.096,False,,
ALL,False,BURST,macros,M_1050,236542,0.0145,0.0202,0.0264,1.391,0.985,0.269,1.51,0.094,False,,
ALL,False,BURST,macros,M_1310,236542,0.0217,0.0212,0.0166,0.974,1.019,0.274,-0.17,0.534,False,,
ALL,False,BURST,macros,M_1515,236542,0.0217,0.0156,0.0122,0.72,1.009,0.288,-1.0,0.824,False,,
ALL,False,BURST,macros,UNION,236542,0.0725,0.0775,0.0989,1.069,0.993,0.137,0.56,0.282,True,1.035,1.107
ALL,False,BURST,silver_bullet,SB_03,236542,0.0435,0.0505,0.0439,1.162,0.98,0.266,0.68,0.224,False,,
ALL,False,BURST,silver_bullet,SB_10,236542,0.0435,0.0624,0.106,1.435,0.985,0.263,1.71,0.06,False,,
ALL,False,BURST,silver_bullet,SB_14,236542,0.0435,0.0317,0.0248,0.73,1.008,0.269,-1.03,0.8,False,,
ALL,False,BURST,silver_bullet,UNION,236542,0.1304,0.1447,0.1748,1.109,1.004,0.151,0.7,0.246,True,1.086,1.134
ALL,False,BURST,calib_0800_1159,CAL_08_12,236542,0.1739,0.2472,0.3772,1.421,,,,,,,
ALL,False,BURST,reopen_15,REOPEN15,236542,0.0109,0.0035,0.0036,0.32,,,,,,,
ALL,False,BURST,reopen_30,REOPEN30,236542,0.0217,0.0112,0.01,0.515,,,,,,,
ALL,False,BURSTREL,killzones,KZ_Asia,248829,0.1739,0.1815,0.1674,1.044,1.01,0.274,0.12,0.346,False,,
ALL,False,BURSTREL,killzones,KZ_London,248829,0.1304,0.1398,0.1313,1.072,1.001,0.323,0.22,0.356,False,,
ALL,False,BURSTREL,killzones,KZ_NYAM,248829,0.1304,0.189,0.2274,1.449,0.997,0.309,1.46,0.112,False,,
ALL,False,BURSTREL,killzones,KZ_LondonClose,248829,0.087,0.1404,0.1696,1.614,0.981,0.331,1.91,0.082,False,,
ALL,False,BURSTREL,killzones,UNION,248829,0.5217,0.6507,0.6958,1.247,0.994,0.142,1.79,0.038,True,1.228,1.268
ALL,False,BURSTREL,macros,M_0950,248829,0.0145,0.0256,0.0367,1.766,0.963,0.367,2.19,0.04,False,,
ALL,False,BURSTREL,macros,M_1050,248829,0.0145,0.0246,0.0293,1.699,0.992,0.364,1.94,0.08,False,,
ALL,False,BURSTREL,macros,M_1310,248829,0.0217,0.0207,0.0185,0.952,1.006,0.372,-0.14,0.512,False,,
ALL,False,BURSTREL,macros,M_1515,248829,0.0217,0.0137,0.0113,0.631,0.986,0.366,-0.97,0.872,False,,
ALL,False,BURSTREL,macros,UNION,248829,0.0725,0.0846,0.0958,1.168,1.007,0.193,0.83,0.2045,True,1.137,1.2
ALL,False,BURSTREL,silver_bullet,SB_03,248829,0.0435,0.0498,0.0479,1.145,1.012,0.357,0.37,0.286,False,,
ALL,False,BURSTREL,silver_bullet,SB_10,248829,0.0435,0.0768,0.1007,1.767,0.993,0.36,2.15,0.04,False,,
ALL,False,BURSTREL,silver_bullet,SB_14,248829,0.0435,0.0272,0.0229,0.625,0.994,0.372,-0.99,0.86,False,,
ALL,False,BURSTREL,silver_bullet,UNION,248829,0.1304,0.1538,0.1715,1.179,0.994,0.207,0.9,0.2,True,1.152,1.203
ALL,False,BURSTREL,calib_0800_1159,CAL_08_12,248829,0.1739,0.2888,0.3597,1.661,,,,,,,
ALL,False,BURSTREL,reopen_15,REOPEN15,248829,0.0109,0.0032,0.0029,0.298,,,,,,,
ALL,False,BURSTREL,reopen_30,REOPEN30,248829,0.0217,0.0105,0.009,0.481,,,,,,,
ALL,True,H,killzones,KZ_Asia,480,0.1739,0.1771,0.1771,1.018,,,,,,,
ALL,True,H,killzones,KZ_London,480,0.1304,0.0771,0.0771,0.591,,,,,,,
ALL,True,H,killzones,KZ_NYAM,480,0.1304,0.1458,0.1458,1.118,,,,,,,
ALL,True,H,killzones,KZ_LondonClose,480,0.087,0.1812,0.1812,2.084,,,,,,,
ALL,True,H,killzones,UNION,480,0.5217,0.5812,0.5813,1.114,,,,,,,
ALL,True,H,macros,M_0950,480,0.0145,0.0458,0.0458,3.162,,,,,,,
ALL,True,H,macros,M_1050,480,0.0145,0.0208,0.0208,1.438,,,,,,,
ALL,True,H,macros,M_1310,480,0.0217,0.0167,0.0167,0.767,,,,,,,
ALL,True,H,macros,M_1515,480,0.0217,0.0167,0.0167,0.767,,,,,,,
ALL,True,H,macros,UNION,480,0.0725,0.1,0.1,1.38,,,,,,,
ALL,True,H,silver_bullet,SB_03,480,0.0435,0.0167,0.0167,0.383,,,,,,,
ALL,True,H,silver_bullet,SB_10,480,0.0435,0.1042,0.1042,2.396,,,,,,,
ALL,True,H,silver_bullet,SB_14,480,0.0435,0.0271,0.0271,0.623,,,,,,,
ALL,True,H,silver_bullet,UNION,480,0.1304,0.1479,0.1479,1.134,,,,,,,
ALL,True,H,calib_0800_1159,CAL_08_12,480,0.1739,0.3,0.3,1.725,,,,,,,
ALL,True,H,reopen_15,REOPEN15,480,0.0109,0.0,0.0,0.0,,,,,,,
ALL,True,H,reopen_30,REOPEN30,480,0.0217,0.0,0.0,0.0,,,,,,,
ALL,True,L,killzones,KZ_Asia,461,0.1739,0.2256,0.2256,1.297,,,,,,,
ALL,True,L,killzones,KZ_London,461,0.1304,0.0846,0.0846,0.649,,,,,,,
ALL,True,L,killzones,KZ_NYAM,461,0.1304,0.1584,0.1584,1.214,,,,,,,
ALL,True,L,killzones,KZ_LondonClose,461,0.087,0.1432,0.1432,1.646,,,,,,,
ALL,True,L,killzones,UNION,461,0.5217,0.6117,0.6117,1.172,,,,,,,
ALL,True,L,macros,M_0950,461,0.0145,0.0456,0.0456,3.143,,,,,,,
ALL,True,L,macros,M_1050,461,0.0145,0.0152,0.0152,1.048,,,,,,,
ALL,True,L,macros,M_1310,461,0.0217,0.026,0.026,1.197,,,,,,,
ALL,True,L,macros,M_1515,461,0.0217,0.0304,0.0304,1.397,,,,,,,
ALL,True,L,macros,UNION,461,0.0725,0.1171,0.1171,1.616,,,,,,,
ALL,True,L,silver_bullet,SB_03,461,0.0435,0.0369,0.0369,0.848,,,,,,,
ALL,True,L,silver_bullet,SB_10,461,0.0435,0.0911,0.0911,2.095,,,,,,,
ALL,True,L,silver_bullet,SB_14,461,0.0435,0.0304,0.0304,0.698,,,,,,,
ALL,True,L,silver_bullet,UNION,461,0.1304,0.1584,0.1584,1.214,,,,,,,
ALL,True,L,calib_0800_1159,CAL_08_12,461,0.1739,0.282,0.282,1.621,,,,,,,
ALL,True,L,reopen_15,REOPEN15,461,0.0109,0.0,0.0,0.0,,,,,,,
ALL,True,L,reopen_30,REOPEN30,461,0.0217,0.0,0.0,0.0,,,,,,,
ALL,True,HL,killzones,KZ_Asia,941,0.1739,0.2009,0.1871,1.155,,,,,,,
ALL,True,HL,killzones,KZ_London,941,0.1304,0.0808,0.0768,0.619,,,,,,,
ALL,True,HL,killzones,KZ_NYAM,941,0.1304,0.152,0.1583,1.165,,,,,,,
ALL,True,HL,killzones,KZ_LondonClose,941,0.087,0.1626,0.1708,1.87,,,,,,,
ALL,True,HL,killzones,UNION,941,0.5217,0.5962,0.5931,1.143,,,,,,,
ALL,True,HL,macros,M_0950,941,0.0145,0.0457,0.0451,3.153,,,,,,,
ALL,True,HL,macros,M_1050,941,0.0145,0.0181,0.0192,1.247,,,,,,,
ALL,True,HL,macros,M_1310,941,0.0217,0.0213,0.0202,0.978,,,,,,,
ALL,True,HL,macros,M_1515,941,0.0217,0.0234,0.025,1.075,,,,,,,
ALL,True,HL,macros,UNION,941,0.0725,0.1084,0.1094,1.496,,,,,,,
ALL,True,HL,silver_bullet,SB_03,941,0.0435,0.0266,0.025,0.611,,,,,,,
ALL,True,HL,silver_bullet,SB_10,941,0.0435,0.0978,0.1036,2.249,,,,,,,
ALL,True,HL,silver_bullet,SB_14,941,0.0435,0.0287,0.0288,0.66,,,,,,,
ALL,True,HL,silver_bullet,UNION,941,0.1304,0.153,0.1574,1.173,,,,,,,
ALL,True,HL,calib_0800_1159,CAL_08_12,941,0.1739,0.2912,0.3052,1.674,,,,,,,
ALL,True,HL,reopen_15,REOPEN15,941,0.0109,0.0,0.0,0.0,,,,,,,
ALL,True,HL,reopen_30,REOPEN30,941,0.0217,0.0,0.0,0.0,,,,,,,
ALL,True,X60,killzones,KZ_Asia,506,0.1739,0.1601,0.1601,0.92,,,,,,,
ALL,True,X60,killzones,KZ_London,506,0.1304,0.0455,0.0455,0.348,,,,,,,
ALL,True,X60,killzones,KZ_NYAM,506,0.1304,0.3775,0.3775,2.894,,,,,,,
ALL,True,X60,killzones,KZ_LondonClose,506,0.087,0.2016,0.2016,2.318,,,,,,,
ALL,True,X60,killzones,UNION,506,0.5217,0.7846,0.7846,1.504,,,,,,,
ALL,True,X60,macros,M_0950,506,0.0145,0.085,0.085,5.864,,,,,,,
ALL,True,X60,macros,M_1050,506,0.0145,0.0455,0.0455,3.136,,,,,,,
ALL,True,X60,macros,M_1310,506,0.0217,0.0138,0.0138,0.636,,,,,,,
ALL,True,X60,macros,M_1515,506,0.0217,0.002,0.002,0.091,,,,,,,
ALL,True,X60,macros,UNION,506,0.0725,0.1462,0.1462,2.018,,,,,,,
ALL,True,X60,silver_bullet,SB_03,506,0.0435,0.0138,0.0138,0.318,,,,,,,
ALL,True,X60,silver_bullet,SB_10,506,0.0435,0.1482,0.1482,3.409,,,,,,,
ALL,True,X60,silver_bullet,SB_14,506,0.0435,0.0375,0.0375,0.864,,,,,,,
ALL,True,X60,silver_bullet,UNION,506,0.1304,0.1996,0.1996,1.53,,,,,,,
ALL,True,X60,calib_0800_1159,CAL_08_12,506,0.1739,0.5494,0.5494,3.159,,,,,,,
ALL,True,X60,reopen_15,REOPEN15,506,0.0109,0.0,0.0,0.0,,,,,,,
ALL,True,X60,reopen_30,REOPEN30,506,0.0217,0.0,0.0,0.0,,,,,,,
ALL,True,X300,killzones,KZ_Asia,507,0.1739,0.1617,0.1617,0.93,,,,,,,
ALL,True,X300,killzones,KZ_London,507,0.1304,0.0533,0.0533,0.408,,,,,,,
ALL,True,X300,killzones,KZ_NYAM,507,0.1304,0.3964,0.3964,3.039,,,,,,,
ALL,True,X300,killzones,KZ_LondonClose,507,0.087,0.1696,0.1696,1.951,,,,,,,
ALL,True,X300,killzones,UNION,507,0.5217,0.7811,0.7811,1.497,,,,,,,
ALL,True,X300,macros,M_0950,507,0.0145,0.0947,0.0947,6.533,,,,,,,
ALL,True,X300,macros,M_1050,507,0.0145,0.0316,0.0316,2.178,,,,,,,
ALL,True,X300,macros,M_1310,507,0.0217,0.0118,0.0118,0.544,,,,,,,
ALL,True,X300,macros,M_1515,507,0.0217,0.0059,0.0059,0.272,,,,,,,
ALL,True,X300,macros,UNION,507,0.0725,0.144,0.144,1.987,,,,,,,
ALL,True,X300,silver_bullet,SB_03,507,0.0435,0.0217,0.0217,0.499,,,,,,,
ALL,True,X300,silver_bullet,SB_10,507,0.0435,0.1183,0.1183,2.722,,,,,,,
ALL,True,X300,silver_bullet,SB_14,507,0.0435,0.0256,0.0256,0.59,,,,,,,
ALL,True,X300,silver_bullet,UNION,507,0.1304,0.1657,0.1657,1.27,,,,,,,
ALL,True,X300,calib_0800_1159,CAL_08_12,507,0.1739,0.5464,0.5464,3.142,,,,,,,
ALL,True,X300,reopen_15,REOPEN15,507,0.0109,0.0,0.0,0.0,,,,,,,
ALL,True,X300,reopen_30,REOPEN30,507,0.0217,0.0,0.0,0.0,,,,,,,
ALL,True,BURST,killzones,KZ_Asia,233253,0.1739,0.1874,0.163,1.078,,,,,,,
ALL,True,BURST,killzones,KZ_London,233253,0.1304,0.1455,0.1236,1.116,,,,,,,
ALL,True,BURST,killzones,KZ_NYAM,233253,0.1304,0.1734,0.2469,1.33,,,,,,,
ALL,True,BURST,killzones,KZ_LondonClose,233253,0.087,0.1199,0.1691,1.379,,,,,,,
ALL,True,BURST,killzones,UNION,233253,0.5217,0.6263,0.7025,1.2,,,,,,,
ALL,True,BURST,macros,M_0950,233253,0.0145,0.0208,0.0441,1.435,,,,,,,
ALL,True,BURST,macros,M_1050,233253,0.0145,0.0204,0.0266,1.41,,,,,,,
ALL,True,BURST,macros,M_1310,233253,0.0217,0.0215,0.0168,0.988,,,,,,,
ALL,True,BURST,macros,M_1515,233253,0.0217,0.0159,0.0123,0.73,,,,,,,
ALL,True,BURST,macros,UNION,233253,0.0725,0.0786,0.0999,1.084,,,,,,,
ALL,True,BURST,silver_bullet,SB_03,233253,0.0435,0.0512,0.0445,1.179,,,,,,,
ALL,True,BURST,silver_bullet,SB_10,233253,0.0435,0.0633,0.1069,1.455,,,,,,,
ALL,True,BURST,silver_bullet,SB_14,233253,0.0435,0.0322,0.0251,0.74,,,,,,,
ALL,True,BURST,silver_bullet,UNION,233253,0.1304,0.1467,0.1766,1.125,,,,,,,
ALL,True,BURST,calib_0800_1159,CAL_08_12,233253,0.1739,0.2507,0.3805,1.441,,,,,,,
ALL,True,BURST,reopen_15,REOPEN15,233253,0.0109,0.0,0.0,0.0,,,,,,,
ALL,True,BURST,reopen_30,REOPEN30,233253,0.0217,0.0,0.0,0.0,,,,,,,
ALL,True,BURSTREL,killzones,KZ_Asia,245599,0.1739,0.1839,0.1697,1.057,,,,,,,
ALL,True,BURSTREL,killzones,KZ_London,245599,0.1304,0.1416,0.1329,1.086,,,,,,,
ALL,True,BURSTREL,killzones,KZ_NYAM,245599,0.1304,0.1915,0.2295,1.468,,,,,,,
ALL,True,BURSTREL,killzones,KZ_LondonClose,245599,0.087,0.1422,0.1711,1.636,,,,,,,
ALL,True,BURSTREL,killzones,UNION,245599,0.5217,0.6592,0.7031,1.264,,,,,,,
ALL,True,BURSTREL,macros,M_0950,245599,0.0145,0.0259,0.037,1.789,,,,,,,
ALL,True,BURSTREL,macros,M_1050,245599,0.0145,0.025,0.0295,1.722,,,,,,,
ALL,True,BURSTREL,macros,M_1310,245599,0.0217,0.021,0.0187,0.965,,,,,,,
ALL,True,BURSTREL,macros,M_1515,245599,0.0217,0.0139,0.0114,0.639,,,,,,,
ALL,True,BURSTREL,macros,UNION,245599,0.0725,0.0858,0.0966,1.183,,,,,,,
ALL,True,BURSTREL,silver_bullet,SB_03,245599,0.0435,0.0504,0.0485,1.16,,,,,,,
ALL,True,BURSTREL,silver_bullet,SB_10,245599,0.0435,0.0778,0.1015,1.79,,,,,,,
ALL,True,BURSTREL,silver_bullet,SB_14,245599,0.0435,0.0275,0.0232,0.633,,,,,,,
ALL,True,BURSTREL,silver_bullet,UNION,245599,0.1304,0.1558,0.1732,1.194,,,,,,,
ALL,True,BURSTREL,calib_0800_1159,CAL_08_12,245599,0.1739,0.2926,0.3628,1.683,,,,,,,
ALL,True,BURSTREL,reopen_15,REOPEN15,245599,0.0109,0.0,0.0,0.0,,,,,,,
ALL,True,BURSTREL,reopen_30,REOPEN30,245599,0.0217,0.0,0.0,0.0,,,,,,,
TRAIN,False,H,killzones,KZ_Asia,320,0.1739,0.1438,0.1437,0.827,,,,,,,
TRAIN,False,H,killzones,KZ_London,320,0.1304,0.0875,0.0875,0.671,,,,,,,
TRAIN,False,H,killzones,KZ_NYAM,320,0.1304,0.1375,0.1375,1.054,,,,,,,
TRAIN,False,H,killzones,KZ_LondonClose,320,0.087,0.1562,0.1562,1.797,,,,,,,
TRAIN,False,H,killzones,UNION,320,0.5217,0.525,0.525,1.006,,,,,,,
TRAIN,False,H,macros,M_0950,320,0.0145,0.0312,0.0312,2.156,,,,,,,
TRAIN,False,H,macros,M_1050,320,0.0145,0.0281,0.0281,1.941,,,,,,,
TRAIN,False,H,macros,M_1310,320,0.0217,0.0125,0.0125,0.575,,,,,,,
TRAIN,False,H,macros,M_1515,320,0.0217,0.0156,0.0156,0.719,,,,,,,
TRAIN,False,H,macros,UNION,320,0.0725,0.0875,0.0875,1.207,,,,,,,
TRAIN,False,H,silver_bullet,SB_03,320,0.0435,0.0094,0.0094,0.216,,,,,,,
TRAIN,False,H,silver_bullet,SB_10,320,0.0435,0.0938,0.0938,2.156,,,,,,,
TRAIN,False,H,silver_bullet,SB_14,320,0.0435,0.0156,0.0156,0.359,,,,,,,
TRAIN,False,H,silver_bullet,UNION,320,0.1304,0.1188,0.1187,0.91,,,,,,,
TRAIN,False,H,calib_0800_1159,CAL_08_12,320,0.1739,0.2656,0.2656,1.527,,,,,,,
TRAIN,False,H,reopen_15,REOPEN15,320,0.0109,0.0406,0.0406,3.738,,,,,,,
TRAIN,False,H,reopen_30,REOPEN30,320,0.0217,0.0656,0.0656,3.019,,,,,,,
TRAIN,False,L,killzones,KZ_Asia,320,0.1739,0.2094,0.2094,1.204,,,,,,,
TRAIN,False,L,killzones,KZ_London,320,0.1304,0.0906,0.0906,0.695,,,,,,,
TRAIN,False,L,killzones,KZ_NYAM,320,0.1304,0.1531,0.1531,1.174,,,,,,,
TRAIN,False,L,killzones,KZ_LondonClose,320,0.087,0.1094,0.1094,1.258,,,,,,,
TRAIN,False,L,killzones,UNION,320,0.5217,0.5625,0.5625,1.078,,,,,,,
TRAIN,False,L,macros,M_0950,320,0.0145,0.0469,0.0469,3.234,,,,,,,
TRAIN,False,L,macros,M_1050,320,0.0145,0.0125,0.0125,0.862,,,,,,,
TRAIN,False,L,macros,M_1310,320,0.0217,0.0344,0.0344,1.581,,,,,,,
TRAIN,False,L,macros,M_1515,320,0.0217,0.0188,0.0187,0.862,,,,,,,
TRAIN,False,L,macros,UNION,320,0.0725,0.1125,0.1125,1.552,,,,,,,
TRAIN,False,L,silver_bullet,SB_03,320,0.0435,0.0406,0.0406,0.934,,,,,,,
