module,gate,model,cost,split,n_total,n_aligned,n_against,n_none,n_missing,admitted_frac,base_n,base_pf,base_pts,base_meanR,base_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip,dR_lo,dR_hi,pf_lo,pf_hi,pts_lo,pts_hi,p_perm,sanity_flag
s95_session_breakout,B3_db0.10,q,0.7,TEST,384,303,18,63,0,0.789,384,1.296,746.2,0.0529,68.0,303,1.315,644.0,0.0432,66.7,18,1.106,11.9,0.0418,61.1,0.0013,0.9845,-0.1162,0.1149,0.937,1.829,-72.3,716.8,,
s95_session_breakout,B5_w2,q,0.7,TEST,384,210,174,0,0,0.547,384,1.296,746.2,0.0529,68.0,210,1.067,101.4,0.031,65.7,174,1.639,644.8,0.0794,70.7,-0.0484,0.3325,-0.1005,0.092,0.981,1.739,-25.2,765.4,,
s93_fvg_scalp,B1,mid,0.75,ALL,493,202,238,53,0,0.41,493,1.143,213.8,-0.016,47.9,202,1.094,54.5,-0.0032,48.5,238,1.131,97.0,-0.0237,47.5,0.0205,0.8655,-0.2324,0.245,0.845,1.424,-111.3,253.2,,
s93_fvg_scalp,B2,mid,0.75,ALL,493,214,279,0,0,0.434,493,1.143,213.8,-0.016,47.9,214,1.029,18.4,-0.0407,47.2,279,1.228,195.5,0.0029,48.4,-0.0436,0.722,-0.225,0.2356,0.893,1.452,-88.4,298.8,,
s93_fvg_scalp,B3,mid,0.75,ALL,493,322,171,0,0,0.653,493,1.143,213.8,-0.016,47.9,322,1.176,177.9,-0.0135,47.8,171,1.074,35.9,-0.0207,48.0,0.0073,0.949,-0.2249,0.2231,0.896,1.424,-82.8,290.6,,
s93_fvg_scalp,B4,mid,0.75,ALL,493,214,226,53,0,0.434,493,1.143,213.8,-0.016,47.9,214,1.136,82.3,0.0036,48.6,226,1.165,119.8,0.0024,48.7,0.0012,0.991,-0.2415,0.2442,0.892,1.484,-77.8,284.5,,
s93_fvg_scalp,B5,mid,0.75,ALL,493,231,262,0,0,0.469,493,1.143,213.8,-0.016,47.9,231,1.078,53.8,-0.0296,47.2,262,1.199,160.0,-0.004,48.5,-0.0257,0.819,-0.2319,0.2247,0.886,1.451,-92.6,307.0,,
s93_fvg_scalp,B6,mid,0.75,ALL,493,127,327,39,0,0.258,493,1.143,213.8,-0.016,47.9,127,1.186,68.8,0.0456,50.4,327,1.164,159.3,-0.0044,48.3,0.0499,0.658,-0.2289,0.2365,0.917,1.478,-61.7,290.4,,
s93_fvg_scalp,C2,mid,0.75,ALL,493,226,260,0,7,0.458,493,1.143,213.8,-0.016,47.9,226,1.055,37.7,-0.0244,47.8,260,1.217,172.7,-0.005,48.1,-0.0193,0.881,-0.2209,0.2231,0.892,1.446,-87.9,299.6,,
s93_fvg_scalp,B1_utc,mid,0.75,ALL,493,189,210,94,0,0.383,493,1.143,213.8,-0.016,47.9,189,1.153,83.0,0.0162,49.2,210,1.032,22.0,-0.0371,46.7,0.0533,0.6895,-0.2619,0.2528,0.842,1.396,-108.1,214.0,,
s93_fvg_scalp,B2_lb2,mid,0.75,ALL,493,209,284,0,0,0.424,493,1.143,213.8,-0.016,47.9,209,1.104,62.0,-0.0566,46.9,284,1.17,151.8,0.0139,48.6,-0.0706,0.5725,-0.2351,0.2325,0.888,1.453,-87.9,308.9,,
s93_fvg_scalp,B2_lb5,mid,0.75,ALL,493,217,276,0,0,0.44,493,1.143,213.8,-0.016,47.9,217,1.055,36.8,-0.0244,47.5,276,1.214,177.1,-0.0094,48.2,-0.015,0.89,-0.224,0.214,0.901,1.434,-78.1,295.8,,
s93_fvg_scalp,B3_db0.05,mid,0.75,ALL,493,302,150,32,9,0.613,493,1.143,213.8,-0.016,47.9,302,1.17,163.5,-0.0074,48.0,150,1.086,36.4,-0.0387,47.3,0.0313,0.7865,-0.2229,0.2365,0.892,1.451,-82.9,281.7,,
s93_fvg_scalp,B3_db0.10,mid,0.75,ALL,493,275,131,78,9,0.558,493,1.143,213.8,-0.016,47.9,275,1.134,120.1,-0.0367,46.9,131,1.194,68.8,0.0207,49.6,-0.0573,0.648,-0.2551,0.2531,0.891,1.496,-70.9,273.7,,
s93_fvg_scalp,B5_w2,mid,0.75,ALL,493,231,260,2,0,0.469,493,1.143,213.8,-0.016,47.9,231,1.012,8.6,-0.1199,43.7,260,1.261,203.3,0.0756,51.5,-0.1955,0.087,-0.2214,0.2162,0.885,1.442,-93.8,293.4,,
s93_fvg_scalp,B1,mid,0.75,TRAIN,293,122,140,31,0,0.416,293,1.014,9.9,-0.0623,47.8,122,1.079,21.3,0.0013,50.0,140,0.891,-38.3,-0.1534,44.3,0.1547,0.329,-0.3058,0.3053,0.703,1.323,-100.8,88.4,,
s93_fvg_scalp,B2,mid,0.75,TRAIN,293,133,160,0,0,0.454,293,1.014,9.9,-0.0623,47.8,133,0.985,-4.6,-0.1133,45.9,160,1.038,14.5,-0.0198,49.4,-0.0934,0.5235,-0.2962,0.297,0.734,1.364,-99.7,108.6,,
s93_fvg_scalp,B3,mid,0.75,TRAIN,293,186,107,0,0,0.635,293,1.014,9.9,-0.0623,47.8,186,1.006,2.8,-0.0633,47.8,107,1.03,7.1,-0.0605,47.7,-0.0028,0.9885,-0.2981,0.2853,0.752,1.333,-93.7,102.6,,
s93_fvg_scalp,B4,mid,0.75,TRAIN,293,126,132,35,0,0.43,293,1.014,9.9,-0.0623,47.8,126,1.059,17.6,0.0192,50.8,132,1.071,21.2,-0.0676,47.7,0.0868,0.6005,-0.3123,0.316,0.76,1.451,-79.9,117.4,,
s93_fvg_scalp,B5,mid,0.75,TRAIN,293,132,161,0,0,0.451,293,1.014,9.9,-0.0623,47.8,132,1.005,1.5,-0.0071,50.0,161,1.022,8.3,-0.1075,46.0,0.1004,0.5095,-0.3006,0.3013,0.727,1.375,-102.5,112.5,,
s93_fvg_scalp,B6,mid,0.75,TRAIN,293,77,196,20,0,0.263,293,1.014,9.9,-0.0623,47.8,77,1.128,22.8,0.0173,50.6,196,0.959,-18.6,-0.0828,46.9,0.1,0.528,-0.2988,0.2944,0.718,1.347,-100.1,96.1,,
s93_fvg_scalp,C2,mid,0.75,TRAIN,293,125,161,0,7,0.427,293,1.014,9.9,-0.0623,47.8,125,0.919,-23.1,-0.0105,50.4,161,1.077,29.5,-0.0985,46.0,0.088,0.5735,-0.3078,0.3171,0.727,1.369,-97.8,107.6,,
s93_fvg_scalp,B1_utc,mid,0.75,TRAIN,293,107,121,65,0,0.365,293,1.014,9.9,-0.0623,47.8,107,0.896,-25.6,-0.0211,49.5,121,0.949,-15.0,-0.1559,43.8,0.1348,0.4305,-0.347,0.3352,0.666,1.252,-103.0,59.6,,
s93_fvg_scalp,B2_lb2,mid,0.75,TRAIN,293,132,161,0,0,0.451,293,1.014,9.9,-0.0623,47.8,132,0.923,-24.0,-0.1449,44.7,161,1.091,33.9,0.0055,50.3,-0.1503,0.329,-0.3084,0.3136,0.719,1.385,-104.1,114.2,,
s93_fvg_scalp,B2_lb5,mid,0.75,TRAIN,293,137,156,0,0,0.468,293,1.014,9.9,-0.0623,47.8,137,0.971,-9.6,-0.0775,46.7,156,1.055,19.5,-0.0489,48.7,-0.0286,0.872,-0.3012,0.2932,0.74,1.334,-96.8,103.2,,
s93_fvg_scalp,B3_db0.05,mid,0.75,TRAIN,293,173,93,18,9,0.59,293,1.014,9.9,-0.0623,47.8,173,1.026,10.9,-0.0456,48.6,93,1.064,12.7,-0.074,47.3,0.0284,0.8485,-0.3132,0.3115,0.755,1.399,-81.7,108.7,,
s93_fvg_scalp,B3_db0.10,mid,0.75,TRAIN,293,161,81,42,9,0.549,293,1.014,9.9,-0.0623,47.8,161,1.013,5.3,-0.0796,47.2,81,1.197,32.6,0.0131,50.6,-0.0927,0.5925,-0.3262,0.3244,0.754,1.446,-75.7,112.7,,
s93_fvg_scalp,B5_w2,mid,0.75,TRAIN,293,124,167,2,0,0.423,293,1.014,9.9,-0.0623,47.8,124,0.782,-67.1,-0.1791,43.5,167,1.202,75.1,0.0228,50.9,-0.2019,0.1855,-0.308,0.3026,0.732,1.358,-101.7,105.7,,
s93_fvg_scalp,B1,mid,0.75,TEST,200,80,98,22,0,0.4,200,1.252,204.0,0.0518,48.0,80,1.106,33.2,-0.01,46.2,98,1.344,135.3,0.1616,52.0,-0.1716,0.3555,-0.3673,0.3724,0.816,1.817,-72.8,237.1,,
s93_fvg_scalp,B2,mid,0.75,TEST,200,81,119,0,0,0.405,200,1.252,204.0,0.0518,48.0,81,1.07,23.0,0.0785,49.4,119,1.378,181.0,0.0335,47.1,0.045,0.7995,-0.3499,0.3297,0.871,1.74,-59.3,253.2,,
s93_fvg_scalp,B3,mid,0.75,TEST,200,136,64,0,0,0.68,200,1.252,204.0,0.0518,48.0,136,1.312,175.2,0.0546,47.8,64,1.117,28.8,0.0457,48.4,0.0089,0.957,-0.3552,0.3535,0.874,1.761,-56.3,261.3,,
s93_fvg_scalp,B4,mid,0.75,TEST,200,88,94,18,0,0.44,200,1.252,204.0,0.0518,48.0,88,1.211,64.8,-0.0187,45.5,94,1.229,98.6,0.1009,50.0,-0.1195,0.5215,-0.3689,0.3756,0.823,1.788,-76.1,237.6,,
s93_fvg_scalp,B5,mid,0.75,TEST,200,99,101,0,0,0.495,200,1.252,204.0,0.0518,48.0,99,1.134,52.3,-0.0597,43.4,101,1.361,151.7,0.161,52.5,-0.2207,0.2165,-0.347,0.3583,0.872,1.8,-57.6,266.2,,
s93_fvg_scalp,B6,mid,0.75,TEST,200,50,131,19,0,0.25,200,1.252,204.0,0.0518,48.0,50,1.24,45.9,0.0892,50.0,131,1.346,177.8,0.1129,50.4,-0.0238,0.892,-0.3304,0.3541,0.928,1.861,-28.6,257.3,,
s93_fvg_scalp,C2,mid,0.75,TEST,200,101,99,0,0,0.505,200,1.252,204.0,0.0518,48.0,101,1.154,60.8,-0.0415,44.6,99,1.345,143.2,0.1469,51.5,-0.1884,0.275,-0.3357,0.3486,0.886,1.755,-51.7,257.8,,
s93_fvg_scalp,B1_utc,mid,0.75,TEST,200,82,89,29,0,0.41,200,1.252,204.0,0.0518,48.0,82,1.364,108.6,0.0649,48.8,89,1.094,36.9,0.1245,50.6,-0.0596,0.757,-0.3902,0.3772,0.847,1.741,-60.8,207.8,,
s93_fvg_scalp,B2_lb2,mid,0.75,TEST,200,77,123,0,0,0.385,200,1.252,204.0,0.0518,48.0,77,1.299,86.1,0.0946,50.6,123,1.226,117.9,0.025,46.3,0.0696,0.6945,-0.342,0.346,0.881,1.774,-57.5,262.3,,
s93_fvg_scalp,B2_lb5,mid,0.75,TEST,200,80,120,0,0,0.4,200,1.252,204.0,0.0518,48.0,80,1.138,46.4,0.0666,48.8,120,1.333,157.6,0.0419,47.5,0.0247,0.8925,-0.3523,0.3621,0.869,1.797,-58.3,272.0,,
s93_fvg_scalp,B3_db0.05,mid,0.75,TEST,200,129,57,14,0,0.645,200,1.252,204.0,0.0518,48.0,129,1.279,152.6,0.0438,47.3,57,1.106,23.8,0.0189,47.4,0.0249,0.9025,-0.3603,0.3814,0.836,1.747,-73.4,243.2,,
s93_fvg_scalp,B3_db0.10,mid,0.75,TEST,200,114,50,36,0,0.57,200,1.252,204.0,0.0518,48.0,114,1.23,114.9,0.0239,46.5,50,1.192,36.2,0.0329,48.0,-0.009,0.969,-0.4013,0.3828,0.803,1.812,-78.9,222.8,,
s93_fvg_scalp,B5_w2,mid,0.75,TEST,200,107,93,0,0,0.535,200,1.252,204.0,0.0518,48.0,107,1.188,75.7,-0.0513,43.9,93,1.316,128.3,0.1704,52.7,-0.2217,0.217,-0.3466,0.334,0.878,1.779,-55.6,265.7,,
s93_fvg_scalp,B1,mid,1.0,ALL,493,202,238,53,0,0.41,493,1.058,90.6,-0.0835,47.7,202,1.007,4.0,-0.073,48.5,238,1.048,37.5,-0.0906,47.5,0.0175,0.891,-0.2405,0.235,0.78,1.327,-163.8,200.2,0.87,
s93_fvg_scalp,B2,mid,1.0,ALL,493,214,279,0,0,0.434,493,1.058,90.6,-0.0835,47.7,214,0.947,-35.1,-0.1105,47.2,279,1.141,125.7,-0.0628,48.0,-0.0477,0.6885,-0.2244,0.2268,0.825,1.334,-144.6,231.6,0.65,
s93_fvg_scalp,B3,mid,1.0,ALL,493,322,171,0,0,0.653,493,1.058,90.6,-0.0835,47.7,322,1.093,97.4,-0.079,47.5,171,0.986,-6.8,-0.0919,48.0,0.0128,0.9185,-0.2313,0.2258,0.821,1.34,-151.3,234.7,0.9,
s93_fvg_scalp,B4,mid,1.0,ALL,493,214,226,53,0,0.434,493,1.058,90.6,-0.0835,47.7,214,1.046,28.8,-0.0652,48.6,226,1.084,63.3,-0.0631,48.2,-0.0021,0.9895,-0.2452,0.2356,0.812,1.364,-142.6,230.8,0.978,
s93_fvg_scalp,B5,mid,1.0,ALL,493,231,262,0,0,0.469,493,1.058,90.6,-0.0835,47.7,231,0.995,-3.9,-0.0973,47.2,262,1.113,94.5,-0.0713,48.1,-0.026,0.824,-0.2248,0.2236,0.834,1.348,-138.9,240.3,0.792,
s93_fvg_scalp,B6,mid,1.0,ALL,493,127,327,39,0,0.258,493,1.058,90.6,-0.0835,47.7,127,1.096,37.0,-0.0225,50.4,327,1.077,77.5,-0.0727,48.3,0.0502,0.6605,-0.2304,0.2314,0.848,1.375,-111.6,232.5,0.7,
s93_fvg_scalp,C2,mid,1.0,ALL,493,226,260,0,7,0.458,493,1.058,90.6,-0.0835,47.7,226,0.973,-18.8,-0.0939,47.8,260,1.13,107.7,-0.0705,47.7,-0.0234,0.841,-0.2236,0.2289,0.829,1.351,-143.4,242.3,0.83,
s93_fvg_scalp,B1_utc,mid,1.0,ALL,493,189,210,94,0,0.383,493,1.058,90.6,-0.0835,47.7,189,1.063,35.7,-0.0528,49.2,210,0.957,-30.5,-0.1026,46.7,0.0497,0.7115,-0.2511,0.2548,0.785,1.306,-151.4,169.6,,
s93_fvg_scalp,B2_lb2,mid,1.0,ALL,493,209,284,0,0,0.424,493,1.058,90.6,-0.0835,47.7,209,1.016,9.8,-0.1277,46.9,284,1.087,80.8,-0.0509,48.2,-0.0768,0.5035,-0.2253,0.2259,0.826,1.331,-144.5,232.7,,
s93_fvg_scalp,B2_lb5,mid,1.0,ALL,493,217,276,0,0,0.44,493,1.058,90.6,-0.0835,47.7,217,0.975,-17.5,-0.0927,47.5,276,1.125,108.0,-0.0763,47.8,-0.0164,0.881,-0.2238,0.2175,0.83,1.348,-146.5,242.5,,
s93_fvg_scalp,B3_db0.05,mid,1.0,ALL,493,302,150,32,9,0.613,493,1.058,90.6,-0.0835,47.7,302,1.088,88.0,-0.0722,47.7,150,0.998,-1.1,-0.1103,47.3,0.0381,0.7485,-0.2225,0.2294,0.815,1.348,-144.6,228.8,,
s93_fvg_scalp,B3_db0.10,mid,1.0,ALL,493,275,131,78,9,0.558,493,1.058,90.6,-0.0835,47.7,275,1.055,51.4,-0.1016,46.5,131,1.097,36.0,-0.0499,49.6,-0.0517,0.696,-0.2505,0.2483,0.816,1.386,-131.6,225.8,,
s93_fvg_scalp,B5_w2,mid,1.0,ALL,493,231,260,2,0,0.469,493,1.058,90.6,-0.0835,47.7,231,0.934,-49.1,-0.1888,43.7,260,1.171,138.3,0.0093,51.2,-0.1981,0.0895,-0.2366,0.2184,0.809,1.326,-165.6,226.7,,
s93_fvg_scalp,B1,mid,1.0,TRAIN,293,122,140,31,0,0.416,293,0.912,-63.4,-0.1448,47.4,122,0.968,-9.2,-0.0839,50.0,140,0.802,-73.3,-0.2352,44.3,0.1513,0.36,-0.3225,0.315,0.62,1.185,-138.5,53.9,0.328,
s93_fvg_scalp,B2,mid,1.0,TRAIN,293,133,160,0,0,0.454,293,0.912,-63.4,-0.1448,47.4,133,0.884,-37.9,-0.1968,45.9,160,0.936,-25.5,-0.1016,48.8,-0.0951,0.5375,-0.3119,0.3002,0.654,1.205,-137.7,67.0,0.518,
s93_fvg_scalp,B3,mid,1.0,TRAIN,293,186,107,0,0,0.635,293,0.912,-63.4,-0.1448,47.4,186,0.908,-43.7,-0.1454,47.3,107,0.921,-19.6,-0.1438,47.7,-0.0016,0.994,-0.2845,0.2904,0.673,1.217,-125.6,69.7,0.99,
s93_fvg_scalp,B4,mid,1.0,TRAIN,293,126,132,35,0,0.43,293,0.912,-63.4,-0.1448,47.4,126,0.956,-13.9,-0.0616,50.8,132,0.963,-11.8,-0.1505,47.0,0.089,0.6165,-0.3181,0.3267,0.674,1.31,-116.5,85.1,0.614,
s93_fvg_scalp,B5,mid,1.0,TRAIN,293,132,161,0,0,0.451,293,0.912,-63.4,-0.1448,47.4,132,0.901,-31.5,-0.0901,50.0,161,0.921,-31.9,-0.1897,45.3,0.0996,0.5135,-0.3034,0.3077,0.649,1.223,-139.1,72.7,0.502,
s93_fvg_scalp,B6,mid,1.0,TRAIN,293,77,196,20,0,0.263,293,0.912,-63.4,-0.1448,47.4,77,1.019,3.6,-0.0657,50.6,196,0.86,-67.6,-0.166,46.9,0.1004,0.526,-0.2966,0.291,0.653,1.231,-129.3,68.5,0.524,
s93_fvg_scalp,C2,mid,1.0,TRAIN,293,125,161,0,7,0.427,293,0.912,-63.4,-0.1448,47.4,125,0.82,-54.3,-0.0978,50.4,161,0.974,-10.7,-0.1777,45.3,0.0799,0.608,-0.3005,0.3109,0.639,1.233,-137.6,72.2,0.606,
s93_fvg_scalp,B1_utc,mid,1.0,TRAIN,293,107,121,65,0,0.365,293,0.912,-63.4,-0.1448,47.4,107,0.798,-52.4,-0.1076,49.5,121,0.853,-45.2,-0.2361,43.8,0.1285,0.4755,-0.354,0.3605,0.579,1.142,-133.4,35.4,,
s93_fvg_scalp,B2_lb2,mid,1.0,TRAIN,293,132,161,0,0,0.451,293,0.912,-63.4,-0.1448,47.4,132,0.827,-57.0,-0.2291,44.7,161,0.984,-6.4,-0.0757,49.7,-0.1534,0.318,-0.3043,0.3123,0.653,1.238,-136.3,76.5,,
s93_fvg_scalp,B2_lb5,mid,1.0,TRAIN,293,137,156,0,0,0.468,293,0.912,-63.4,-0.1448,47.4,137,0.874,-43.9,-0.1588,46.7,156,0.948,-19.5,-0.1326,48.1,-0.0262,0.878,-0.2976,0.2985,0.654,1.214,-136.4,68.7,,
s93_fvg_scalp,B3_db0.05,mid,1.0,TRAIN,293,173,93,18,9,0.59,293,0.912,-63.4,-0.1448,47.4,173,0.926,-32.4,-0.1274,48.0,93,0.95,-10.6,-0.1588,47.3,0.0314,0.85,-0.3199,0.3024,0.665,1.276,-116.7,78.9,,
s93_fvg_scalp,B3_db0.10,mid,1.0,TRAIN,293,161,81,42,9,0.549,293,0.912,-63.4,-0.1448,47.4,161,0.916,-35.0,-0.1611,46.6,81,1.07,12.4,-0.0701,50.6,-0.091,0.604,-0.3282,0.3294,0.685,1.305,-101.2,82.9,,
s93_fvg_scalp,B5_w2,mid,1.0,TRAIN,293,124,167,2,0,0.423,293,0.912,-63.4,-0.1448,47.4,124,0.698,-98.1,-0.2655,43.5,167,1.085,33.3,-0.0572,50.3,-0.2083,0.162,-0.2937,0.3025,0.652,1.204,-136.2,65.6,,
s93_fvg_scalp,B1,mid,1.0,TEST,200,80,98,22,0,0.4,200,1.184,154.0,0.0064,48.0,80,1.041,13.2,-0.0565,46.2,98,1.274,110.8,0.1161,52.0,-0.1726,0.3635,-0.3694,0.3511,0.776,1.699,-93.7,210.4,0.38,
s93_fvg_scalp,B2,mid,1.0,TEST,200,81,119,0,0,0.405,200,1.184,154.0,0.0064,48.0,81,1.008,2.7,0.0312,49.4,119,1.305,151.2,-0.0105,47.1,0.0417,0.8165,-0.3655,0.367,0.809,1.714,-90.3,247.6,0.83,
s93_fvg_scalp,B3,mid,1.0,TEST,200,136,64,0,0,0.68,200,1.184,154.0,0.0064,48.0,136,1.244,141.2,0.0117,47.8,64,1.05,12.8,-0.005,48.4,0.0167,0.9315,-0.3634,0.3731,0.825,1.688,-81.3,238.1,0.928,
s93_fvg_scalp,B4,mid,1.0,TEST,200,88,94,18,0,0.44,200,1.184,154.0,0.0064,48.0,88,1.134,42.8,-0.0704,45.5,94,1.17,75.1,0.0597,50.0,-0.13,0.522,-0.3872,0.3822,0.764,1.718,-104.8,220.1,0.546,
s93_fvg_scalp,B5,mid,1.0,TEST,200,99,101,0,0,0.495,200,1.184,154.0,0.0064,48.0,99,1.068,27.6,-0.1069,43.4,101,1.293,126.4,0.1174,52.5,-0.2242,0.215,-0.3623,0.3656,0.828,1.693,-83.7,240.1,0.226,
s93_fvg_scalp,B6,mid,1.0,TEST,200,50,131,19,0,0.25,200,1.184,154.0,0.0064,48.0,50,1.169,33.4,0.0441,50.0,131,1.274,145.1,0.0669,50.4,-0.0228,0.896,-0.3539,0.358,0.851,1.783,-61.0,241.8,0.9,
s93_fvg_scalp,C2,mid,1.0,TEST,200,101,99,0,0,0.505,200,1.184,154.0,0.0064,48.0,101,1.087,35.5,-0.0891,44.6,99,1.278,118.4,0.1037,51.5,-0.1928,0.2835,-0.3484,0.3497,0.83,1.693,-80.7,236.0,0.274,
s93_fvg_scalp,B1_utc,mid,1.0,TEST,200,82,89,29,0,0.41,200,1.184,154.0,0.0064,48.0,82,1.286,88.1,0.0186,48.8,89,1.036,14.7,0.079,50.6,-0.0604,0.745,-0.3749,0.3674,0.799,1.646,-83.6,186.7,,
s93_fvg_scalp,B2_lb2,mid,1.0,TEST,200,77,123,0,0,0.385,200,1.184,154.0,0.0064,48.0,77,1.225,66.8,0.046,50.6,123,1.162,87.2,-0.0185,46.3,0.0645,0.7155,-0.3457,0.3231,0.818,1.684,-88.4,233.2,,
s93_fvg_scalp,B2_lb5,mid,1.0,TEST,200,80,120,0,0,0.4,200,1.184,154.0,0.0064,48.0,80,1.076,26.4,0.0205,48.8,120,1.261,127.6,-0.0031,47.5,0.0236,0.892,-0.3557,0.3562,0.826,1.673,-82.6,243.7,,
s93_fvg_scalp,B3_db0.05,mid,1.0,TEST,200,129,57,14,0,0.645,200,1.184,154.0,0.0064,48.0,129,1.213,120.4,0.0017,47.3,57,1.041,9.5,-0.0312,47.4,0.0329,0.861,-0.3783,0.3791,0.788,1.674,-98.2,217.4,,
s93_fvg_scalp,B3_db0.10,mid,1.0,TEST,200,114,50,36,0,0.57,200,1.184,154.0,0.0064,48.0,114,1.168,86.4,-0.0177,46.5,50,1.121,23.7,-0.0172,48.0,-0.0005,0.9975,-0.3871,0.4109,0.767,1.726,-93.4,209.8,,
s93_fvg_scalp,B5_w2,mid,1.0,TEST,200,107,93,0,0,0.535,200,1.184,154.0,0.0064,48.0,107,1.117,48.9,-0.0999,43.9,93,1.252,105.0,0.1286,52.7,-0.2286,0.206,-0.3411,0.345,0.828,1.685,-81.5,240.8,,
s93_fvg_scalp,B1,q,0.45,ALL,493,202,238,53,0,0.41,493,1.134,199.0,-0.0216,44.4,202,1.074,43.4,-0.0073,45.0,238,1.133,98.2,-0.0276,44.1,0.0202,0.858,-0.2421,0.2217,0.848,1.424,-104.6,249.4,,
s93_fvg_scalp,B2,q,0.45,ALL,493,214,279,0,0,0.434,493,1.134,199.0,-0.0216,44.4,214,1.012,7.9,-0.0518,43.5,279,1.224,191.1,0.0015,45.2,-0.0533,0.665,-0.2242,0.2323,0.88,1.452,-95.1,296.2,,
s93_fvg_scalp,B3,q,0.45,ALL,493,322,171,0,0,0.653,493,1.134,199.0,-0.0216,44.4,322,1.186,186.1,-0.0114,44.7,171,1.026,12.9,-0.0408,43.9,0.0295,0.792,-0.2226,0.2266,0.889,1.442,-90.0,299.0,,
s93_fvg_scalp,B4,q,0.45,ALL,493,214,226,53,0,0.434,493,1.134,199.0,-0.0216,44.4,214,1.17,100.8,0.0266,46.3,226,1.144,105.3,-0.0182,44.7,0.0447,0.7235,-0.2288,0.2432,0.889,1.5,-78.3,293.4,,
s93_fvg_scalp,B5,q,0.45,ALL,493,231,262,0,0,0.469,493,1.134,199.0,-0.0216,44.4,231,1.081,55.0,-0.0141,44.6,262,1.178,144.0,-0.0283,44.3,0.0142,0.9075,-0.2238,0.2147,0.887,1.425,-91.9,286.9,,
s93_fvg_scalp,B6,q,0.45,ALL,493,127,327,39,0,0.258,493,1.134,199.0,-0.0216,44.4,127,1.217,78.9,0.0681,48.0,327,1.148,143.4,-0.015,44.6,0.0832,0.47,-0.2213,0.2255,0.915,1.469,-61.4,280.3,,
s93_fvg_scalp,C2,q,0.45,ALL,493,226,260,0,7,0.458,493,1.134,199.0,-0.0216,44.4,226,1.098,64.9,0.0026,45.6,260,1.176,142.3,-0.032,43.8,0.0346,0.754,-0.2191,0.21,0.886,1.431,-89.2,281.7,,
s93_fvg_scalp,B1_utc,q,0.45,ALL,493,189,210,94,0,0.383,493,1.134,199.0,-0.0216,44.4,189,1.121,66.4,-0.0068,45.0,210,1.015,10.5,-0.0431,43.3,0.0363,0.765,-0.2522,0.2501,0.816,1.348,-126.8,190.9,,
s93_fvg_scalp,B2_lb2,q,0.45,ALL,493,209,284,0,0,0.424,493,1.134,199.0,-0.0216,44.4,209,1.081,48.8,-0.069,43.1,284,1.169,150.2,0.0133,45.4,-0.0822,0.476,-0.2242,0.22,0.898,1.425,-81.2,286.4,,
s93_fvg_scalp,B2_lb5,q,0.45,ALL,493,217,276,0,0,0.44,493,1.134,199.0,-0.0216,44.4,217,1.037,24.4,-0.0348,43.8,276,1.212,174.6,-0.0112,44.9,-0.0236,0.848,-0.2264,0.2307,0.889,1.445,-91.0,290.6,,
s93_fvg_scalp,B3_db0.05,q,0.45,ALL,493,302,150,32,9,0.613,493,1.134,199.0,-0.0216,44.4,302,1.195,185.2,0.0053,45.4,150,1.049,20.8,-0.0562,43.3,0.0615,0.6035,-0.2265,0.2264,0.888,1.449,-83.8,279.7,,
s93_fvg_scalp,B3_db0.10,q,0.45,ALL,493,275,131,78,9,0.558,493,1.134,199.0,-0.0216,44.4,275,1.152,133.7,-0.0302,44.0,131,1.164,58.6,0.0059,45.8,-0.0361,0.768,-0.2401,0.2486,0.878,1.494,-81.6,274.7,,
s93_fvg_scalp,B5_w2,q,0.45,ALL,493,231,260,2,0,0.469,493,1.134,199.0,-0.0216,44.4,231,1.023,16.2,-0.1029,41.1,260,1.229,180.4,0.0493,47.3,-0.1521,0.183,-0.2154,0.2209,0.895,1.43,-85.4,288.8,,
s93_fvg_scalp,B1,q,0.45,TRAIN,293,122,140,31,0,0.416,293,0.975,-17.4,-0.075,43.3,122,0.986,-3.9,-0.0213,45.1,140,0.868,-46.3,-0.1634,40.0,0.1421,0.3815,-0.3127,0.2978,0.636,1.251,-122.2,68.4,,
s93_fvg_scalp,B2,q,0.45,TRAIN,293,133,160,0,0,0.454,293,0.975,-17.4,-0.075,43.3,133,0.909,-28.7,-0.1475,40.6,160,1.03,11.4,-0.0147,45.6,-0.1328,0.39,-0.3125,0.3033,0.684,1.322,-118.2,98.8,,
s93_fvg_scalp,B3,q,0.45,TRAIN,293,186,107,0,0,0.635,293,0.975,-17.4,-0.075,43.3,186,1.013,5.7,-0.0576,44.1,107,0.906,-23.1,-0.1052,42.1,0.0475,0.74,-0.2948,0.3006,0.71,1.305,-110.0,93.3,,
s93_fvg_scalp,B4,q,0.45,TRAIN,293,126,132,35,0,0.43,293,0.975,-17.4,-0.075,43.3,126,1.086,25.2,0.0545,48.4,132,1.035,10.5,-0.1008,42.4,0.1553,0.3585,-0.329,0.3513,0.726,1.468,-87.8,121.5,,
s93_fvg_scalp,B5,q,0.45,TRAIN,293,132,161,0,0,0.451,293,0.975,-17.4,-0.075,43.3,132,0.965,-10.5,-0.0041,46.2,161,0.982,-6.9,-0.1331,41.0,0.129,0.398,-0.2929,0.3035,0.688,1.317,-116.3,97.7,,
