module,gate,model,cost,split,c2_class,n,n_al,n_ag,in_n,in_pf,in_pts,in_meanR,in_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip
c03_fvg_fill,B1,mid,1.0,ALL,aligned,1180,740,316,1180,1.318,1039.9,0.2294,50.6,740,1.258,541.6,0.2382,50.7,316,1.421,355.0,0.2254,50.3,0.0128,0.921
c03_fvg_fill,B1,mid,1.0,ALL,against,961,327,535,961,1.238,757.1,0.0547,45.1,327,1.164,169.3,-0.0287,43.4,535,1.283,494.1,0.0807,45.6,-0.1094,0.412
c03_fvg_fill,B2,mid,1.0,ALL,aligned,1180,133,1047,1180,1.318,1039.9,0.2294,50.6,133,1.444,159.6,0.1742,48.1,1047,1.303,880.3,0.2364,50.9,-0.0622,0.59
c03_fvg_fill,B2,mid,1.0,ALL,against,961,420,541,961,1.238,757.1,0.0547,45.1,420,1.116,155.7,0.0499,44.3,541,1.327,601.4,0.0585,45.7,-0.0086,0.945
c03_fvg_fill,B3,mid,1.0,ALL,aligned,1180,1025,155,1180,1.318,1039.9,0.2294,50.6,1025,1.312,884.1,0.2222,51.2,155,1.357,155.8,0.2772,46.5,-0.055,0.608
c03_fvg_fill,B3,mid,1.0,ALL,against,961,864,97,961,1.238,757.1,0.0547,45.1,864,1.276,779.1,0.0746,45.9,97,0.939,-22.0,-0.1217,37.1,0.1963,0.118
c03_fvg_fill,B4,mid,1.0,ALL,aligned,1180,817,277,1180,1.318,1039.9,0.2294,50.6,817,1.264,583.9,0.1896,50.4,277,1.345,285.4,0.2798,52.3,-0.0902,0.43
c03_fvg_fill,B4,mid,1.0,ALL,against,961,247,644,961,1.238,757.1,0.0547,45.1,247,1.059,48.5,-0.0016,43.3,644,1.303,662.4,0.0781,45.7,-0.0797,0.526
c03_fvg_fill,B5,mid,1.0,ALL,aligned,1180,962,218,1180,1.318,1039.9,0.2294,50.6,962,1.375,962.4,0.2382,51.4,218,1.111,77.5,0.1905,47.2,0.0477,0.645
c03_fvg_fill,B5,mid,1.0,ALL,against,961,160,801,961,1.238,757.1,0.0547,45.1,160,1.123,62.4,-0.0518,44.4,801,1.26,694.7,0.076,45.2,-0.1279,0.295
c03_fvg_fill,B6,mid,1.0,ALL,aligned,1180,627,455,1180,1.318,1039.9,0.2294,50.6,627,1.278,488.0,0.2443,52.0,455,1.413,507.7,0.2442,49.5,0.0001,0.999
c03_fvg_fill,B6,mid,1.0,ALL,against,961,285,601,961,1.238,757.1,0.0547,45.1,285,1.205,178.4,-0.0,44.2,601,1.238,468.6,0.0448,44.6,-0.0448,0.728
c03_fvg_fill,B1,mid,1.0,TRAIN,aligned,700,433,195,700,1.195,281.4,0.1046,51.1,433,1.258,220.2,0.1472,52.4,195,1.182,74.7,0.0817,49.7,0.0655,0.647
c03_fvg_fill,B1,mid,1.0,TRAIN,against,603,216,324,603,1.079,120.0,-0.0637,45.3,216,0.984,-9.8,-0.1663,41.7,324,1.1,78.3,-0.0389,46.3,-0.1275,0.384
c03_fvg_fill,B2,mid,1.0,TRAIN,aligned,700,85,615,700,1.195,281.4,0.1046,51.1,85,1.174,36.4,0.0591,47.1,615,1.199,245.0,0.1108,51.7,-0.0518,0.649
c03_fvg_fill,B2,mid,1.0,TRAIN,against,603,262,341,603,1.079,120.0,-0.0637,45.3,262,1.115,72.4,-0.076,45.8,341,1.053,47.6,-0.0543,44.9,-0.0217,0.877
c03_fvg_fill,B3,mid,1.0,TRAIN,aligned,700,603,97,700,1.195,281.4,0.1046,51.1,603,1.205,246.8,0.1097,52.1,97,1.146,34.6,0.0725,45.4,0.0372,0.77
c03_fvg_fill,B3,mid,1.0,TRAIN,against,603,540,63,603,1.079,120.0,-0.0637,45.3,540,1.097,129.4,-0.0349,46.5,63,0.95,-9.5,-0.3107,34.9,0.2758,0.038
c03_fvg_fill,B4,mid,1.0,TRAIN,aligned,700,511,138,700,1.195,281.4,0.1046,51.1,511,1.196,204.3,0.1123,51.9,138,1.33,93.7,0.1794,52.2,-0.0671,0.65
c03_fvg_fill,B4,mid,1.0,TRAIN,against,603,150,403,603,1.079,120.0,-0.0637,45.3,150,0.903,-38.3,-0.1219,43.3,403,1.163,163.2,-0.0521,45.9,-0.0697,0.638
c03_fvg_fill,B5,mid,1.0,TRAIN,aligned,700,573,127,700,1.195,281.4,0.1046,51.1,573,1.161,192.4,0.0923,51.0,127,1.357,88.9,0.1598,52.0,-0.0675,0.593
c03_fvg_fill,B5,mid,1.0,TRAIN,against,603,107,496,603,1.079,120.0,-0.0637,45.3,107,0.836,-39.2,-0.1719,43.9,496,1.124,159.2,-0.0404,45.6,-0.1315,0.321
c03_fvg_fill,B6,mid,1.0,TRAIN,aligned,700,358,281,700,1.195,281.4,0.1046,51.1,358,1.288,193.0,0.1669,54.2,281,1.189,115.3,0.083,48.8,0.0839,0.532
c03_fvg_fill,B6,mid,1.0,TRAIN,against,603,189,365,603,1.079,120.0,-0.0637,45.3,189,0.974,-13.5,-0.1558,42.3,365,1.062,56.5,-0.0831,44.9,-0.0727,0.601
c03_fvg_fill,B1,mid,1.0,TEST,aligned,480,307,121,480,1.415,758.5,0.4115,49.8,307,1.258,321.4,0.3665,48.2,121,1.65,280.3,0.4569,51.2,-0.0904,0.684
c03_fvg_fill,B1,mid,1.0,TEST,against,358,111,211,358,1.383,637.1,0.2543,44.7,111,1.415,179.1,0.2393,46.8,211,1.434,415.8,0.2644,44.5,-0.0251,0.918
c03_fvg_fill,B2,mid,1.0,TEST,aligned,480,48,432,480,1.415,758.5,0.4115,49.8,48,1.815,123.2,0.3782,50.0,432,1.379,635.3,0.4152,49.8,-0.037,0.869
c03_fvg_fill,B2,mid,1.0,TEST,against,358,158,200,358,1.383,637.1,0.2543,44.7,158,1.117,83.4,0.2586,41.8,200,1.583,553.8,0.2509,47.0,0.0077,0.981
c03_fvg_fill,B3,mid,1.0,TEST,aligned,480,422,58,480,1.415,758.5,0.4115,49.8,422,1.391,637.3,0.3829,50.0,58,1.607,121.2,0.6196,48.3,-0.2367,0.269
c03_fvg_fill,B3,mid,1.0,TEST,against,358,324,34,358,1.383,637.1,0.2543,44.7,324,1.435,649.7,0.257,45.1,34,0.927,-12.5,0.2285,41.2,0.0285,0.912
c03_fvg_fill,B4,mid,1.0,TEST,aligned,480,306,139,480,1.415,758.5,0.4115,49.8,306,1.326,379.6,0.3188,48.0,139,1.353,191.7,0.3796,52.5,-0.0608,0.78
c03_fvg_fill,B4,mid,1.0,TEST,against,358,97,241,358,1.383,637.1,0.2543,44.7,97,1.206,86.8,0.1843,43.3,241,1.421,499.1,0.2958,45.2,-0.1115,0.646
c03_fvg_fill,B5,mid,1.0,TEST,aligned,480,389,91,480,1.415,758.5,0.4115,49.8,389,1.559,770.0,0.4531,51.9,91,0.975,-11.5,0.2335,40.7,0.2197,0.284
c03_fvg_fill,B5,mid,1.0,TEST,against,358,53,305,358,1.383,637.1,0.2543,44.7,53,1.378,101.6,0.1905,45.3,305,1.384,535.6,0.2653,44.6,-0.0748,0.777
c03_fvg_fill,B6,mid,1.0,TEST,aligned,480,269,174,480,1.415,758.5,0.4115,49.8,269,1.271,295.0,0.3473,49.1,174,1.634,392.4,0.5044,50.6,-0.1571,0.491
c03_fvg_fill,B6,mid,1.0,TEST,against,358,96,236,358,1.383,637.1,0.2543,44.7,96,1.533,191.9,0.3067,47.9,236,1.388,412.1,0.2424,44.1,0.0642,0.821
c03_fvg_fill,B1,q,0.7,ALL,aligned,1172,740,308,1172,1.331,1060.9,0.2337,47.4,740,1.295,605.4,0.2714,48.5,308,1.365,302.6,0.1663,45.1,0.1051,0.414
c03_fvg_fill,B1,q,0.7,ALL,against,955,327,529,955,1.244,762.2,0.0637,42.3,327,1.198,199.8,0.0161,41.6,529,1.236,409.8,0.0647,42.3,-0.0485,0.718
c03_fvg_fill,B2,q,0.7,ALL,aligned,1172,133,1039,1172,1.331,1060.9,0.2337,47.4,133,1.46,161.0,0.1374,45.1,1039,1.315,900.0,0.246,47.7,-0.1086,0.364
c03_fvg_fill,B2,q,0.7,ALL,against,955,420,535,955,1.244,762.2,0.0637,42.3,420,1.061,82.4,0.0446,41.4,535,1.38,679.7,0.0786,43.0,-0.0339,0.797
c03_fvg_fill,B3,q,0.7,ALL,aligned,1172,1017,155,1172,1.331,1060.9,0.2337,47.4,1017,1.327,906.2,0.2256,48.1,155,1.359,154.7,0.2868,43.2,-0.0612,0.615
c03_fvg_fill,B3,q,0.7,ALL,against,955,858,97,955,1.244,762.2,0.0637,42.3,858,1.284,786.6,0.0794,43.1,97,0.932,-24.4,-0.0752,35.1,0.1545,0.231
c03_fvg_fill,B4,q,0.7,ALL,aligned,1172,809,277,1172,1.331,1060.9,0.2337,47.4,809,1.298,640.0,0.2369,48.1,277,1.307,254.4,0.1828,47.3,0.0541,0.644
c03_fvg_fill,B4,q,0.7,ALL,against,955,247,638,955,1.244,762.2,0.0637,42.3,247,1.013,10.8,-0.0177,39.7,638,1.326,696.8,0.0981,43.3,-0.1158,0.363
c03_fvg_fill,B5,q,0.7,ALL,aligned,1172,954,218,1172,1.331,1060.9,0.2337,47.4,954,1.37,934.7,0.2264,47.9,218,1.186,126.2,0.2656,45.4,-0.0392,0.748
c03_fvg_fill,B5,q,0.7,ALL,against,955,160,795,955,1.244,762.2,0.0637,42.3,160,1.182,89.6,-0.0001,42.5,795,1.255,672.5,0.0765,42.3,-0.0766,0.523
c03_fvg_fill,B6,q,0.7,ALL,aligned,1172,627,447,1172,1.331,1060.9,0.2337,47.4,627,1.318,546.8,0.2748,49.8,447,1.371,449.4,0.2038,44.7,0.071,0.549
c03_fvg_fill,B6,q,0.7,ALL,against,955,285,595,955,1.244,762.2,0.0637,42.3,285,1.255,215.7,0.0476,42.5,595,1.19,372.6,0.0328,41.3,0.0148,0.906
c03_fvg_fill,B1,q,0.7,TRAIN,aligned,700,433,195,700,1.222,313.2,0.0993,47.3,433,1.328,269.6,0.1786,49.9,195,1.13,53.9,0.0063,43.6,0.1723,0.211
c03_fvg_fill,B1,q,0.7,TRAIN,against,603,216,324,603,1.142,207.5,-0.0116,43.3,216,1.061,35.2,-0.0844,40.7,324,1.143,109.1,-0.0047,43.8,-0.0797,0.569
c03_fvg_fill,B2,q,0.7,TRAIN,aligned,700,85,615,700,1.222,313.2,0.0993,47.3,85,1.211,42.8,0.0474,43.5,615,1.223,270.4,0.1065,47.8,-0.059,0.616
c03_fvg_fill,B2,q,0.7,TRAIN,against,603,262,341,603,1.142,207.5,-0.0116,43.3,262,1.208,124.6,-0.0095,44.3,341,1.096,82.9,-0.0132,42.5,0.0036,0.978
c03_fvg_fill,B3,q,0.7,TRAIN,aligned,700,603,97,700,1.222,313.2,0.0993,47.3,603,1.229,270.8,0.1043,48.1,97,1.185,42.4,0.0682,42.3,0.0362,0.792
c03_fvg_fill,B3,q,0.7,TRAIN,against,603,540,63,603,1.142,207.5,-0.0116,43.3,540,1.154,198.1,0.0108,44.3,63,1.053,9.4,-0.2036,34.9,0.2145,0.115
c03_fvg_fill,B4,q,0.7,TRAIN,aligned,700,511,138,700,1.222,313.2,0.0993,47.3,511,1.273,275.2,0.1523,49.3,138,1.236,69.1,0.0692,44.9,0.0831,0.524
c03_fvg_fill,B4,q,0.7,TRAIN,against,603,150,403,603,1.142,207.5,-0.0116,43.3,150,0.936,-24.8,-0.0779,40.7,403,1.245,234.9,0.0133,44.4,-0.0912,0.523
c03_fvg_fill,B5,q,0.7,TRAIN,aligned,700,573,127,700,1.222,313.2,0.0993,47.3,573,1.189,220.4,0.0884,47.1,127,1.379,92.8,0.1486,48.0,-0.0603,0.623
c03_fvg_fill,B5,q,0.7,TRAIN,against,603,107,496,603,1.142,207.5,-0.0116,43.3,107,0.913,-19.8,-0.1043,42.1,496,1.184,227.3,0.0084,43.5,-0.1127,0.392
c03_fvg_fill,B6,q,0.7,TRAIN,aligned,700,358,281,700,1.222,313.2,0.0993,47.3,358,1.356,231.5,0.1968,51.4,281,1.163,99.0,0.0257,43.4,0.1711,0.224
c03_fvg_fill,B6,q,0.7,TRAIN,against,603,189,365,603,1.142,207.5,-0.0116,43.3,189,1.048,23.4,-0.0744,41.3,365,1.113,99.5,-0.0406,42.7,-0.0338,0.813
c03_fvg_fill,B1,q,0.7,TEST,aligned,472,307,113,472,1.418,747.8,0.433,47.7,307,1.273,335.8,0.4024,46.6,113,1.602,248.7,0.4425,47.8,-0.0401,0.863
c03_fvg_fill,B1,q,0.7,TEST,against,352,111,205,352,1.333,554.7,0.1926,40.6,111,1.379,164.6,0.2117,43.2,205,1.31,300.7,0.1742,40.0,0.0375,0.906
c03_fvg_fill,B2,q,0.7,TEST,aligned,472,48,424,472,1.418,747.8,0.433,47.7,48,1.802,118.2,0.2967,47.9,424,1.383,629.6,0.4484,47.6,-0.1517,0.48
c03_fvg_fill,B2,q,0.7,TEST,against,352,158,194,352,1.333,554.7,0.1926,40.6,158,0.943,-42.2,0.1345,36.7,194,1.645,596.9,0.2398,43.8,-0.1054,0.655
c03_fvg_fill,B3,q,0.7,TEST,aligned,472,414,58,472,1.418,747.8,0.433,47.7,414,1.4,635.5,0.4022,48.1,58,1.556,112.3,0.6525,44.8,-0.2503,0.263
c03_fvg_fill,B3,q,0.7,TEST,against,352,318,34,352,1.333,554.7,0.1926,40.6,318,1.396,588.5,0.1957,41.2,34,0.814,-33.8,0.1629,35.3,0.0329,0.904
c03_fvg_fill,B4,q,0.7,TEST,aligned,472,298,139,472,1.418,747.8,0.433,47.7,298,1.321,364.8,0.382,46.0,139,1.346,185.3,0.2956,49.6,0.0864,0.704
c03_fvg_fill,B4,q,0.7,TEST,against,352,97,235,352,1.333,554.7,0.1926,40.6,97,1.083,35.6,0.0753,38.1,235,1.391,461.8,0.2435,41.3,-0.1682,0.53
c03_fvg_fill,B5,q,0.7,TEST,aligned,472,381,91,472,1.418,747.8,0.433,47.7,381,1.526,714.3,0.434,49.1,91,1.077,33.5,0.4288,41.8,0.0052,0.978
c03_fvg_fill,B5,q,0.7,TEST,against,352,53,299,352,1.333,554.7,0.1926,40.6,53,1.414,109.4,0.2103,43.4,299,1.317,445.2,0.1894,40.1,0.0209,0.926
c03_fvg_fill,B6,q,0.7,TEST,aligned,472,269,166,472,1.418,747.8,0.433,47.7,269,1.294,315.2,0.3786,47.6,166,1.581,350.3,0.5052,47.0,-0.1266,0.614
c03_fvg_fill,B6,q,0.7,TEST,against,352,96,230,352,1.333,554.7,0.1926,40.6,96,1.54,192.2,0.288,44.8,230,1.252,273.0,0.1493,39.1,0.1387,0.608
s14_ob_mit_bias,B1,mid,1.0,ALL,aligned,1970,1146,603,1970,1.165,557.3,0.0767,50.8,1146,1.199,388.4,0.1027,51.6,603,1.153,159.4,0.0603,50.2,0.0424,0.576
s14_ob_mit_bias,B1,mid,1.0,ALL,against,1966,615,1141,1966,1.182,613.9,0.1004,51.4,615,1.194,202.0,0.0997,51.5,1141,1.166,327.2,0.0927,51.1,0.007,0.926
s14_ob_mit_bias,B2,mid,1.0,ALL,aligned,1970,433,1537,1970,1.165,557.3,0.0767,50.8,433,1.138,103.8,0.0713,50.6,1537,1.172,453.4,0.0782,50.8,-0.007,0.932
s14_ob_mit_bias,B2,mid,1.0,ALL,against,1966,1192,774,1966,1.182,613.9,0.1004,51.4,1192,1.347,662.7,0.1929,54.5,774,0.967,-48.9,-0.0421,46.6,0.2351,0.001
s14_ob_mit_bias,B3,mid,1.0,ALL,aligned,1970,1379,590,1970,1.165,557.3,0.0767,50.8,1379,1.122,290.5,0.0451,49.9,590,1.26,261.8,0.1479,52.7,-0.1028,0.148
s14_ob_mit_bias,B3,mid,1.0,ALL,against,1966,1306,660,1966,1.182,613.9,0.1004,51.4,1306,1.075,175.4,0.0199,48.9,660,1.424,438.5,0.2597,56.5,-0.2398,0.0
s14_ob_mit_bias,B4,mid,1.0,ALL,aligned,1970,1269,541,1970,1.165,557.3,0.0767,50.8,1269,1.353,713.2,0.1906,54.5,541,0.904,-99.4,-0.1122,44.5,0.3028,0.0
s14_ob_mit_bias,B4,mid,1.0,ALL,against,1966,478,1326,1966,1.182,613.9,0.1004,51.4,478,1.243,188.9,0.14,53.1,1326,1.193,438.8,0.0972,51.2,0.0428,0.565
s14_ob_mit_bias,B5,mid,1.0,ALL,aligned,1970,1626,344,1970,1.165,557.3,0.0767,50.8,1626,1.172,482.2,0.0875,51.0,344,1.129,75.0,0.0256,49.7,0.0619,0.374
s14_ob_mit_bias,B5,mid,1.0,ALL,against,1966,333,1633,1966,1.182,613.9,0.1004,51.4,333,1.081,47.2,0.0041,48.6,1633,1.203,566.7,0.12,52.0,-0.116,0.119
s14_ob_mit_bias,B6,mid,1.0,ALL,aligned,1970,815,1012,1970,1.165,557.3,0.0767,50.8,815,1.139,195.6,0.064,50.4,1012,1.21,362.0,0.1045,51.6,-0.0405,0.599
s14_ob_mit_bias,B6,mid,1.0,ALL,against,1966,407,1442,1966,1.182,613.9,0.1004,51.4,407,1.13,92.0,0.0461,49.9,1442,1.218,533.2,0.1297,52.3,-0.0836,0.253
s14_ob_mit_bias,B1,mid,1.0,TRAIN,aligned,1283,734,406,1283,1.13,278.7,0.0442,50.3,734,1.158,193.3,0.0596,50.7,406,1.138,93.0,0.0471,50.5,0.0125,0.878
s14_ob_mit_bias,B1,mid,1.0,TRAIN,against,1232,404,691,1232,1.103,211.8,0.0551,50.6,404,1.047,32.5,0.0027,49.0,691,1.127,145.4,0.0731,51.2,-0.0704,0.449
s14_ob_mit_bias,B2,mid,1.0,TRAIN,aligned,1283,278,1005,1283,1.13,278.7,0.0442,50.3,278,0.988,-5.8,0.0057,49.3,1005,1.171,284.5,0.0549,50.5,-0.0493,0.584
s14_ob_mit_bias,B2,mid,1.0,TRAIN,against,1232,733,499,1232,1.103,211.8,0.0551,50.6,733,1.235,271.6,0.1429,53.6,499,0.934,-59.8,-0.074,46.3,0.2169,0.019
s14_ob_mit_bias,B3,mid,1.0,TRAIN,aligned,1283,919,363,1283,1.13,278.7,0.0442,50.3,919,1.109,165.6,0.0181,49.6,363,1.174,108.0,0.1059,51.8,-0.0879,0.344
s14_ob_mit_bias,B3,mid,1.0,TRAIN,against,1232,808,424,1232,1.103,211.8,0.0551,50.6,808,1.0,0.2,-0.0293,48.0,424,1.322,211.5,0.2158,55.7,-0.245,0.007
s14_ob_mit_bias,B4,mid,1.0,TRAIN,aligned,1283,847,320,1283,1.13,278.7,0.0442,50.3,847,1.353,459.9,0.1745,54.5,320,0.832,-101.9,-0.1624,43.4,0.3369,0.0
s14_ob_mit_bias,B4,mid,1.0,TRAIN,against,1232,296,843,1232,1.103,211.8,0.0551,50.6,296,1.264,120.0,0.1385,53.7,843,1.063,90.5,0.0231,49.5,0.1154,0.224
s14_ob_mit_bias,B5,mid,1.0,TRAIN,aligned,1283,1031,252,1283,1.13,278.7,0.0442,50.3,1031,1.173,296.3,0.0807,51.3,252,0.96,-17.6,-0.1049,46.0,0.1855,0.031
s14_ob_mit_bias,B5,mid,1.0,TRAIN,against,1232,234,998,1232,1.103,211.8,0.0551,50.6,234,0.961,-15.5,-0.0525,47.9,998,1.137,227.3,0.0803,51.3,-0.1327,0.134
s14_ob_mit_bias,B6,mid,1.0,TRAIN,aligned,1283,514,664,1283,1.13,278.7,0.0442,50.3,514,1.13,110.0,0.0381,50.2,664,1.171,188.3,0.0707,51.1,-0.0326,0.728
s14_ob_mit_bias,B6,mid,1.0,TRAIN,against,1232,267,887,1232,1.103,211.8,0.0551,50.6,267,1.042,19.3,-0.0201,48.3,887,1.152,221.1,0.0936,51.9,-0.1137,0.211
s14_ob_mit_bias,B1,mid,1.0,TEST,aligned,687,412,197,687,1.225,278.6,0.1374,51.7,412,1.268,195.0,0.1795,53.2,197,1.181,66.4,0.0875,49.7,0.0921,0.501
s14_ob_mit_bias,B1,mid,1.0,TEST,against,734,211,450,734,1.307,402.1,0.1765,52.7,211,1.483,169.5,0.2854,56.4,450,1.218,181.8,0.1227,50.9,0.1627,0.21
s14_ob_mit_bias,B2,mid,1.0,TEST,aligned,687,155,532,687,1.225,278.6,0.1374,51.7,155,1.407,109.6,0.189,52.9,532,1.174,169.0,0.1223,51.3,0.0667,0.559
s14_ob_mit_bias,B2,mid,1.0,TEST,against,734,459,275,734,1.307,402.1,0.1765,52.7,459,1.518,391.1,0.2729,56.0,275,1.02,11.0,0.0157,47.3,0.2571,0.026
s14_ob_mit_bias,B3,mid,1.0,TEST,aligned,687,460,227,687,1.225,278.6,0.1374,51.7,460,1.146,124.9,0.099,50.4,227,1.399,153.7,0.215,54.2,-0.116,0.317
s14_ob_mit_bias,B3,mid,1.0,TEST,against,734,498,236,734,1.307,402.1,0.1765,52.7,498,1.188,175.2,0.0997,50.2,236,1.602,226.9,0.3386,58.1,-0.2389,0.059
s14_ob_mit_bias,B4,mid,1.0,TEST,aligned,687,422,221,687,1.225,278.6,0.1374,51.7,422,1.352,253.3,0.2229,54.5,221,1.006,2.5,-0.0394,46.2,0.2623,0.045
s14_ob_mit_bias,B4,mid,1.0,TEST,against,734,182,483,734,1.307,402.1,0.1765,52.7,182,1.213,68.9,0.1425,52.2,483,1.418,348.3,0.2267,54.2,-0.0842,0.502
s14_ob_mit_bias,B5,mid,1.0,TEST,aligned,687,595,92,687,1.225,278.6,0.1374,51.7,595,1.17,186.0,0.0994,50.4,92,1.637,92.7,0.383,59.8,-0.2836,0.014
s14_ob_mit_bias,B5,mid,1.0,TEST,against,734,99,635,734,1.307,402.1,0.1765,52.7,99,1.332,62.7,0.1378,50.5,635,1.303,339.4,0.1826,53.1,-0.0448,0.719
s14_ob_mit_bias,B6,mid,1.0,TEST,aligned,687,301,348,687,1.225,278.6,0.1374,51.7,301,1.154,85.7,0.1082,50.8,348,1.281,173.7,0.169,52.6,-0.0607,0.641
s14_ob_mit_bias,B6,mid,1.0,TEST,against,734,140,555,734,1.307,402.1,0.1765,52.7,140,1.292,72.6,0.1723,52.9,555,1.314,312.2,0.1873,53.0,-0.015,0.91
s14_ob_mit_bias,B1,q,0.7,ALL,aligned,1970,1146,603,1970,1.191,634.4,0.0994,47.1,1146,1.25,474.0,0.1392,48.3,603,1.135,139.9,0.0502,45.4,0.089,0.28
s14_ob_mit_bias,B1,q,0.7,ALL,against,1966,615,1141,1966,1.159,535.9,0.0994,46.9,615,1.161,168.7,0.0824,46.5,1141,1.143,282.5,0.097,46.8,-0.0146,0.832
s14_ob_mit_bias,B2,q,0.7,ALL,aligned,1970,433,1537,1970,1.191,634.4,0.0994,47.1,433,1.149,111.0,0.0873,46.7,1537,1.203,523.4,0.1028,47.2,-0.0155,0.825
s14_ob_mit_bias,B2,q,0.7,ALL,against,1966,1192,774,1966,1.159,535.9,0.0994,46.9,1192,1.299,578.1,0.1824,49.7,774,0.971,-42.2,-0.0283,42.6,0.2106,0.004
s14_ob_mit_bias,B3,q,0.7,ALL,aligned,1970,1379,590,1970,1.191,634.4,0.0994,47.1,1379,1.156,362.8,0.0762,46.4,590,1.267,266.3,0.1508,48.5,-0.0746,0.297
s14_ob_mit_bias,B3,q,0.7,ALL,against,1966,1306,660,1966,1.159,535.9,0.0994,46.9,1306,1.061,140.6,0.0213,44.4,660,1.377,395.3,0.2541,52.0,-0.2328,0.0
s14_ob_mit_bias,B4,q,0.7,ALL,aligned,1970,1269,541,1970,1.191,634.4,0.0994,47.1,1269,1.396,784.9,0.2226,51.1,541,0.915,-86.1,-0.1051,40.3,0.3277,0.0
s14_ob_mit_bias,B4,q,0.7,ALL,against,1966,478,1326,1966,1.159,535.9,0.0994,46.9,478,1.234,181.3,0.1632,49.4,1326,1.166,378.1,0.0873,46.5,0.0759,0.324
s14_ob_mit_bias,B5,q,0.7,ALL,aligned,1970,1626,344,1970,1.191,634.4,0.0994,47.1,1626,1.207,566.1,0.115,47.5,344,1.118,68.3,0.0258,45.1,0.0891,0.233
s14_ob_mit_bias,B5,q,0.7,ALL,against,1966,333,1633,1966,1.159,535.9,0.0994,46.9,333,0.995,-3.0,-0.0358,42.6,1633,1.194,538.9,0.127,47.8,-0.1628,0.022
s14_ob_mit_bias,B6,q,0.7,ALL,aligned,1970,815,1012,1970,1.191,634.4,0.0994,47.1,815,1.199,270.4,0.1067,47.4,1012,1.215,366.1,0.1099,47.3,-0.0032,0.97
s14_ob_mit_bias,B6,q,0.7,ALL,against,1966,407,1442,1966,1.159,535.9,0.0994,46.9,407,1.094,66.5,0.0263,44.7,1442,1.189,463.4,0.1291,47.9,-0.1028,0.159
s14_ob_mit_bias,B1,q,0.7,TRAIN,aligned,1283,734,406,1283,1.148,311.6,0.0665,46.4,734,1.205,243.2,0.0998,47.4,406,1.109,73.6,0.0322,45.3,0.0676,0.464
s14_ob_mit_bias,B1,q,0.7,TRAIN,against,1232,404,691,1232,1.084,172.7,0.0542,45.9,404,1.0,-0.1,-0.0205,43.6,691,1.125,141.0,0.0838,46.9,-0.1043,0.266
s14_ob_mit_bias,B2,q,0.7,TRAIN,aligned,1283,278,1005,1283,1.148,311.6,0.0665,46.4,278,1.024,11.3,0.0287,45.3,1005,1.184,300.4,0.0769,46.7,-0.0482,0.601
s14_ob_mit_bias,B2,q,0.7,TRAIN,against,1232,733,499,1232,1.084,172.7,0.0542,45.9,733,1.234,268.6,0.1475,49.1,499,0.894,-95.9,-0.0829,41.3,0.2304,0.013
s14_ob_mit_bias,B3,q,0.7,TRAIN,aligned,1283,919,363,1283,1.148,311.6,0.0665,46.4,919,1.142,211.2,0.0548,46.1,363,1.153,95.0,0.0915,46.8,-0.0367,0.672
s14_ob_mit_bias,B3,q,0.7,TRAIN,against,1232,808,424,1232,1.084,172.7,0.0542,45.9,808,0.974,-36.5,-0.0353,43.1,424,1.318,209.2,0.2246,51.4,-0.2599,0.007
s14_ob_mit_bias,B4,q,0.7,TRAIN,aligned,1283,847,320,1283,1.148,311.6,0.0665,46.4,847,1.366,471.4,0.1961,50.6,320,0.856,-84.3,-0.1352,39.7,0.3314,0.0
s14_ob_mit_bias,B4,q,0.7,TRAIN,against,1232,296,843,1232,1.084,172.7,0.0542,45.9,296,1.258,116.6,0.1587,49.7,843,1.041,58.7,0.0134,44.5,0.1454,0.128
s14_ob_mit_bias,B5,q,0.7,TRAIN,aligned,1283,1031,252,1283,1.148,311.6,0.0665,46.4,1031,1.195,326.7,0.1047,47.5,252,0.965,-15.1,-0.0901,41.7,0.1948,0.035
s14_ob_mit_bias,B5,q,0.7,TRAIN,against,1232,234,998,1232,1.084,172.7,0.0542,45.9,234,0.926,-28.9,-0.0801,41.9,998,1.122,201.6,0.0856,46.9,-0.1658,0.063
s14_ob_mit_bias,B6,q,0.7,TRAIN,aligned,1283,514,664,1283,1.148,311.6,0.0665,46.4,514,1.183,150.5,0.085,47.1,664,1.168,183.8,0.0733,46.5,0.0117,0.903
s14_ob_mit_bias,B6,q,0.7,TRAIN,against,1232,267,887,1232,1.084,172.7,0.0542,45.9,267,1.0,0.2,-0.0365,43.1,887,1.135,195.5,0.095,47.2,-0.1316,0.148
s14_ob_mit_bias,B1,q,0.7,TEST,aligned,687,412,197,687,1.267,322.8,0.1608,48.3,412,1.326,230.8,0.2095,50.0,197,1.183,66.3,0.0872,45.7,0.1223,0.358
s14_ob_mit_bias,B1,q,0.7,TEST,against,734,211,450,734,1.277,363.2,0.1754,48.6,211,1.481,168.8,0.2794,52.1,450,1.169,141.5,0.1172,46.7,0.1622,0.205
s14_ob_mit_bias,B2,q,0.7,TEST,aligned,687,155,532,687,1.267,322.8,0.1608,48.3,155,1.369,99.7,0.1924,49.0,532,1.238,223.1,0.1517,48.1,0.0407,0.731
