module,gate,model,cost,split,c2_class,n,n_al,n_ag,in_n,in_pf,in_pts,in_meanR,in_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip
s03_ob_mitigation,B2,mid,1.0,TRAIN,against,2075,1462,613,2075,0.729,-1123.0,-0.2505,40.6,1462,0.741,-746.1,-0.2339,41.2,613,0.701,-376.9,-0.29,39.2,0.0561,0.365
s03_ob_mitigation,B3,mid,1.0,TRAIN,aligned,1960,1044,915,1960,0.742,-1009.2,-0.2628,40.2,1044,0.763,-493.1,-0.2388,40.8,915,0.716,-521.2,-0.2923,39.3,0.0534,0.419
s03_ob_mitigation,B3,mid,1.0,TRAIN,against,2075,984,1091,2075,0.729,-1123.0,-0.2505,40.6,984,0.736,-517.1,-0.2536,40.5,1091,0.723,-606.0,-0.2478,40.7,-0.0058,0.922
s03_ob_mitigation,B4,mid,1.0,TRAIN,aligned,1960,1281,506,1960,0.742,-1009.2,-0.2628,40.2,1281,0.839,-392.3,-0.1845,42.8,506,0.617,-416.4,-0.3667,36.6,0.1822,0.011
s03_ob_mitigation,B4,mid,1.0,TRAIN,against,2075,472,1464,2075,0.729,-1123.0,-0.2505,40.6,472,0.827,-153.2,-0.1648,43.6,1464,0.701,-887.4,-0.2806,39.6,0.1158,0.082
s03_ob_mitigation,B5,mid,1.0,TRAIN,aligned,1960,1603,357,1960,0.742,-1009.2,-0.2628,40.2,1603,0.748,-810.0,-0.2572,40.2,357,0.716,-199.2,-0.2881,39.8,0.031,0.66
s03_ob_mitigation,B5,mid,1.0,TRAIN,against,2075,389,1686,2075,0.729,-1123.0,-0.2505,40.6,389,0.764,-172.7,-0.2112,42.4,1686,0.721,-950.4,-0.2596,40.2,0.0484,0.458
s03_ob_mitigation,B6,mid,1.0,TRAIN,aligned,1960,571,1284,1960,0.742,-1009.2,-0.2628,40.2,571,0.798,-227.2,-0.2106,41.7,1284,0.727,-700.5,-0.2793,39.7,0.0687,0.341
s03_ob_mitigation,B6,mid,1.0,TRAIN,against,2075,292,1694,2075,0.729,-1123.0,-0.2505,40.6,292,0.793,-117.7,-0.2248,41.4,1694,0.73,-913.0,-0.2452,40.8,0.0203,0.77
s03_ob_mitigation,B1,mid,1.0,TEST,aligned,1253,738,389,1253,0.727,-767.9,-0.2363,39.4,738,0.701,-505.3,-0.2488,38.9,389,0.721,-238.8,-0.255,39.1,0.0061,0.931
s03_ob_mitigation,B1,mid,1.0,TEST,against,1367,409,825,1367,0.759,-732.0,-0.2301,39.6,409,0.774,-203.1,-0.2277,39.9,825,0.736,-494.2,-0.2505,38.8,0.0228,0.781
s03_ob_mitigation,B2,mid,1.0,TEST,aligned,1253,389,864,1253,0.727,-767.9,-0.2363,39.4,389,0.735,-231.0,-0.2548,38.8,864,0.723,-536.9,-0.228,39.7,-0.0268,0.694
s03_ob_mitigation,B2,mid,1.0,TEST,against,1367,981,386,1367,0.759,-732.0,-0.2301,39.6,981,0.782,-465.3,-0.2176,40.2,386,0.705,-266.7,-0.262,38.1,0.0444,0.546
s03_ob_mitigation,B3,mid,1.0,TEST,aligned,1253,573,680,1253,0.727,-767.9,-0.2363,39.4,573,0.824,-218.1,-0.1524,42.1,680,0.65,-549.8,-0.307,37.2,0.1546,0.037
s03_ob_mitigation,B3,mid,1.0,TEST,against,1367,702,665,1367,0.759,-732.0,-0.2301,39.6,702,0.779,-341.2,-0.2144,40.2,665,0.739,-390.8,-0.2468,38.9,0.0324,0.646
s03_ob_mitigation,B4,mid,1.0,TEST,aligned,1253,805,345,1253,0.727,-767.9,-0.2363,39.4,805,0.71,-521.2,-0.2536,39.0,345,0.799,-151.7,-0.1812,41.2,-0.0724,0.358
s03_ob_mitigation,B4,mid,1.0,TEST,against,1367,317,926,1367,0.759,-732.0,-0.2301,39.6,317,0.777,-152.6,-0.2357,39.7,926,0.759,-496.8,-0.2278,39.6,-0.0079,0.912
s03_ob_mitigation,B5,mid,1.0,TEST,aligned,1253,1092,161,1253,0.727,-767.9,-0.2363,39.4,1092,0.714,-705.4,-0.2496,38.9,161,0.817,-62.5,-0.1459,42.9,-0.1037,0.167
s03_ob_mitigation,B5,mid,1.0,TEST,against,1367,197,1170,1367,0.759,-732.0,-0.2301,39.6,197,0.84,-69.9,-0.22,39.6,1170,0.746,-662.1,-0.2318,39.6,0.0119,0.895
s03_ob_mitigation,B6,mid,1.0,TEST,aligned,1253,352,848,1253,0.727,-767.9,-0.2363,39.4,352,0.812,-143.7,-0.1529,42.0,848,0.682,-616.2,-0.2777,38.1,0.1248,0.097
s03_ob_mitigation,B6,mid,1.0,TEST,against,1367,206,1107,1367,0.759,-732.0,-0.2301,39.6,206,0.825,-74.2,-0.1894,41.7,1107,0.756,-607.5,-0.2338,39.3,0.0444,0.592
s03_ob_mitigation,B1,q,0.7,ALL,aligned,3201,1832,1046,3201,0.75,-1616.6,-0.2364,35.9,1832,0.785,-792.4,-0.212,36.7,1046,0.69,-667.8,-0.2757,34.7,0.0637,0.266
s03_ob_mitigation,B1,q,0.7,ALL,against,3429,1029,2024,3429,0.731,-1881.8,-0.2417,35.8,1029,0.712,-606.5,-0.2802,34.6,2024,0.741,-1069.7,-0.2256,36.2,-0.0546,0.324
s03_ob_mitigation,B2,q,0.7,ALL,aligned,3201,988,2213,3201,0.75,-1616.6,-0.2364,35.9,988,0.669,-682.1,-0.3054,33.7,2213,0.788,-934.4,-0.2055,36.9,-0.0999,0.048
s03_ob_mitigation,B2,q,0.7,ALL,against,3429,2442,987,3429,0.731,-1881.8,-0.2417,35.8,2442,0.737,-1298.6,-0.2314,36.2,987,0.717,-583.2,-0.267,34.8,0.0356,0.486
s03_ob_mitigation,B3,q,0.7,ALL,aligned,3201,1617,1583,3201,0.75,-1616.6,-0.2364,35.9,1617,0.821,-570.4,-0.1728,38.0,1583,0.68,-1051.6,-0.3025,33.8,0.1297,0.007
s03_ob_mitigation,B3,q,0.7,ALL,against,3429,1673,1756,3429,0.731,-1881.8,-0.2417,35.8,1673,0.737,-897.2,-0.2478,35.6,1756,0.726,-984.6,-0.2359,35.9,-0.012,0.837
s03_ob_mitigation,B4,q,0.7,ALL,aligned,3201,2074,851,3201,0.75,-1616.6,-0.2364,35.9,2074,0.815,-748.2,-0.1775,37.9,851,0.673,-591.6,-0.3203,33.0,0.1428,0.011
s03_ob_mitigation,B4,q,0.7,ALL,against,3429,789,2377,3429,0.731,-1881.8,-0.2417,35.8,789,0.784,-334.6,-0.1973,37.4,2377,0.721,-1357.7,-0.2556,35.3,0.0583,0.281
s03_ob_mitigation,B5,q,0.7,ALL,aligned,3201,2683,518,3201,0.75,-1616.6,-0.2364,35.9,2683,0.75,-1367.5,-0.2373,35.8,518,0.755,-249.0,-0.2315,36.5,-0.0058,0.925
s03_ob_mitigation,B5,q,0.7,ALL,against,3429,586,2843,3429,0.731,-1881.8,-0.2417,35.8,586,0.752,-287.5,-0.2353,36.2,2843,0.727,-1594.3,-0.243,35.7,0.0077,0.898
s03_ob_mitigation,B6,q,0.7,ALL,aligned,3201,923,2120,3201,0.75,-1616.6,-0.2364,35.9,923,0.863,-246.6,-0.1337,39.2,2120,0.706,-1282.6,-0.28,34.5,0.1464,0.013
s03_ob_mitigation,B6,q,0.7,ALL,against,3429,498,2788,3429,0.731,-1881.8,-0.2417,35.8,498,0.805,-189.2,-0.2055,37.1,2788,0.728,-1554.8,-0.2412,35.7,0.0357,0.497
s03_ob_mitigation,B1,q,0.7,TRAIN,aligned,1960,1106,657,1960,0.753,-937.6,-0.2405,36.2,1106,0.827,-360.1,-0.1952,37.7,657,0.666,-441.1,-0.2909,34.6,0.0957,0.194
s03_ob_mitigation,B1,q,0.7,TRAIN,against,2075,620,1212,2075,0.718,-1141.6,-0.2485,36.0,620,0.669,-407.9,-0.326,33.5,1212,0.764,-549.6,-0.1978,37.6,-0.1282,0.089
s03_ob_mitigation,B2,q,0.7,TRAIN,aligned,1960,611,1349,1960,0.753,-937.6,-0.2405,36.2,611,0.622,-470.5,-0.3384,33.1,1349,0.817,-467.1,-0.1961,37.7,-0.1424,0.036
s03_ob_mitigation,B2,q,0.7,TRAIN,against,2075,1462,613,2075,0.718,-1141.6,-0.2485,36.0,1462,0.723,-782.7,-0.2341,36.5,613,0.707,-359.0,-0.2828,34.7,0.0487,0.441
s03_ob_mitigation,B3,q,0.7,TRAIN,aligned,1960,1044,915,1960,0.753,-937.6,-0.2405,36.2,1044,0.802,-394.4,-0.189,37.8,915,0.696,-548.5,-0.3013,34.3,0.1123,0.101
s03_ob_mitigation,B3,q,0.7,TRAIN,against,2075,984,1091,2075,0.718,-1141.6,-0.2485,36.0,984,0.719,-540.6,-0.265,35.5,1091,0.718,-601.0,-0.2337,36.5,-0.0313,0.671
s03_ob_mitigation,B4,q,0.7,TRAIN,aligned,1960,1281,506,1960,0.753,-937.6,-0.2405,36.2,1281,0.861,-328.0,-0.1519,39.2,506,0.6,-424.1,-0.3758,31.6,0.2239,0.002
s03_ob_mitigation,B4,q,0.7,TRAIN,against,2075,472,1464,2075,0.718,-1141.6,-0.2485,36.0,472,0.821,-155.7,-0.156,39.2,1464,0.689,-902.3,-0.2813,34.9,0.1252,0.076
s03_ob_mitigation,B5,q,0.7,TRAIN,aligned,1960,1603,357,1960,0.753,-937.6,-0.2405,36.2,1603,0.756,-759.1,-0.2377,36.2,357,0.736,-178.5,-0.2529,36.1,0.0152,0.83
s03_ob_mitigation,B5,q,0.7,TRAIN,against,2075,389,1686,2075,0.718,-1141.6,-0.2485,36.0,389,0.754,-177.3,-0.2203,37.3,1686,0.711,-964.3,-0.255,35.7,0.0347,0.602
s03_ob_mitigation,B6,q,0.7,TRAIN,aligned,1960,571,1284,1960,0.753,-937.6,-0.2405,36.2,571,0.846,-164.6,-0.1511,39.1,1284,0.722,-697.7,-0.2759,35.1,0.1248,0.099
s03_ob_mitigation,B6,q,0.7,TRAIN,against,2075,292,1694,2075,0.718,-1141.6,-0.2485,36.0,292,0.803,-109.0,-0.2179,37.0,1694,0.719,-928.9,-0.2409,36.2,0.023,0.767
s03_ob_mitigation,B1,q,0.7,TEST,aligned,1241,726,389,1241,0.747,-679.0,-0.2299,35.5,726,0.73,-432.3,-0.2375,35.1,389,0.727,-226.7,-0.2501,35.0,0.0126,0.872
s03_ob_mitigation,B1,q,0.7,TEST,against,1354,409,812,1354,0.749,-740.1,-0.2312,35.4,409,0.773,-198.6,-0.2107,36.2,812,0.712,-520.1,-0.2671,34.1,0.0563,0.491
s03_ob_mitigation,B2,q,0.7,TEST,aligned,1241,377,864,1241,0.747,-679.0,-0.2299,35.5,377,0.741,-211.6,-0.2519,34.7,864,0.75,-467.4,-0.2203,35.8,-0.0316,0.651
s03_ob_mitigation,B2,q,0.7,TEST,against,1354,980,374,1354,0.749,-740.1,-0.2312,35.4,980,0.755,-515.9,-0.2274,35.6,374,0.733,-224.2,-0.2412,34.8,0.0138,0.863
s03_ob_mitigation,B3,q,0.7,TEST,aligned,1241,573,668,1241,0.747,-679.0,-0.2299,35.5,573,0.853,-175.9,-0.1432,38.2,668,0.662,-503.1,-0.3042,33.1,0.1609,0.053
s03_ob_mitigation,B3,q,0.7,TEST,against,1354,689,665,1354,0.749,-740.1,-0.2312,35.4,689,0.76,-356.5,-0.2233,35.7,665,0.737,-383.6,-0.2395,35.0,0.0162,0.839
s03_ob_mitigation,B4,q,0.7,TEST,aligned,1241,793,345,1241,0.747,-679.0,-0.2299,35.5,793,0.751,-420.1,-0.2189,35.9,345,0.776,-167.5,-0.2389,35.1,0.0201,0.829
s03_ob_mitigation,B4,q,0.7,TEST,against,1354,317,913,1354,0.749,-740.1,-0.2312,35.4,317,0.737,-178.9,-0.2587,34.7,913,0.769,-455.4,-0.2145,35.9,-0.0442,0.624
s03_ob_mitigation,B5,q,0.7,TEST,aligned,1241,1080,161,1241,0.747,-679.0,-0.2299,35.5,1080,0.741,-608.5,-0.2367,35.2,161,0.792,-70.5,-0.184,37.3,-0.0528,0.531
s03_ob_mitigation,B5,q,0.7,TEST,against,1354,197,1157,1354,0.749,-740.1,-0.2312,35.4,197,0.75,-110.2,-0.265,34.0,1157,0.748,-630.0,-0.2255,35.6,-0.0396,0.599
s03_ob_mitigation,B6,q,0.7,TEST,aligned,1241,352,836,1241,0.747,-679.0,-0.2299,35.5,352,0.887,-82.0,-0.1053,39.5,836,0.685,-584.9,-0.2862,33.6,0.1809,0.039
s03_ob_mitigation,B6,q,0.7,TEST,against,1354,206,1094,1354,0.749,-740.1,-0.2312,35.4,206,0.808,-80.1,-0.188,37.4,1094,0.74,-625.9,-0.2417,34.9,0.0537,0.531
s99_mss_fvg,B1,mid,1.0,ALL,aligned,950,561,298,950,0.736,-743.5,-0.2936,42.1,561,0.618,-665.6,-0.3402,40.3,298,0.835,-142.7,-0.2577,43.6,-0.0825,0.273
s99_mss_fvg,B1,mid,1.0,ALL,against,914,277,565,914,0.787,-660.1,-0.268,42.0,277,0.888,-90.3,-0.2142,44.4,565,0.72,-573.9,-0.3074,40.2,0.0932,0.301
s99_mss_fvg,B2,mid,1.0,ALL,aligned,950,204,746,950,0.736,-743.5,-0.2936,42.1,204,0.731,-142.0,-0.2327,45.6,746,0.737,-601.5,-0.3102,41.2,0.0775,0.309
s99_mss_fvg,B2,mid,1.0,ALL,against,914,553,361,914,0.787,-660.1,-0.268,42.0,553,0.718,-531.1,-0.3101,40.5,361,0.894,-129.0,-0.2036,44.3,-0.1065,0.192
s99_mss_fvg,B3,mid,1.0,ALL,aligned,950,634,316,950,0.736,-743.5,-0.2936,42.1,634,0.749,-495.9,-0.2832,42.1,316,0.706,-247.6,-0.3143,42.1,0.031,0.674
s99_mss_fvg,B3,mid,1.0,ALL,against,914,579,334,914,0.787,-660.1,-0.268,42.0,579,0.842,-312.5,-0.2428,42.8,334,0.696,-341.0,-0.3091,40.7,0.0663,0.352
s99_mss_fvg,B4,mid,1.0,ALL,aligned,950,665,223,950,0.736,-743.5,-0.2936,42.1,665,0.813,-348.9,-0.2538,43.9,223,0.599,-296.9,-0.3862,38.1,0.1323,0.11
s99_mss_fvg,B4,mid,1.0,ALL,against,914,209,643,914,0.787,-660.1,-0.268,42.0,209,0.839,-107.8,-0.2026,44.5,643,0.803,-441.6,-0.2684,42.0,0.0657,0.414
s99_mss_fvg,B5,mid,1.0,ALL,aligned,950,784,166,950,0.736,-743.5,-0.2936,42.1,784,0.707,-685.1,-0.2994,41.8,166,0.877,-58.4,-0.2661,43.4,-0.0333,0.671
s99_mss_fvg,B5,mid,1.0,ALL,against,914,158,756,914,0.787,-660.1,-0.268,42.0,158,0.891,-62.1,-0.281,40.5,756,0.764,-598.0,-0.2653,42.3,-0.0157,0.86
s99_mss_fvg,B6,mid,1.0,ALL,aligned,950,355,534,950,0.736,-743.5,-0.2936,42.1,355,0.611,-454.8,-0.3435,40.0,534,0.769,-344.8,-0.2792,42.9,-0.0643,0.385
s99_mss_fvg,B6,mid,1.0,ALL,against,914,178,689,914,0.787,-660.1,-0.268,42.0,178,0.863,-74.0,-0.249,43.3,689,0.756,-574.9,-0.2671,41.9,0.0181,0.832
s99_mss_fvg,B1,mid,1.0,TRAIN,aligned,470,261,162,470,0.662,-385.1,-0.368,41.3,261,0.65,-209.2,-0.348,42.1,162,0.691,-129.0,-0.3836,40.7,0.0357,0.756
s99_mss_fvg,B1,mid,1.0,TRAIN,against,433,148,245,433,0.784,-234.3,-0.3526,40.9,148,0.927,-25.9,-0.274,43.9,245,0.701,-191.6,-0.4131,38.4,0.1391,0.255
s99_mss_fvg,B2,mid,1.0,TRAIN,aligned,470,111,359,470,0.662,-385.1,-0.368,41.3,111,0.777,-59.7,-0.3389,42.3,359,0.627,-325.4,-0.3769,40.9,0.038,0.722
s99_mss_fvg,B2,mid,1.0,TRAIN,against,433,242,191,433,0.784,-234.3,-0.3526,40.9,242,0.823,-104.7,-0.3879,39.7,191,0.737,-129.6,-0.3079,42.4,-0.08,0.523
s99_mss_fvg,B3,mid,1.0,TRAIN,aligned,470,313,157,470,0.662,-385.1,-0.368,41.3,313,0.683,-235.1,-0.3523,42.2,157,0.624,-150.0,-0.3992,39.5,0.047,0.678
s99_mss_fvg,B3,mid,1.0,TRAIN,against,433,287,146,433,0.784,-234.3,-0.3526,40.9,287,0.821,-134.9,-0.3184,41.8,146,0.702,-99.4,-0.4199,39.0,0.1015,0.406
s99_mss_fvg,B4,mid,1.0,TRAIN,aligned,470,350,96,470,0.662,-385.1,-0.368,41.3,350,0.71,-250.0,-0.3257,42.9,96,0.544,-98.3,-0.4598,38.5,0.1341,0.25
s99_mss_fvg,B4,mid,1.0,TRAIN,against,433,102,302,433,0.784,-234.3,-0.3526,40.9,102,0.87,-31.5,-0.3473,41.2,302,0.785,-164.9,-0.3475,41.1,0.0001,0.999
s99_mss_fvg,B5,mid,1.0,TRAIN,aligned,470,387,83,470,0.662,-385.1,-0.368,41.3,387,0.636,-348.0,-0.3626,41.3,83,0.799,-37.1,-0.3927,41.0,0.0301,0.795
s99_mss_fvg,B5,mid,1.0,TRAIN,against,433,59,374,433,0.784,-234.3,-0.3526,40.9,59,0.636,-52.8,-0.5092,35.6,374,0.807,-181.5,-0.3279,41.7,-0.1813,0.127
s99_mss_fvg,B6,mid,1.0,TRAIN,aligned,470,169,268,470,0.662,-385.1,-0.368,41.3,169,0.747,-92.1,-0.3044,44.4,268,0.647,-238.1,-0.3862,40.3,0.0817,0.439
s99_mss_fvg,B6,mid,1.0,TRAIN,against,433,104,304,433,0.784,-234.3,-0.3526,40.9,104,0.951,-12.4,-0.2748,44.2,304,0.743,-194.7,-0.3698,40.1,0.095,0.42
s99_mss_fvg,B1,mid,1.0,TEST,aligned,480,300,136,480,0.786,-358.4,-0.2207,42.9,300,0.6,-456.5,-0.3335,38.7,136,0.969,-13.8,-0.1077,47.1,-0.2258,0.031
s99_mss_fvg,B1,mid,1.0,TEST,against,481,129,320,481,0.789,-425.8,-0.1919,43.0,129,0.858,-64.4,-0.1456,45.0,320,0.729,-382.3,-0.2265,41.6,0.0809,0.502
s99_mss_fvg,B2,mid,1.0,TEST,aligned,480,93,387,480,0.786,-358.4,-0.2207,42.9,93,0.684,-82.2,-0.106,49.5,387,0.805,-276.2,-0.2483,41.3,0.1423,0.174
s99_mss_fvg,B2,mid,1.0,TEST,against,481,311,170,481,0.789,-425.8,-0.1919,43.0,311,0.67,-426.3,-0.2496,41.2,170,1.001,0.5,-0.0864,46.5,-0.1632,0.137
s99_mss_fvg,B3,mid,1.0,TEST,aligned,480,321,159,480,0.786,-358.4,-0.2207,42.9,321,0.789,-260.8,-0.2159,42.1,159,0.779,-97.7,-0.2304,44.7,0.0145,0.898
s99_mss_fvg,B3,mid,1.0,TEST,against,481,292,188,481,0.789,-425.8,-0.1919,43.0,292,0.855,-177.6,-0.1685,43.8,188,0.694,-241.6,-0.223,42.0,0.0546,0.626
s99_mss_fvg,B4,mid,1.0,TEST,aligned,480,315,127,480,0.786,-358.4,-0.2207,42.9,315,0.902,-98.9,-0.174,45.1,127,0.621,-198.7,-0.3305,37.8,0.1565,0.16
s99_mss_fvg,B4,mid,1.0,TEST,against,481,107,341,481,0.789,-425.8,-0.1919,43.0,107,0.821,-76.3,-0.0647,47.7,341,0.812,-276.6,-0.1983,42.8,0.1336,0.22
s99_mss_fvg,B5,mid,1.0,TEST,aligned,480,397,83,480,0.786,-358.4,-0.2207,42.9,397,0.756,-337.1,-0.2377,42.3,83,0.927,-21.3,-0.1394,45.8,-0.0983,0.323
s99_mss_fvg,B5,mid,1.0,TEST,against,481,99,382,481,0.789,-425.8,-0.1919,43.0,99,0.978,-9.3,-0.145,43.4,382,0.738,-416.5,-0.204,42.9,0.059,0.589
s99_mss_fvg,B6,mid,1.0,TEST,aligned,480,186,266,480,0.786,-358.4,-0.2207,42.9,186,0.549,-362.7,-0.379,36.0,266,0.87,-106.7,-0.1715,45.5,-0.2075,0.049
s99_mss_fvg,B6,mid,1.0,TEST,against,481,74,385,481,0.789,-425.8,-0.1919,43.0,74,0.786,-61.6,-0.2128,41.9,385,0.761,-380.3,-0.1861,43.4,-0.0267,0.828
s99_mss_fvg,B1,q,0.7,ALL,aligned,950,561,298,950,0.717,-795.4,-0.2873,38.3,561,0.586,-723.0,-0.3327,36.5,298,0.834,-141.0,-0.2655,39.3,-0.0672,0.394
s99_mss_fvg,B1,q,0.7,ALL,against,914,277,565,914,0.786,-657.7,-0.2709,38.1,277,0.851,-121.3,-0.2513,39.0,565,0.742,-518.4,-0.2805,37.5,0.0292,0.732
s99_mss_fvg,B2,q,0.7,ALL,aligned,950,204,746,950,0.717,-795.4,-0.2873,38.3,204,0.695,-163.6,-0.2539,40.7,746,0.722,-631.8,-0.2964,37.7,0.0426,0.552
s99_mss_fvg,B2,q,0.7,ALL,against,914,553,361,914,0.786,-657.7,-0.2709,38.1,553,0.715,-532.5,-0.3046,36.9,361,0.897,-125.1,-0.2192,39.9,-0.0854,0.31
s99_mss_fvg,B3,q,0.7,ALL,aligned,950,634,316,950,0.717,-795.4,-0.2873,38.3,634,0.735,-519.2,-0.274,38.5,316,0.673,-276.2,-0.3138,38.0,0.0398,0.6
s99_mss_fvg,B3,q,0.7,ALL,against,914,579,334,914,0.786,-657.7,-0.2709,38.1,579,0.844,-305.8,-0.2476,38.9,334,0.69,-345.6,-0.3087,36.8,0.0611,0.452
s99_mss_fvg,B4,q,0.7,ALL,aligned,950,665,223,950,0.717,-795.4,-0.2873,38.3,665,0.787,-397.5,-0.2507,39.8,223,0.575,-313.8,-0.3854,34.1,0.1346,0.079
s99_mss_fvg,B4,q,0.7,ALL,against,914,209,643,914,0.786,-657.7,-0.2709,38.1,209,0.837,-108.3,-0.2158,40.2,643,0.806,-429.5,-0.2586,38.6,0.0429,0.612
s99_mss_fvg,B5,q,0.7,ALL,aligned,950,784,166,950,0.717,-795.4,-0.2873,38.3,784,0.695,-707.2,-0.2909,38.3,166,0.818,-88.2,-0.27,38.6,-0.0209,0.771
s99_mss_fvg,B5,q,0.7,ALL,against,914,158,756,914,0.786,-657.7,-0.2709,38.1,158,0.893,-60.2,-0.2562,38.0,756,0.762,-597.5,-0.274,38.1,0.0178,0.826
s99_mss_fvg,B6,q,0.7,ALL,aligned,950,355,534,950,0.717,-795.4,-0.2873,38.3,355,0.592,-474.8,-0.3309,36.3,534,0.743,-383.3,-0.2872,38.6,-0.0437,0.565
s99_mss_fvg,B6,q,0.7,ALL,against,914,178,689,914,0.786,-657.7,-0.2709,38.1,178,0.818,-99.7,-0.2903,37.6,689,0.767,-541.1,-0.2558,38.6,-0.0346,0.688
s99_mss_fvg,B1,q,0.7,TRAIN,aligned,470,261,162,470,0.674,-362.1,-0.3434,37.9,261,0.677,-186.8,-0.3083,39.5,162,0.681,-130.6,-0.3785,36.4,0.0702,0.53
s99_mss_fvg,B1,q,0.7,TRAIN,against,433,148,245,433,0.788,-226.7,-0.3542,36.3,148,0.871,-46.3,-0.3295,37.2,245,0.751,-152.9,-0.3712,35.5,0.0416,0.727
s99_mss_fvg,B2,q,0.7,TRAIN,aligned,470,111,359,470,0.674,-362.1,-0.3434,37.9,111,0.794,-54.3,-0.3287,38.7,359,0.637,-307.8,-0.3479,37.6,0.0192,0.876
s99_mss_fvg,B2,q,0.7,TRAIN,against,433,242,191,433,0.788,-226.7,-0.3542,36.3,242,0.818,-107.0,-0.3869,35.1,191,0.753,-119.7,-0.3129,37.7,-0.074,0.518
s99_mss_fvg,B3,q,0.7,TRAIN,aligned,470,313,157,470,0.674,-362.1,-0.3434,37.9,313,0.686,-226.5,-0.3189,39.0,157,0.651,-135.6,-0.3922,35.7,0.0733,0.471
s99_mss_fvg,B3,q,0.7,TRAIN,against,433,287,146,433,0.788,-226.7,-0.3542,36.3,287,0.838,-119.6,-0.3211,37.3,146,0.677,-107.0,-0.4193,34.2,0.0981,0.438
s99_mss_fvg,B4,q,0.7,TRAIN,aligned,470,350,96,470,0.674,-362.1,-0.3434,37.9,350,0.697,-257.7,-0.3214,38.6,96,0.626,-75.4,-0.3849,36.5,0.0635,0.562
s99_mss_fvg,B4,q,0.7,TRAIN,against,433,102,302,433,0.788,-226.7,-0.3542,36.3,102,0.893,-25.3,-0.3079,38.2,302,0.788,-160.4,-0.3496,36.4,0.0418,0.76
s99_mss_fvg,B5,q,0.7,TRAIN,aligned,470,387,83,470,0.674,-362.1,-0.3434,37.9,387,0.646,-329.5,-0.3402,38.0,83,0.819,-32.6,-0.3581,37.3,0.0179,0.88
s99_mss_fvg,B5,q,0.7,TRAIN,against,433,59,374,433,0.788,-226.7,-0.3542,36.3,59,0.628,-52.9,-0.4742,32.2,374,0.813,-173.8,-0.3353,36.9,-0.139,0.231
s99_mss_fvg,B6,q,0.7,TRAIN,aligned,470,169,268,470,0.674,-362.1,-0.3434,37.9,169,0.785,-75.2,-0.2484,42.0,268,0.637,-241.9,-0.3924,35.8,0.144,0.189
s99_mss_fvg,B6,q,0.7,TRAIN,against,433,104,304,433,0.788,-226.7,-0.3542,36.3,104,0.904,-24.7,-0.3289,37.5,304,0.761,-177.2,-0.3544,36.2,0.0255,0.837
s99_mss_fvg,B1,q,0.7,TEST,aligned,480,300,136,480,0.744,-433.3,-0.2324,38.8,300,0.54,-536.2,-0.3539,34.0,136,0.976,-10.5,-0.1309,42.6,-0.223,0.033
s99_mss_fvg,B1,q,0.7,TEST,against,481,129,320,481,0.785,-431.0,-0.1959,39.7,129,0.836,-74.9,-0.1616,41.1,320,0.737,-365.5,-0.2111,39.1,0.0495,0.66
s99_mss_fvg,B2,q,0.7,TEST,aligned,480,93,387,480,0.744,-433.3,-0.2324,38.8,93,0.598,-109.3,-0.1645,43.0,387,0.772,-324.0,-0.2487,37.7,0.0842,0.423
s99_mss_fvg,B2,q,0.7,TEST,against,481,311,170,481,0.785,-431.0,-0.1959,39.7,311,0.668,-425.6,-0.2406,38.3,170,0.993,-5.4,-0.1141,42.4,-0.1266,0.25
s99_mss_fvg,B3,q,0.7,TEST,aligned,480,321,159,480,0.744,-433.3,-0.2324,38.8,321,0.764,-292.7,-0.2303,38.0,159,0.692,-140.6,-0.2365,40.3,0.0062,0.966
s99_mss_fvg,B3,q,0.7,TEST,against,481,292,188,481,0.785,-431.0,-0.1959,39.7,292,0.847,-186.2,-0.1754,40.4,188,0.695,-238.6,-0.2228,38.8,0.0475,0.636
s99_mss_fvg,B4,q,0.7,TEST,aligned,480,315,127,480,0.744,-433.3,-0.2324,38.8,315,0.863,-139.8,-0.1722,41.3,127,0.556,-238.4,-0.3857,32.3,0.2135,0.059
s99_mss_fvg,B4,q,0.7,TEST,against,481,107,341,481,0.785,-431.0,-0.1959,39.7,107,0.806,-83.0,-0.128,42.1,341,0.815,-269.1,-0.1781,40.5,0.0501,0.68
s99_mss_fvg,B5,q,0.7,TEST,aligned,480,397,83,480,0.744,-433.3,-0.2324,38.8,397,0.728,-377.7,-0.2429,38.5,83,0.818,-55.6,-0.182,39.8,-0.0609,0.57
s99_mss_fvg,B5,q,0.7,TEST,against,481,99,382,481,0.785,-431.0,-0.1959,39.7,99,0.983,-7.4,-0.1263,41.4,382,0.733,-423.6,-0.214,39.3,0.0877,0.425
s99_mss_fvg,B6,q,0.7,TEST,aligned,480,186,266,480,0.744,-433.3,-0.2324,38.8,186,0.508,-399.6,-0.4059,31.2,266,0.829,-141.4,-0.1813,41.4,-0.2246,0.019
s99_mss_fvg,B6,q,0.7,TEST,against,481,74,385,481,0.785,-431.0,-0.1959,39.7,74,0.742,-75.1,-0.2361,37.8,385,0.769,-363.8,-0.1779,40.5,-0.0582,0.628
